,coordinate1,coordinate2
c0,393,41
c1,324,51
c2,247,39
c3,301,10
c4,34,55
c5,33,49
c6,462,68
c7,57,72
c8,87,27
c9,232,57
c10,386,67
c11,212,41
c12,378,0
c13,5,70
c14,470,50
c15,5,44
c16,34,65
c17,342,84
c18,378,26
c19,64,33
c20,61,13
c21,125,10
c22,540,43
c23,11,71
c24,97,54
c25,485,17
c26,333,33
c27,258,35
c28,347,31
c29,74,65
c30,193,63
c31,101,78
c32,425,52
c33,28,59
c34,508,50
c35,71,62
c36,41,40
c37,567,67
c38,232,28
c39,285,63
c40,448,11
c41,446,23
c42,11,54
c43,447,53
c44,186,32
c45,332,26
c46,333,44
c47,103,10
c48,355,37
c49,334,55
c50,308,12
c51,485,47
c52,258,67
c53,11,68
c54,287,50
c55,370,37
c56,120,19
c57,452,67
c58,554,46
c59,199,46
c60,337,43
c61,5,8
c62,195,28
c63,531,24
c64,423,23
c65,5,59
c66,416,21
c67,439,10
c68,25,45
c69,144,0
c70,11,10
c71,350,65
c72,347,66
c73,301,57
c74,301,52
c75,314,42
c76,544,17
c77,378,12
c78,78,52
c79,71,45
c80,239,54
c81,386,29
c82,258,22
c83,255,78
c84,540,11
c85,327,48
c86,540,55
c87,126,65
c88,195,63
c89,15,53
c90,563,58
c91,97,78
c92,255,33
c93,462,45
c94,120,64
c95,199,48
c96,172,63
c97,311,66
c98,32,28
c99,425,65
c100,517,64
c101,429,69
c102,28,67
c103,209,30
c104,324,16
c105,378,84
c106,262,10
c107,531,51
c108,120,72
c109,301,74
c110,579,10
c111,63,44
c112,48,44
c113,11,39
c114,354,69
c115,74,62
c116,558,0
c117,278,65
c118,56,54
c119,579,65
c120,212,32
c121,309,60
c122,579,25
c123,216,20
c124,400,60
c125,429,71
c126,34,28
c127,172,39
c128,78,57
c129,448,36
c130,448,64
c131,373,78
c132,401,41
c133,25,15
c134,199,29
c135,38,27
c136,278,61
c137,94,13
c138,209,27
c139,2,41
c140,448,49
c141,48,43
c142,563,22
c143,403,5
c144,293,44
c145,324,39
c146,531,6
c147,48,37
c148,33,45
c149,400,12
c150,189,35
c151,240,14
c152,212,63
c153,262,57
c154,402,60
c155,263,30
c156,304,11
c157,419,59
c158,508,52
c159,462,70
c160,55,25
c161,232,21
c162,104,36
c163,554,38
c164,373,41
c165,554,65
c166,5,53
c167,71,35
c168,327,46
c169,2,14
c170,471,69
c171,264,27
c172,107,32
c173,248,62
c174,569,43
c175,57,37
c176,379,39
c177,485,34
c178,333,52
c179,347,69
c180,465,8
c181,262,65
c182,316,53
c183,232,64
c184,235,22
c185,120,37
c186,120,13
c187,263,10
c188,508,21
c189,291,42
c190,87,28
c191,531,33
c192,2,68
c193,240,10
c194,293,55
c195,419,67
c196,563,53
c197,79,45
c198,74,54
c199,48,63
c200,71,55
c201,419,76
c202,54,0
c203,416,25
c204,373,62
c205,41,33
c206,521,25
c207,240,52
c208,15,8
c209,439,37
c210,285,70
c211,15,16
c212,74,49
c213,253,0
c214,103,44
c215,554,52
c216,232,77
c217,327,14
c218,425,31
c219,425,39
c220,71,76
c221,199,37
c222,416,23
c223,370,33
c224,402,52
c225,117,70
c226,51,24
c227,521,46
c228,301,60
c229,38,8
c230,212,8
c231,143,75
c232,477,39
c233,534,19
c234,468,84
c235,57,10
c236,494,64
c237,103,29
c238,57,40
c239,563,5
c240,471,50
c241,452,59
c242,57,30
c243,347,26
c244,186,6
c245,554,34
c246,170,69
c247,28,20
c248,373,17
c249,130,60
c250,448,22
c251,71,44
c252,120,70
c253,521,67
c254,363,20
c255,199,22
c256,102,36
c257,264,54
c258,17,33
c259,439,67
c260,217,33
c261,332,52
c262,310,5
c263,140,63
c264,79,55
c265,209,75
c266,255,19
c267,431,13
c268,148,63
c269,171,63
c270,579,27
c271,416,13
c272,508,65
c273,470,57
c274,172,57
c275,126,31
c276,126,68
c277,439,66
c278,286,63
c279,379,0
c280,544,28
c281,531,23
c282,492,71
c283,304,43
c284,465,36
c285,189,29
c286,383,56
c287,416,63
c288,452,46
c289,462,48
c290,179,64
c291,579,79
c292,212,11
c293,281,42
c294,195,66
c295,10,54
c296,109,13
c297,55,54
c298,132,49
c299,447,32
c300,424,44
c301,471,35
c302,455,50
c303,471,16
c304,579,35
c305,107,77
c306,143,79
c307,347,12
c308,51,36
c309,9,54
c310,56,35
c311,416,46
c312,393,76
c313,110,22
c314,419,56
c315,442,52
c316,61,71
c317,531,12
c318,202,17
c319,579,77
c320,563,11
c321,202,16
c322,17,36
c323,34,45
c324,304,65
c325,419,45
c326,11,45
c327,554,25
c328,78,42
c329,79,63
c330,429,64
c331,74,11
c332,415,0
c333,195,34
c334,126,14
c335,241,10
c336,232,26
c337,475,27
c338,332,10
c339,32,32
c340,107,39
c341,347,54
c342,327,11
c343,232,42
c344,416,33
c345,423,54
c346,310,15
c347,263,54
c348,287,5
c349,378,66
c350,235,59
c351,350,36
c352,293,61
c353,2,75
c354,212,48
c355,218,27
c356,465,22
c357,57,25
c358,222,50
c359,149,47
c360,61,16
c361,347,47
c362,71,57
c363,25,59
c364,247,35
c365,232,13
c366,10,39
c367,48,6
c368,531,32
c369,508,66
c370,195,26
c371,163,0
c372,263,17
c373,41,76
c374,16,0
c375,55,21
c376,396,69
c377,278,57
c378,240,64
c379,222,70
c380,579,67
c381,94,61
c382,325,0
c383,465,52
c384,239,47
c385,541,36
c386,538,23
c387,356,47
c388,11,57
c389,531,58
c390,130,72
c391,567,78
c392,117,67
c393,34,63
c394,380,53
c395,117,68
c396,166,61
c397,218,10
c398,462,32
c399,127,10
c400,419,16
c401,531,57
c402,125,68
c403,218,20
c404,563,27
c405,56,37
c406,304,16
c407,469,12
c408,97,7
c409,278,14
c410,485,25
c411,117,65
c412,71,33
c413,117,27
c414,218,12
c415,521,28
c416,240,42
c417,393,14
c418,107,20
c419,212,35
c420,281,25
c421,209,44
c422,383,71
c423,107,16
c424,439,13
c425,462,39
c426,486,84
c427,355,12
c428,126,36
c429,347,65
c430,429,53
c431,166,8
c432,126,46
c433,194,39
c434,235,12
c435,239,50
c436,316,58
c437,356,10
c438,402,35
c439,301,53
c440,429,74
c441,51,58
c442,563,47
c443,379,70
c444,462,52
c445,475,14
c446,255,27
c447,393,65
c448,309,41
c449,403,66
c450,56,15
c451,28,48
c452,80,10
c453,402,12
c454,333,61
c455,103,15
c456,406,8
c457,38,31
c458,356,41
c459,189,18
c460,540,0
c461,287,47
c462,222,63
c463,327,7
c464,255,12
c465,278,70
c466,363,27
c467,78,26
c468,425,57
c469,287,10
c470,258,26
c471,287,57
c472,25,36
c473,222,11
c474,51,65
c475,103,21
c476,241,60
c477,245,63
c478,172,5
c479,350,7
c480,462,59
c481,34,26
c482,554,73
c483,201,70
c484,472,5
c485,452,52
c486,396,43
c487,2,62
c488,469,50
c489,11,12
c490,538,12
c491,471,41
c492,81,13
