,coordinate1,coordinate2
f0,2,655
f1,133,54
f2,278,463
f3,166,330
f4,232,653
f5,517,675
f6,669,232
f7,613,234
f8,609,235
f9,431,633
f10,74,437
f11,655,273
f12,133,589
f13,454,640
f14,288,279
f15,707,642
f16,215,503
f17,170,379
f18,416,536
f19,416,558
f20,562,592
f21,215,343
f22,563,198
f23,370,300
f24,378,584
f25,632,660
f26,393,179
f27,117,221
f28,692,374
f29,409,428
f30,425,603
f31,462,53
f32,120,527
f33,156,108
f34,600,635
f35,126,546
f36,501,593
f37,379,253
f38,100,480
f39,327,500
f40,402,471
f41,178,535
f42,654,103
f43,166,517
f44,195,279
f45,500,185
f46,143,159
f47,2,535
f48,592,444
f49,653,558
f50,56,124
f51,498,329
f52,355,191
f53,350,701
f54,163,259
f55,109,203
f56,424,0
f57,301,422
f58,523,663
f59,74,509
f60,477,583
f61,94,144
f62,377,454
f63,531,130
f64,102,480
f65,262,125
f66,593,38
f67,235,320
f68,396,355
f69,378,288
f70,94,295
f71,294,566
f72,393,322
f73,646,63
f74,439,93
f75,94,208
f76,246,678
f77,143,347
f78,103,400
f79,613,544
f80,454,183
f81,339,411
f82,632,165
f83,639,681
f84,370,707
f85,600,35
f86,580,638
f87,386,268
f88,477,91
f89,247,522
f90,179,302
f91,294,248
f92,350,528
f93,600,343
f94,339,95
f95,307,608
f96,626,266
f97,74,483
f98,124,5
f99,232,432
f100,97,261
f101,245,226
f102,649,375
f103,294,239
f104,166,419
f105,56,129
f106,209,542
f107,626,164
f108,232,529
f109,189,90
f110,258,312
f111,685,396
f112,383,275
f113,577,215
f114,153,516
f115,406,526
f116,508,615
f117,331,156
f118,247,498
f119,255,665
f120,508,293
f121,676,262
f122,531,619
f123,419,289
f124,360,220
f125,240,696
f126,692,341
f127,17,280
f128,222,112
f129,5,642
f130,41,377
f131,271,437
f132,311,537
f133,56,675
f134,103,703
f135,636,650
f136,156,46
f137,609,477
f138,84,500
f139,56,391
f140,163,410
f141,166,120
f142,393,343
f143,623,504
f144,308,467
f145,577,507
f146,701,587
f147,263,183
f148,546,610
f149,51,628
f150,373,38
f151,701,420
f152,701,12
f153,324,584
f154,218,486
f155,331,249
f156,569,495
f157,356,25
f158,517,639
f159,531,675
f160,166,432
f161,531,176
f162,240,700
f163,508,230
f164,172,610
f165,316,346
f166,9,665
f167,401,402
f168,2,428
f169,153,179
f170,662,286
f171,3,483
f172,271,545
f173,695,281
f174,117,67
f175,416,13
f176,84,363
f177,567,271
f178,0,245
f179,255,614
f180,465,202
f181,669,539
f182,669,675
f183,447,301
f184,209,319
f185,241,509
f186,120,624
f187,0,305
f188,584,681
f189,370,654
f190,631,125
f191,600,185
f192,633,136
f193,524,245
f194,279,57
f195,409,452
f196,2,293
f197,669,173
f198,155,206
f199,170,55
f200,287,5
f201,356,665
f202,301,474
f203,695,135
f204,11,448
f205,386,155
f206,423,589
f207,48,374
f208,126,465
f209,0,352
f210,255,391
f211,462,59
f212,567,89
f213,508,161
f214,521,6
f215,448,669
f216,255,579
f217,488,445
f218,286,324
f219,74,631
f220,324,251
f221,692,544
f222,462,709
f223,370,647
f224,695,589
f225,149,420
f226,685,404
f227,719,587
f228,34,208
f229,281,198
f230,439,594
f231,631,577
f232,148,421
f233,534,97
f234,80,297
f235,278,359
f236,80,480
f237,38,30
f238,360,599
f239,340,547
f240,117,49
f241,120,52
f242,684,89
f243,419,264
f244,547,134
f245,517,33
f246,126,405
f247,25,325
f248,215,105
f249,554,160
f250,646,449
f251,432,682
f252,218,527
f253,655,439
f254,38,685
f255,649,362
f256,600,308
f257,585,458
f258,271,644
f259,577,602
f260,327,203
f261,41,678
f262,102,117
f263,281,150
f264,186,72
f265,309,153
f266,71,208
f267,454,649
f268,232,659
f269,314,202
f270,554,434
f271,500,662
f272,570,657
f273,453,302
f274,202,683
f275,255,380
f276,603,366
f277,393,205
f278,379,600
f279,477,486
f280,150,133
f281,692,647
f282,333,139
f283,500,660
f284,639,609
f285,623,604
f286,331,480
f287,107,399
f288,314,143
f289,488,319
f290,11,525
f291,146,672
f292,245,236
f293,455,231
f294,462,152
f295,675,612
f296,639,340
f297,130,291
f298,462,236
f299,247,401
f300,362,93
f301,355,532
f302,120,31
f303,692,92
f304,337,135
f305,408,60
f306,278,43
f307,477,115
f308,56,636
f309,10,644
f310,465,443
f311,39,53
f312,350,246
f313,585,334
f314,561,69
f315,570,135
f316,179,528
f317,442,354
f318,402,222
f319,179,108
f320,189,121
f321,284,504
f322,347,302
f323,347,483
f324,102,319
f325,396,499
f326,626,643
f327,71,630
f328,685,125
f329,51,656
f330,281,97
f331,350,613
f332,531,67
f333,655,237
f334,97,566
f335,143,494
f336,498,327
f337,156,596
f338,103,63
f339,41,71
f340,293,470
f341,719,165
f342,25,192
f343,442,16
f344,632,532
f345,402,681
f346,143,621
f347,55,663
f348,281,229
f349,186,397
f350,613,695
f351,623,545
f352,169,24
f353,309,302
f354,57,113
f355,61,112
f356,126,674
f357,125,653
f358,153,136
f359,285,223
f360,332,460
f361,419,507
f362,117,401
f363,140,228
f364,370,147
f365,189,29
f366,442,30
f367,676,429
f368,189,348
f369,287,151
f370,396,11
f371,209,158
f372,672,553
f373,500,626
f374,241,135
f375,15,614
f376,149,121
f377,354,217
f378,646,25
f379,609,152
f380,255,47
f381,521,66
f382,462,125
f383,423,570
f384,678,342
f385,147,100
f386,294,554
f387,15,361
f388,102,658
f389,232,136
f390,126,333
f391,340,559
f392,719,137
f393,547,58
f394,396,180
f395,639,245
f396,448,466
f397,143,644
f398,669,251
f399,423,126
f400,608,140
f401,554,339
f402,646,262
f403,0,635
f404,477,141
f405,189,708
f406,633,549
f407,186,51
f408,408,542
f409,232,282
f410,649,151
f411,373,565
f412,288,156
f413,678,644
f414,561,290
f415,140,172
f416,534,432
f417,442,117
f418,255,480
f419,448,253
f420,406,195
f421,347,408
f422,294,564
f423,370,203
f424,327,683
f425,631,631
f426,149,472
f427,302,363
f428,471,394
f429,232,88
f430,465,186
f431,235,238
f432,655,190
f433,217,147
f434,623,667
f435,94,383
f436,80,84
f437,71,311
f438,153,381
f439,166,335
f440,537,70
f441,350,531
f442,439,92
f443,235,126
f444,241,102
f445,439,640
f446,477,94
f447,186,97
f448,600,294
f449,408,384
f450,678,700
f451,186,590
f452,71,395
f453,442,573
f454,225,334
f455,10,119
f456,538,54
f457,97,313
f458,514,116
f459,675,464
f460,373,270
f461,539,124
f462,608,83
f463,654,585
f464,631,549
f465,350,63
f466,429,512
f467,94,644
f468,631,660
f469,448,518
f470,396,415
f471,2,195
f472,563,632
f473,601,593
f474,416,634
f475,616,466
f476,324,475
f477,692,446
f478,448,368
f479,120,419
f480,406,509
f481,186,344
f482,133,371
f483,554,36
f484,163,645
f485,677,93
f486,350,454
f487,11,328
f488,232,278
f489,81,178
f490,609,508
f491,241,244
f492,442,149
f493,409,480
