,coordinate1,coordinate2
f0,310,101
f1,245,196
f2,448,699
f3,324,768
f4,86,762
f5,314,818
f6,240,694
f7,2,533
f8,56,45
f9,140,459
f10,291,64
f11,270,338
f12,324,43
f13,301,151
f14,186,176
f15,0,469
f16,77,665
f17,370,727
f18,416,607
f19,2,502
f20,126,367
f21,25,525
f22,350,140
f23,285,60
f24,103,302
f25,393,252
f26,386,810
f27,71,265
f28,163,456
f29,71,744
f30,241,105
f31,130,419
f32,386,844
f33,163,611
f34,100,673
f35,25,52
f36,255,851
f37,301,498
f38,245,849
f39,235,807
f40,235,631
f41,61,82
f42,97,679
f43,232,359
f44,466,719
f45,270,738
f46,370,267
f47,34,393
f48,353,141
f49,301,239
f50,86,831
f51,270,376
f52,324,163
f53,455,420
f54,56,526
f55,385,812
f56,222,275
f57,103,751
f58,94,479
f59,117,143
f60,278,530
f61,429,538
f62,132,498
f63,455,299
f64,301,493
f65,201,480
f66,17,848
f67,11,712
f68,301,242
f69,187,68
f70,140,136
f71,447,695
f72,148,717
f73,383,546
f74,132,124
f75,117,287
f76,354,79
f77,356,850
f78,71,187
f79,247,461
f80,455,319
f81,439,406
f82,153,750
f83,224,395
f84,110,579
f85,25,834
f86,71,508
f87,94,625
f88,419,630
f89,17,506
f90,186,568
f91,218,632
f92,385,582
f93,447,615
f94,97,504
f95,195,244
f96,78,687
f97,347,514
f98,63,238
f99,362,510
f100,187,817
f101,51,72
f102,245,792
f103,133,359
f104,25,451
f105,201,354
f106,439,425
f107,324,600
f108,245,573
f109,310,487
f110,339,485
f111,424,611
f112,153,608
f113,33,442
f114,25,833
f115,199,206
f116,143,441
f117,126,599
f118,407,797
f119,2,234
f120,409,318
f121,271,305
f122,466,532
f123,383,226
f124,156,682
f125,439,656
f126,179,260
f127,347,824
f128,331,230
f129,324,824
f130,155,308
f131,61,225
f132,448,634
f133,163,141
f134,212,232
f135,101,532
f136,235,750
f137,78,745
f138,78,507
f139,466,248
f140,80,742
f141,117,130
f142,232,821
f143,232,449
f144,25,748
f145,293,350
f146,393,589
f147,466,861
f148,195,759
f149,109,624
f150,301,369
f151,431,808
f152,217,813
f153,386,54
f154,86,576
f155,278,495
f156,419,672
f157,255,193
f158,189,582
f159,407,140
f160,324,478
f161,324,44
f162,317,638
f163,324,277
f164,263,432
f165,309,91
f166,247,755
f167,278,677
f168,140,683
f169,209,826
f170,71,191
f171,132,42
f172,340,793
f173,393,104
f174,255,502
f175,2,604
f176,17,407
f177,163,593
f178,370,257
f179,80,608
f180,74,220
f181,94,266
f182,140,281
f183,94,352
f184,179,237
f185,25,63
f186,222,769
f187,400,586
f188,255,381
f189,370,829
f190,133,820
f191,232,325
f192,48,591
f193,416,701
f194,377,31
f195,225,69
f196,153,557
f197,370,262
f198,370,435
f199,140,485
f200,201,285
f201,147,854
f202,156,479
f203,80,643
f204,332,89
f205,263,699
f206,431,524
f207,393,57
f208,199,857
f209,308,643
f210,117,181
f211,79,745
f212,452,748
f213,235,802
f214,301,195
f215,278,621
f216,86,814
f217,97,65
f218,2,794
f219,40,309
f220,64,191
f221,224,459
f222,94,409
f223,201,501
f224,80,244
f225,466,162
f226,64,798
f227,316,249
f228,186,355
f229,406,25
f230,416,104
f231,347,349
f232,11,347
f233,74,267
f234,25,448
f235,189,593
f236,362,384
f237,17,335
f238,140,654
f239,103,527
f240,350,618
f241,291,568
f242,270,340
f243,71,500
f244,337,600
f245,393,493
f246,195,232
f247,117,814
f248,140,409
f249,28,700
f250,393,615
f251,94,250
f252,363,354
f253,63,386
f254,28,299
f255,324,572
f256,2,274
f257,255,340
f258,117,655
f259,419,674
f260,316,19
f261,94,173
f262,409,682
f263,301,361
f264,270,325
f265,155,776
f266,333,158
f267,178,551
f268,383,433
f269,176,203
f270,166,211
f271,281,655
f272,48,48
f273,10,284
f274,143,445
f275,187,539
f276,324,496
f277,347,278
f278,454,847
f279,186,840
f280,186,705
f281,263,533
f282,452,544
f283,38,658
f284,63,653
f285,439,757
f286,15,51
f287,452,534
f288,350,769
f289,232,104
f290,56,50
f291,25,558
f292,79,464
f293,416,680
f294,209,577
f295,79,265
f296,301,779
f297,245,26
f298,48,724
f299,140,679
f300,94,482
f301,347,422
f302,268,824
f303,40,676
f304,425,611
f305,209,272
f306,102,472
f307,100,510
f308,291,380
f309,327,754
f310,350,634
f311,143,17
f312,466,191
f313,393,494
f314,2,329
f315,32,714
f316,63,388
f317,0,217
f318,210,704
f319,2,265
f320,245,580
f321,224,97
f322,316,149
f323,176,220
f324,264,97
f325,209,195
f326,103,682
f327,48,487
f328,51,84
f329,301,485
f330,350,122
f331,97,711
f332,40,678
f333,425,663
f334,439,709
f335,48,193
f336,363,668
f337,331,38
f338,409,359
f339,48,539
f340,102,37
f341,447,529
f342,2,855
f343,448,331
f344,140,376
f345,264,843
f346,383,593
f347,424,542
f348,117,405
f349,94,667
f350,94,264
f351,339,286
f352,87,617
f353,130,762
f354,179,670
f355,140,253
f356,209,365
f357,370,851
f358,84,759
f359,55,61
f360,424,649
f361,393,528
f362,61,6
f363,17,766
f364,57,244
f365,409,260
f366,370,664
f367,425,539
f368,294,812
f369,235,866
f370,163,404
f371,95,350
f372,233,263
f373,370,666
f374,385,571
f375,324,480
f376,148,230
f377,149,599
f378,103,280
f379,103,686
f380,209,263
f381,40,125
f382,235,530
f383,347,588
f384,385,569
f385,25,338
f386,278,525
f387,117,679
f388,143,709
f389,78,309
f390,255,81
f391,264,644
f392,80,503
f393,143,858
f394,2,111
f395,439,571
f396,218,420
f397,271,192
f398,133,525
f399,350,523
f400,287,440
f401,33,518
f402,15,39
f403,58,857
f404,25,286
f405,140,238
f406,109,6
f407,132,183
f408,287,823
f409,235,698
f410,278,493
f411,270,368
f412,301,714
f413,235,648
f414,156,587
f415,232,722
f416,383,700
f417,416,602
f418,416,496
f419,406,632
f420,140,251
f421,186,317
f422,354,27
f423,466,116
f424,102,659
f425,446,50
f426,393,726
f427,34,239
f428,439,858
f429,466,752
f430,2,719
f431,316,78
f432,235,841
f433,278,353
f434,409,738
f435,25,113
f436,400,755
f437,235,700
f438,406,641
f439,94,265
f440,26,836
f441,209,168
f442,264,47
f443,314,744
f444,301,191
f445,232,502
f446,103,283
f447,247,358
f448,32,263
f449,94,736
f450,429,619
f451,287,33
f452,130,117
f453,9,724
f454,393,562
f455,350,535
f456,109,250
f457,186,336
f458,5,307
f459,241,108
f460,9,84
f461,446,78
f462,466,32
f463,48,360
f464,232,49
f465,57,94
f466,179,575
f467,278,236
f468,423,75
f469,94,375
f470,255,70
f471,393,684
f472,117,224
f473,255,496
f474,40,467
f475,316,70
f476,370,166
f477,340,71
f478,255,776
f479,71,505
f480,261,866
f481,51,329
f482,455,517
f483,224,293
f484,149,130
f485,170,223
f486,222,832
f487,466,453
f488,347,114
f489,429,189
f490,218,854
f491,232,680
f492,71,144
f493,466,626
f494,301,521
f495,163,588
f496,25,533
f497,97,687
f498,117,748
f499,235,776
f500,416,506
f501,2,67
f502,466,119
f503,347,821
f504,269,851
f505,123,222
f506,347,556
f507,301,88
f508,34,757
f509,187,112
f510,347,799
f511,153,819
f512,28,327
f513,48,808
f514,148,612
f515,429,641
f516,314,591
f517,56,73
f518,178,177
f519,218,446
f520,385,262
f521,431,785
f522,325,451
f523,222,620
f524,86,339
f525,379,395
f526,362,543
f527,347,11
f528,347,767
f529,324,320
f530,466,712
f531,48,72
f532,258,49
f533,18,597
f534,348,307
f535,339,454
f536,466,653
f537,71,772
f538,26,378
f539,233,485
f540,186,228
f541,419,289
f542,17,414
f543,94,585
f544,247,276
f545,140,368
f546,25,797
f547,217,619
f548,84,306
f549,133,479
f550,186,493
f551,179,552
f552,163,599
f553,347,788
f554,71,383
f555,393,363
f556,97,212
f557,54,662
f558,416,310
f559,350,644
f560,118,398
f561,48,414
f562,209,127
f563,324,150
f564,247,297
f565,51,748
f566,466,656
f567,225,119
f568,120,666
f569,466,579
f570,186,662
f571,350,134
f572,2,692
f573,71,312
f574,40,796
f575,51,716
f576,56,510
f577,179,734
f578,94,848
f579,271,290
f580,193,196
f581,360,735
f582,146,146
f583,140,266
f584,100,22
f585,333,535
f586,110,272
f587,64,625
f588,310,225
f589,117,220
f590,209,320
f591,314,742
f592,186,667
f593,425,781
f594,347,693
f595,201,769
f596,278,101
f597,304,649
f598,140,600
f599,264,778
f600,140,776
f601,245,9
f602,2,298
f603,393,675
f604,393,274
f605,291,399
f606,325,493
f607,278,43
f608,140,225
f609,25,311
f610,130,566
f611,235,816
f612,447,653
f613,255,108
f614,2,790
f615,347,51
f616,301,754
f617,117,684
f618,363,99
f619,248,28
f620,327,21
f621,416,495
f622,48,845
f623,71,444
f624,294,595
f625,63,718
f626,452,866
f627,57,694
f628,218,328
f629,416,501
f630,2,242
f631,48,706
f632,28,519
f633,74,34
f634,466,605
f635,232,675
f636,245,854
f637,240,87
f638,324,577
f639,10,76
f640,287,545
f641,103,238
f642,2,280
f643,11,495
f644,281,660
f645,291,633
f646,268,499
f647,187,681
f648,195,747
f649,402,301
f650,100,688
f651,393,367
f652,370,450
f653,439,826
f654,241,529
f655,347,671
f656,350,616
f657,258,87
f658,448,658
f659,130,176
f660,239,111
f661,189,159
f662,255,424
f663,186,286
f664,466,610
f665,363,702
f666,155,663
f667,350,521
f668,258,781
f669,431,438
f670,143,555
f671,178,733
f672,209,379
f673,301,705
f674,439,254
f675,38,15
f676,102,238
f677,57,228
f678,117,524
f679,241,771
f680,84,264
f681,324,779
f682,107,701
f683,393,316
f684,163,280
f685,347,75
f686,317,219
f687,178,320
f688,153,174
f689,245,436
f690,34,34
f691,419,660
f692,446,809
f693,347,528
f694,86,373
f695,255,296
f696,143,720
f697,304,405
f698,187,773
f699,232,62
f700,130,707
f701,186,406
f702,10,658
f703,317,789
f704,9,249
f705,222,828
f706,383,739
f707,350,159
f708,140,264
f709,71,372
f710,247,388
f711,350,547
f712,416,678
f713,222,798
f714,80,232
f715,301,243
f716,153,707
f717,117,516
f718,232,358
f719,301,36
f720,316,17
f721,347,226
f722,373,35
f723,97,278
f724,393,293
f725,186,453
f726,199,599
f727,224,466
f728,466,16
f729,218,784
f730,432,247
f731,278,782
f732,189,445
f733,449,835
f734,324,514
f735,77,37
f736,264,200
f737,278,23
f738,77,442
f739,94,533
f740,263,750
f741,268,542
f742,48,476
f743,301,637
f744,258,79
f745,195,175
f746,301,314
f747,363,314
f748,258,85
f749,466,239
f750,416,788
f751,255,235
f752,284,25
f753,186,559
f754,337,675
f755,247,318
f756,466,260
f757,61,234
f758,402,848
f759,186,760
f760,232,500
f761,209,175
f762,370,38
f763,201,104
f764,222,277
f765,71,72
f766,370,244
f767,186,81
f768,224,319
f769,10,742
f770,466,816
f771,149,175
f772,324,357
f773,218,152
f774,271,413
f775,416,782
f776,255,458
f777,339,126
f778,33,74
f779,466,683
f780,447,607
f781,278,701
f782,51,738
f783,324,127
f784,393,478
f785,270,310
f786,347,674
f787,270,165
f788,33,471
f789,232,794
f790,466,804
f791,377,698
f792,317,350
f793,360,613
f794,97,853
f795,5,204
f796,0,379
f797,327,752
f798,337,229
f799,363,434
f800,370,820
f801,232,196
f802,80,37
f803,439,500
f804,9,187
f805,74,686
f806,402,857
f807,429,602
f808,448,548
f809,61,277
f810,268,755
f811,235,796
f812,209,688
f813,103,100
f814,18,603
f815,57,715
f816,218,468
f817,270,175
f818,263,68
f819,416,712
f820,452,674
f821,439,610
f822,0,343
f823,126,104
f824,33,473
f825,304,103
f826,130,622
f827,186,65
f828,291,416
f829,432,494
f830,316,295
f831,81,756
f832,186,476
f833,466,240
f834,140,252
f835,186,196
f836,291,782
f837,186,51
f838,130,13
f839,466,463
f840,127,238
f841,78,62
f842,370,483
f843,186,497
f844,117,383
f845,340,494
f846,77,27
f847,0,397
f848,48,685
f849,452,709
f850,393,336
f851,232,505
f852,86,599
f853,103,633
f854,215,177
f855,38,713
f856,189,241
f857,241,27
f858,224,349
f859,448,325
f860,324,814
f861,2,521
f862,201,745
f863,350,170
f864,87,600
f865,101,467
f866,370,402
f867,51,306
f868,33,284
f869,2,170
f870,347,743
f871,393,251
f872,51,709
f873,146,225
f874,126,209
f875,373,593
f876,385,458
f877,301,172
f878,103,644
f879,125,235
f880,424,629
f881,103,314
f882,406,646
f883,55,519
f884,40,312
f885,383,388
