,coordinate1,coordinate2
f0,294,45
f1,662,86
f2,393,128
f3,143,92
f4,501,299
f5,608,14
f6,347,26
f7,448,244
f8,150,154
f9,363,187
f10,432,114
f11,2,345
f12,110,163
f13,350,54
f14,724,378
f15,770,12
f16,416,319
f17,120,233
f18,363,197
f19,777,225
f20,171,66
f21,31,322
f22,577,24
f23,31,178
f24,649,380
f25,632,186
f26,149,382
f27,110,83
f28,354,305
f29,419,330
f30,564,85
f31,524,248
f32,580,202
f33,685,243
f34,386,277
f35,331,88
f36,695,74
f37,281,85
f38,401,96
f39,626,303
f40,562,343
f41,416,239
f42,80,103
f43,521,53
f44,218,140
f45,87,118
f46,120,214
f47,814,296
f48,133,31
f49,833,166
f50,202,301
f51,426,17
f52,632,172
f53,125,49
f54,753,200
f55,149,45
f56,41,31
f57,462,222
f58,239,283
f59,378,364
f60,891,84
f61,569,249
f62,814,134
f63,592,44
f64,884,67
f65,97,150
f66,557,89
f67,147,129
f68,186,154
f69,746,152
f70,746,353
f71,695,298
f72,32,129
f73,363,69
f74,363,200
f75,377,178
f76,508,177
f77,517,188
f78,258,256
f79,699,174
f80,232,30
f81,310,137
f82,631,22
f83,255,36
f84,409,115
f85,314,306
f86,810,192
f87,613,133
f88,9,73
f89,623,51
f90,494,187
f91,846,201
f92,700,123
f93,747,89
f94,853,84
f95,308,106
f96,869,342
f97,224,70
f98,738,370
f99,350,32
f100,603,71
f101,569,251
f102,179,346
f103,522,106
f104,652,140
f105,478,327
f106,317,140
f107,31,354
f108,585,188
f109,477,6
f110,470,76
f111,337,386
f112,837,16
f113,471,57
f114,577,317
f115,447,335
f116,264,209
f117,615,161
f118,386,335
f119,702,110
f120,738,60
f121,309,226
f122,768,110
f123,570,317
f124,892,363
f125,51,150
f126,889,25
f127,810,61
f128,636,161
f129,216,320
f130,562,51
f131,120,45
f132,547,238
f133,478,173
f134,140,358
f135,682,60
f136,81,346
f137,471,233
f138,649,17
f139,609,221
f140,445,135
f141,5,101
f142,776,84
f143,557,108
f144,331,103
f145,883,52
f146,356,102
f147,239,122
f148,101,43
f149,631,216
f150,143,28
f151,862,107
f152,125,116
f153,563,377
f154,212,376
f155,807,242
f156,71,15
f157,32,74
f158,379,303
f159,212,268
f160,754,163
f161,11,55
f162,654,277
f163,790,271
f164,692,315
f165,432,129
f166,316,38
f167,544,40
f168,265,62
f169,465,243
f170,623,222
f171,172,77
f172,652,86
f173,239,118
f174,469,189
f175,623,269
f176,655,344
f177,723,73
f178,58,85
f179,87,56
f180,746,158
f181,554,262
f182,401,60
f183,623,20
f184,363,225
f185,793,131
f186,360,341
f187,179,114
f188,534,94
f189,117,385
f190,179,317
f191,265,252
f192,721,377
f193,445,288
f194,561,317
f195,672,277
f196,25,348
f197,500,24
f198,609,179
f199,400,109
f200,547,260
f201,787,298
f202,820,25
f203,64,363
f204,632,143
f205,800,96
f206,639,301
f207,324,292
f208,820,152
f209,147,53
f210,807,39
f211,219,100
f212,396,109
f213,288,246
f214,534,363
f215,455,232
f216,654,121
f217,32,306
f218,662,212
f219,722,119
f220,107,42
f221,861,263
f222,853,216
f223,470,186
f224,746,267
f225,15,20
f226,540,159
f227,107,217
f228,360,366
f229,682,73
f230,860,323
f231,64,60
f232,100,106
f233,245,28
f234,432,189
f235,705,78
f236,179,332
f237,409,55
f238,133,242
f239,340,363
f240,580,283
f241,176,19
f242,787,181
f243,584,246
f244,603,312
f245,123,229
f246,327,131
f247,610,163
f248,695,217
f249,629,369
f250,79,128
f251,126,190
f252,632,95
f253,639,26
f254,281,32
f255,255,310
f256,166,332
f257,776,137
f258,294,223
f259,212,225
f260,331,245
f261,117,335
f262,884,357
f263,291,142
f264,406,275
f265,216,179
f266,186,226
f267,570,87
f268,731,279
f269,15,296
f270,731,175
f271,101,175
f272,746,249
f273,708,313
f274,363,238
f275,148,216
f276,718,77
f277,248,66
f278,754,377
f279,149,281
f280,286,292
f281,669,38
f282,797,261
f283,38,378
f284,475,254
f285,586,384
f286,281,374
f287,715,171
f288,608,72
f289,777,77
f290,324,163
f291,539,77
f292,455,280
f293,764,23
f294,892,263
f295,768,163
f296,632,315
f297,309,136
f298,462,311
f299,741,117
f300,192,259
f301,150,330
f302,310,245
f303,396,214
f304,577,362
f305,470,20
f306,607,17
f307,209,272
f308,649,330
f309,692,69
f310,120,364
f311,429,369
f312,861,46
f313,426,153
f314,309,303
f315,126,229
f316,77,136
f317,271,205
f318,127,42
f319,340,319
f320,393,198
f321,593,252
f322,148,94
f323,130,143
f324,784,198
f325,846,167
f326,363,223
f327,419,328
f328,317,149
f329,748,77
f330,18,146
f331,761,183
f332,539,64
f333,281,254
f334,402,355
f335,176,156
f336,609,145
f337,787,33
f338,485,51
f339,423,373
f340,715,251
f341,892,325
f342,603,42
f343,120,14
f344,247,341
f345,87,283
f346,494,204
f347,240,75
f348,232,52
f349,396,343
f350,770,363
f351,488,370
f352,355,55
f353,403,194
f354,202,51
f355,632,102
f356,103,100
f357,133,164
f358,747,292
f359,677,359
f360,327,288
f361,189,167
f362,133,32
f363,268,283
f364,179,90
f365,586,215
f366,586,80
f367,544,78
f368,770,54
f369,103,301
f370,87,37
f371,107,148
f372,240,313
f373,38,108
f374,761,104
f375,478,251
f376,373,22
f377,557,14
f378,18,322
f379,692,333
f380,416,208
f381,58,68
f382,607,309
f383,378,180
f384,646,181
f385,823,297
f386,81,105
f387,770,197
f388,178,101
f389,609,104
f390,839,300
f391,718,252
f392,774,193
f393,769,246
f394,240,354
f395,508,299
f396,787,16
f397,94,98
f398,166,265
f399,301,258
f400,156,379
f401,401,161
f402,51,117
f403,692,279
f404,294,239
f405,889,349
f406,393,351
f407,171,29
f408,590,330
f409,662,247
f410,333,103
f411,838,49
f412,347,233
f413,626,198
f414,80,105
f415,171,348
f416,501,290
f417,633,82
f418,511,321
f419,64,285
f420,423,187
f421,516,269
f422,700,184
f423,378,321
f424,385,150
f425,87,44
f426,569,159
f427,222,64
f428,294,307
f429,538,274
f430,678,278
f431,332,109
f432,577,377
f433,787,130
f434,327,371
f435,514,227
f436,632,210
f437,586,206
f438,163,338
f439,324,151
f440,373,47
f441,547,311
f442,55,41
f443,103,330
f444,562,264
f445,446,187
f446,347,103
f447,721,224
f448,470,178
f449,577,160
f450,81,321
f451,879,317
f452,239,194
f453,516,251
f454,883,44
f455,701,380
f456,166,191
f457,774,0
f458,10,185
f459,393,36
f460,31,154
f461,889,173
f462,600,85
f463,797,316
f464,508,254
f465,262,257
f466,314,219
f467,281,353
f468,248,347
f469,770,296
f470,380,289
f471,218,115
f472,386,96
f473,638,164
f474,209,238
f475,179,321
f476,447,268
f477,209,220
f478,308,308
f479,166,284
f480,885,327
f481,100,83
f482,475,66
f483,130,120
f484,54,146
f485,194,88
f486,239,257
f487,258,340
f488,498,366
f489,94,231
f490,692,116
f491,879,356
f492,859,320
f493,363,337
f494,370,300
f495,603,190
f496,603,374
f497,100,281
f498,396,383
f499,609,61
f500,540,233
f501,723,241
f502,143,151
f503,51,7
f504,446,374
f505,792,136
f506,252,0
f507,193,51
f508,708,156
f509,432,38
f510,354,161
f511,885,147
f512,656,80
f513,294,39
f514,156,269
f515,649,120
f516,692,16
f517,649,84
f518,80,374
f519,64,321
f520,639,280
f521,585,309
f522,823,159
f523,241,126
f524,332,284
f525,580,199
f526,554,250
f527,179,110
f528,79,119
f529,889,286
f530,363,332
f531,613,50
f532,554,269
f533,511,365
f534,402,126
f535,241,302
f536,488,111
f537,357,241
f538,708,285
f539,586,132
f540,586,92
f541,609,251
f542,333,197
f543,465,19
f544,173,359
f545,5,287
f546,669,265
f547,235,112
f548,452,183
f549,679,221
f550,807,149
f551,728,156
f552,885,348
f553,202,271
f554,261,38
f555,310,147
f556,515,150
f557,195,350
f558,580,151
f559,357,268
f560,212,332
f561,587,246
f562,586,163
f563,419,29
f564,501,320
f565,700,296
f566,401,306
f567,524,334
f568,337,375
f569,232,212
f570,655,141
f571,5,305
f572,125,98
f573,791,78
f574,623,289
f575,176,140
f576,347,336
f577,377,188
f578,833,55
f579,202,92
f580,193,188
f581,146,302
f582,373,359
f583,150,158
f584,586,134
f585,18,43
f586,235,241
f587,702,376
f588,493,221
f589,212,192
f590,861,331
f591,110,128
f592,294,202
f593,225,186
f594,511,47
f595,600,156
f596,494,354
f597,669,249
f598,18,77
f599,31,135
f600,866,106
f601,498,272
f602,133,151
f603,286,30
f604,363,201
f605,217,153
f606,278,49
f607,562,317
f608,350,103
f609,632,134
f610,308,187
f611,814,285
f612,547,136
f613,446,268
f614,271,371
f615,699,264
f616,656,117
f617,179,365
f618,425,105
f619,534,65
f620,516,194
f621,80,92
f622,169,185
f623,409,120
f624,294,257
f625,241,148
f626,80,122
f627,327,388
f628,517,305
f629,747,259
f630,654,41
f631,478,292
f632,304,183
f633,554,177
f634,179,113
f635,823,276
f636,517,236
f637,815,353
f638,239,140
f639,271,113
f640,232,386
f641,5,375
f642,534,315
f643,539,221
f644,465,334
f645,531,315
f646,97,179
f647,839,381
f648,587,113
f649,593,348
f650,636,23
f651,268,237
f652,378,207
f653,285,25
f654,241,82
f655,56,68
f656,494,292
f657,699,123
f658,799,206
f659,33,21
f660,465,35
f661,631,177
f662,149,223
f663,340,337
f664,90,0
f665,777,254
f666,202,38
f667,386,139
f668,310,160
f669,258,29
f670,18,160
f671,110,269
f672,839,23
f673,800,100
f674,534,135
f675,38,51
f676,314,333
f677,724,184
f678,209,269
f679,807,122
f680,747,5
f681,330,230
f682,33,67
f683,518,79
f684,442,236
f685,577,186
f686,94,371
f687,777,81
f688,18,85
f689,262,281
f690,202,86
f691,232,152
f692,561,34
f693,308,160
f694,77,91
f695,56,334
f696,678,313
f697,126,305
f698,402,332
f699,102,157
f700,816,296
f701,538,156
f702,278,99
f703,347,236
f704,356,120
f705,148,230
f706,626,181
f707,409,60
f708,492,174
f709,288,0
f710,18,113
f711,202,242
f712,820,247
f713,199,123
f714,71,24
f715,156,66
f716,393,346
f717,74,242
f718,194,163
f719,163,300
f720,623,298
f721,813,357
f722,232,150
f723,738,239
f724,860,126
f725,80,58
f726,294,347
f727,554,249
f728,792,342
f729,270,88
f730,278,140
f731,862,137
f732,442,196
f733,409,310
f734,695,33
f735,87,124
f736,124,73
f737,810,312
f738,836,22
f739,33,258
f740,360,0
f741,632,50
f742,193,147
f743,401,71
f744,462,23
f745,171,242
f746,810,77
f747,649,300
f748,544,171
f749,94,261
f750,488,143
f751,281,65
f752,100,165
f753,130,114
f754,248,63
f755,632,325
f756,301,39
f757,140,177
f758,149,354
f759,97,213
f760,517,345
f761,189,155
f762,833,161
f763,64,276
f764,623,186
f765,166,173
f766,288,301
f767,87,132
f768,718,242
f769,793,114
f770,810,29
f771,534,359
f772,585,200
f773,331,359
f774,406,108
f775,156,218
f776,264,18
f777,109,337
f778,692,130
f779,287,30
f780,153,320
f781,86,352
f782,633,78
f783,853,126
f784,102,74
f785,218,33
f786,833,36
f787,288,42
f788,884,359
f789,860,364
f790,212,380
f791,140,259
f792,741,248
f793,377,344
f794,863,341
f795,715,361
