,coordinate1,coordinate2
c0,241,352
c1,442,199
c2,11,261
c3,655,311
c4,511,193
c5,741,310
c6,860,55
c7,87,134
c8,839,286
c9,724,343
c10,217,95
c11,107,145
c12,402,186
c13,332,245
c14,547,254
c15,209,226
c16,97,126
c17,64,164
c18,78,128
c19,508,247
c20,853,89
c21,172,5
c22,692,174
c23,409,161
c24,156,53
c25,724,119
c26,370,71
c27,55,236
c28,701,273
c29,823,280
c30,271,52
c31,80,71
c32,217,82
c33,672,154
c34,672,127
c35,287,124
c36,472,132
c37,793,36
c38,225,365
c39,293,377
c40,676,176
c41,455,249
c42,447,62
c43,478,73
c44,239,30
c45,194,318
c46,56,277
c47,682,167
c48,698,311
c49,442,55
c50,892,155
c51,156,220
c52,58,36
c53,353,167
c54,839,289
c55,263,260
c56,33,210
c57,600,123
c58,425,177
c59,331,321
c60,593,189
c61,179,151
c62,127,307
c63,876,345
c64,623,77
c65,800,156
c66,179,253
c67,102,350
c68,156,267
c69,449,144
c70,838,197
c71,103,208
c72,886,241
c73,308,136
c74,705,241
c75,547,326
c76,79,246
c77,478,164
c78,370,58
c79,429,289
c80,531,125
c81,339,269
c82,241,354
c83,448,62
c84,669,139
c85,120,270
c86,814,258
c87,685,26
c88,238,280
c89,677,323
c90,261,109
c91,38,112
c92,515,376
c93,408,210
c94,155,291
c95,792,141
c96,884,277
c97,294,168
c98,117,86
c99,209,263
c100,337,26
c101,314,14
c102,386,361
c103,393,260
c104,393,38
c105,764,286
c106,218,363
c107,787,42
c108,278,196
c109,471,339
c110,110,325
c111,192,337
c112,110,248
c113,57,357
c114,515,305
c115,563,309
c116,406,259
c117,55,239
c118,34,345
c119,87,327
c120,383,235
c121,189,40
c122,862,354
c123,241,307
c124,799,111
c125,639,141
c126,419,83
c127,103,265
c128,218,173
c129,218,40
c130,669,255
c131,314,255
c132,751,99
c133,787,291
c134,866,334
c135,332,88
c136,377,203
c137,103,149
c138,883,163
c139,662,59
c140,815,143
c141,488,51
c142,146,265
c143,271,40
c144,347,253
c145,860,213
c146,264,343
c147,685,207
c148,515,156
c149,866,340
c150,494,174
c151,350,300
c152,678,204
c153,738,225
c154,677,325
c155,363,114
c156,64,255
c157,172,64
c158,531,40
c159,669,247
c160,419,373
c161,393,382
c162,669,129
c163,314,33
c164,586,141
c165,340,311
c166,71,276
c167,189,110
c168,146,105
c169,699,284
c170,478,91
c171,585,83
c172,225,330
c173,171,64
c174,655,329
c175,820,249
c176,77,48
c177,218,65
c178,28,101
c179,570,259
c180,186,223
c181,17,93
c182,498,49
c183,659,148
c184,311,130
c185,577,106
c186,747,246
c187,609,41
c188,800,346
c189,867,304
c190,170,263
c191,784,50
c192,109,154
c193,179,193
c194,35,94
c195,307,262
c196,477,367
c197,649,368
c198,708,35
c199,470,277
c200,646,354
c201,744,83
c202,209,254
c203,287,36
c204,87,90
c205,209,93
c206,587,279
c207,616,208
c208,258,131
c209,616,225
c210,324,39
c211,406,364
c212,33,61
c213,446,221
c214,120,293
c215,470,209
c216,577,29
c217,830,147
c218,814,123
c219,78,365
c220,669,335
c221,217,310
c222,64,260
c223,718,114
c224,531,141
c225,268,312
c226,685,329
c227,225,350
c228,516,197
c229,603,11
c230,310,49
c231,761,131
c232,501,264
c233,685,316
c234,143,176
c235,629,355
c236,630,369
c237,445,210
c238,11,384
c239,823,348
c240,876,180
c241,333,132
c242,218,143
c243,846,55
c244,701,114
c245,87,126
c246,609,192
c247,876,378
c248,314,204
c249,649,257
c250,715,71
c251,179,150
c252,357,66
c253,406,343
c254,751,316
c255,324,50
c256,332,209
c257,626,27
c258,301,33
c259,324,0
c260,590,358
c261,882,326
c262,439,294
c263,488,20
c264,723,68
c265,396,335
c266,314,8
c267,301,237
c268,419,126
c269,839,349
c270,120,114
c271,117,204
c272,34,256
c273,287,172
c274,816,197
c275,77,181
c276,569,160
c277,218,282
c278,534,51
c279,379,180
c280,212,96
c281,34,69
c282,761,154
c283,817,353
c284,793,233
c285,386,315
c286,455,276
c287,540,190
c288,446,343
c289,534,37
c290,639,174
c291,747,158
c292,310,184
c293,731,320
c294,728,50
c295,32,342
c296,265,362
c297,196,22
c298,508,160
c299,465,195
c300,800,189
c301,446,73
c302,761,72
c303,262,25
c304,603,193
c305,554,59
c306,196,36
c307,800,267
c308,363,361
c309,425,47
c310,393,364
c311,603,285
c312,332,227
c313,103,33
c314,465,348
c315,386,246
c316,15,287
c317,217,131
c318,636,241
c319,304,204
c320,424,277
c321,163,43
c322,278,67
c323,662,118
c324,402,172
c325,856,134
c326,792,359
c327,748,158
c328,170,242
c329,675,82
c330,284,101
c331,843,50
c332,830,278
c333,718,340
c334,219,377
c335,447,150
c336,846,217
c337,57,261
c338,166,8
c339,787,293
c340,51,26
c341,577,107
c342,731,162
c343,356,383
c344,25,284
c345,334,172
c346,271,354
c347,193,337
c348,707,15
c349,166,76
c350,102,66
c351,455,79
c352,110,329
c353,87,369
c354,655,278
c355,225,360
c356,271,368
c357,791,92
c358,695,173
c359,64,28
c360,402,98
c361,201,180
c362,379,298
c363,823,158
c364,120,11
c365,219,24
c366,304,266
c367,462,159
c368,201,183
c369,103,221
c370,728,247
c371,192,265
c372,654,80
c373,862,105
c374,193,69
c375,471,132
c376,189,217
c377,179,347
c378,41,278
c379,262,82
c380,355,125
c381,310,308
c382,738,263
c383,534,81
c384,639,237
c385,416,296
c386,57,41
c387,577,32
c388,130,364
c389,600,248
c390,166,70
c391,608,273
c392,807,255
c393,262,320
c394,885,30
c395,192,88
c396,521,379
c397,741,332
c398,606,23
c399,202,302
c400,662,151
c401,885,175
c402,585,95
c403,419,388
c404,439,283
c405,10,197
c406,511,175
c407,770,170
c408,884,24
c409,692,124
c410,286,227
c411,35,35
c412,748,130
c413,171,80
c414,310,126
c415,478,336
c416,869,69
c417,149,62
c418,562,309
c419,179,240
c420,636,105
c421,787,169
c422,51,234
c423,682,127
c424,708,292
c425,692,236
c426,5,238
c427,631,385
c428,655,128
c429,38,147
c430,104,267
c431,500,248
c432,676,24
c433,48,371
c434,807,252
c435,268,337
c436,370,149
c437,416,92
c438,41,250
c439,577,82
c440,721,68
c441,284,107
c442,148,357
c443,409,329
c444,761,268
c445,217,122
c446,744,38
c447,508,161
c448,281,342
c449,156,233
c450,35,74
c451,455,83
c452,217,362
c453,285,33
c454,156,142
c455,271,39
c456,837,153
c457,102,98
c458,186,163
c459,377,259
c460,776,85
c461,370,10
c462,401,282
c463,869,154
c464,74,261
c465,764,147
c466,271,297
c467,678,212
c468,631,300
c469,195,158
c470,34,316
c471,448,162
c472,846,346
c473,179,348
c474,217,198
c475,263,31
c476,462,99
c477,202,240
c478,170,310
c479,172,69
c480,202,231
c481,468,336
c482,125,324
c483,445,276
c484,692,121
c485,193,230
c486,347,261
c487,815,55
c488,882,36
c489,517,253
c490,799,198
c491,715,45
c492,730,145
c493,846,261
c494,800,304
c495,494,252
c496,8,142
c497,241,56
c498,544,188
c499,209,260
c500,792,14
c501,810,315
c502,57,99
c503,317,179
c504,176,13
c505,57,34
c506,593,131
c507,110,263
c508,235,243
c509,156,156
c510,370,307
c511,339,268
c512,163,0
c513,202,46
c514,784,55
c515,761,275
c516,869,253
c517,455,241
c518,317,131
c519,707,40
c520,51,176
c521,883,175
c522,393,52
c523,379,237
c524,78,340
c525,700,134
c526,813,117
c527,531,348
c528,794,166
c529,862,361
c530,377,265
c531,754,159
c532,649,132
c533,32,253
c534,600,293
c535,498,339
c536,393,371
c537,702,98
c538,373,241
c539,584,203
c540,125,140
c541,538,137
c542,632,36
c543,232,236
c544,35,212
c545,147,183
c546,110,30
c547,363,220
c548,838,124
c549,856,13
c550,764,236
c551,631,340
c552,707,144
c553,426,105
c554,580,382
c555,892,261
c556,271,58
c557,853,268
c558,28,167
c559,585,197
c560,787,104
c561,701,157
c562,11,271
c563,731,267
c564,468,264
c565,194,302
c566,396,173
c567,538,159
c568,179,123
c569,699,337
c570,593,259
c571,613,135
c572,235,366
c573,656,32
c574,685,216
c575,607,163
c576,521,277
c577,258,300
c578,245,344
c579,836,111
c580,286,22
c581,563,65
c582,631,258
c583,235,87
c584,731,236
c585,593,293
c586,478,249
c587,133,337
c588,879,347
c589,55,68
c590,195,197
c591,18,86
c592,700,214
c593,861,53
c594,534,193
c595,807,183
c596,540,338
c597,309,49
c598,699,214
c599,380,237
c600,416,289
c601,791,27
c602,425,135
c603,33,163
c604,416,36
c605,761,97
c606,465,326
c607,102,10
c608,133,239
c609,623,123
c610,212,152
c611,406,207
c612,723,90
c613,659,29
c614,264,228
c615,669,269
c616,301,306
c617,784,247
c618,685,294
c619,889,203
c620,495,302
c621,316,124
c622,310,42
c623,866,21
c624,586,110
c625,149,387
c626,419,229
c627,718,284
c628,764,52
c629,883,252
c630,741,343
c631,179,124
c632,448,142
c633,853,234
c634,209,85
c635,102,147
c636,777,146
c637,38,346
c638,11,357
c639,840,16
c640,32,212
c641,224,343
c642,616,275
c643,662,153
c644,557,205
c645,676,211
c646,332,313
c647,333,237
c648,609,325
c649,738,146
c650,837,22
c651,700,18
c652,685,102
c653,746,164
c654,376,182
c655,307,120
c656,87,280
c657,311,70
c658,263,209
c659,445,155
c660,653,93
c661,761,85
c662,639,374
c663,94,118
c664,731,114
c665,264,338
c666,332,36
c667,432,109
c668,324,26
c669,593,231
c670,557,133
c671,172,98
c672,724,323
c673,271,156
c674,630,233
c675,423,370
c676,133,25
c677,452,154
c678,846,116
c679,508,310
c680,48,119
c681,416,29
c682,79,155
c683,498,364
c684,448,5
c685,314,191
c686,186,283
c687,262,260
c688,232,13
c689,746,262
c690,55,331
c691,34,229
c692,240,234
c693,885,209
c694,209,73
c695,544,363
c696,746,83
c697,416,12
c698,608,322
c699,836,273
c700,585,92
c701,179,226
c702,885,289
c703,540,64
c704,32,242
c705,278,131
c706,78,310
c707,608,199
c708,442,351
c709,718,170
c710,446,119
c711,432,364
c712,41,214
c713,603,144
c714,815,357
c715,862,20
c716,56,52
c717,209,387
c718,649,90
c719,370,102
c720,143,153
c721,94,313
c722,632,132
