,coordinate1,coordinate2
f0,31,82
f1,2,140
f2,117,88
f3,124,188
f4,78,97
f5,25,140
f6,140,249
f7,71,16
f8,140,177
f9,78,85
f10,130,19
f11,10,96
f12,155,158
f13,127,137
f14,34,72
f15,140,54
f16,71,103
f17,125,191
f18,34,249
f19,120,187
f20,48,230
f21,117,98
f22,130,163
f23,124,232
f24,25,222
f25,5,26
f26,94,139
f27,72,177
f28,38,99
f29,5,218
f30,15,218
f31,2,230
f32,84,88
f33,107,169
f34,38,45
f35,2,102
f36,0,107
f37,97,104
f38,97,27
f39,10,24
f40,11,105
f41,117,184
f42,120,55
f43,41,87
f44,48,236
f45,16,186
f46,84,6
f47,41,108
f48,124,181
f49,33,13
f50,11,102
f51,140,100
f52,48,97
f53,126,35
f54,94,165
f55,5,126
f56,118,205
f57,63,93
f58,97,157
f59,155,152
f60,149,216
f61,17,94
f62,28,158
f63,97,64
f64,78,171
f65,51,20
f66,86,180
f67,94,118
f68,28,66
f69,94,119
f70,71,139
f71,40,113
f72,155,60
f73,110,22
f74,148,172
f75,124,191
f76,79,79
f77,86,192
f78,15,193
f79,10,112
f80,55,23
f81,11,170
f82,124,137
f83,117,213
f84,120,174
f85,126,168
f86,97,159
f87,86,213
f88,33,72
f89,5,179
f90,94,175
f91,74,95
f92,86,225
f93,86,211
f94,10,180
f95,2,239
f96,120,80
f97,61,168
f98,34,136
f99,9,114
f100,125,189
f101,51,168
f102,97,56
f103,110,196
f104,117,135
f105,130,24
f106,5,22
f107,28,46
f108,149,207
f109,124,84
f110,63,106
f111,71,225
f112,71,131
f113,140,163
f114,25,105
f115,51,68
f116,28,33
f117,0,227
f118,48,98
f119,18,160
f120,2,231
f121,2,105
f122,97,251
f123,110,81
f124,125,168
f125,133,166
f126,74,24
f127,74,81
f128,120,21
f129,130,185
f130,132,250
f131,18,169
f132,61,50
f133,141,57
f134,100,65
f135,28,80
f136,18,153
f137,2,225
f138,74,127
f139,159,176
f140,49,109
f141,125,164
f142,31,97
f143,140,111
f144,40,226
f145,2,73
f146,132,129
f147,5,236
f148,15,16
f149,148,207
f150,94,83
f151,125,186
f152,0,239
f153,148,43
f154,28,15
f155,126,238
f156,103,156
f157,0,92
f158,38,57
f159,15,21
f160,40,208
f161,55,69
f162,11,162
f163,133,162
f164,51,164
f165,125,154
f166,107,48
f167,11,137
f168,33,60
f169,41,77
f170,79,238
f171,132,211
f172,147,144
f173,147,174
f174,51,77
f175,130,231
f176,34,100
f177,12,123
f178,48,56
f179,48,112
f180,34,97
f181,56,173
f182,143,21
f183,48,38
f184,140,181
f185,11,217
f186,117,13
f187,87,205
f188,38,35
f189,72,105
f190,58,59
f191,41,185
f192,120,63
f193,130,235
f194,79,83
f195,49,223
f196,149,186
f197,124,80
f198,17,80
f199,155,199
f200,61,44
f201,38,183
f202,5,78
f203,97,30
f204,107,171
f205,123,181
f206,25,90
f207,40,134
f208,25,202
f209,117,130
f210,133,173
f211,56,24
f212,123,143
f213,133,139
f214,51,150
f215,32,187
f216,118,90
f217,140,43
f218,94,141
f219,0,105
f220,38,153
f221,10,194
f222,97,165
f223,63,112
f224,11,185
f225,94,87
f226,94,146
f227,34,32
f228,48,158
f229,2,32
f230,133,141
f231,11,228
f232,117,197
f233,61,46
f234,103,173
f235,26,107
f236,34,222
f237,71,174
f238,97,50
f239,11,214
f240,94,115
f241,10,239
f242,71,180
f243,48,72
f244,15,106
f245,28,69
f246,34,48
f247,124,160
f248,107,68
f249,25,70
f250,61,243
f251,2,81
f252,38,18
f253,109,197
f254,61,25
f255,143,8
f256,48,196
f257,124,154
f258,0,5
f259,126,45
f260,140,168
f261,159,137
f262,71,61
f263,103,170
f264,159,199
f265,25,122
f266,0,59
f267,9,155
f268,143,180
f269,127,225
f270,12,83
f271,109,6
f272,48,250
f273,0,242
f274,25,199
f275,40,230
f276,18,88
f277,117,131
f278,5,91
f279,11,180
f280,143,23
f281,117,47
f282,25,109
f283,109,148
f284,11,77
f285,33,136
f286,56,213
f287,18,165
f288,125,18
f289,74,90
f290,140,64
f291,117,171
f292,117,132
f293,64,199
f294,32,58
f295,84,157
f296,132,131
f297,32,39
f298,117,202
f299,63,220
f300,48,225
f301,95,80
f302,51,11
f303,132,96
f304,17,75
f305,2,80
f306,58,147
f307,120,47
f308,89,258
f309,117,239
f310,0,224
f311,124,168
f312,40,139
f313,94,223
f314,17,173
f315,10,132
f316,86,232
f317,117,186
f318,64,116
f319,51,162
f320,0,77
f321,140,15
f322,25,120
f323,104,166
f324,117,117
f325,11,194
f326,38,11
f327,109,225
f328,33,180
f329,117,156
f330,123,137
f331,87,112
f332,120,149
f333,117,211
f334,38,145
f335,57,32
f336,71,107
f337,33,89
f338,81,144
f339,148,177
f340,64,110
f341,57,145
f342,120,228
f343,117,218
f344,140,48
f345,74,163
f346,2,93
f347,125,234
f348,126,18
f349,0,131
f350,25,143
f351,126,164
f352,120,153
f353,2,210
f354,120,26
f355,87,178
f356,41,80
f357,48,111
f358,97,48
f359,84,127
f360,25,94
f361,48,94
f362,133,206
f363,140,170
f364,102,161
f365,87,106
f366,61,29
f367,74,6
f368,118,111
f369,94,208
f370,51,193
f371,48,106
f372,86,201
f373,125,171
f374,143,18
f375,51,102
f376,17,93
f377,28,192
f378,149,177
f379,11,192
f380,32,82
f381,71,108
f382,117,126
f383,140,176
f384,130,21
f385,117,41
f386,133,165
f387,94,140
f388,48,248
f389,94,135
f390,149,189
f391,51,44
f392,61,174
f393,48,168
f394,57,134
f395,155,170
f396,71,221
f397,41,86
f398,51,26
f399,34,187
f400,149,144
f401,51,7
f402,127,171
f403,33,100
f404,132,218
f405,97,34
f406,57,163
f407,97,175
f408,38,30
f409,143,188
f410,94,211
f411,120,176
f412,71,185
f413,140,70
f414,72,258
f415,18,145
f416,140,153
f417,86,195
f418,71,183
f419,94,163
f420,0,185
f421,33,56
f422,26,205
f423,149,17
f424,126,160
f425,12,155
f426,11,28
f427,25,212
f428,25,53
f429,25,61
f430,0,95
f431,34,51
f432,71,232
f433,125,182
f434,133,152
f435,11,177
f436,2,133
f437,74,85
f438,25,220
f439,25,99
f440,78,164
f441,33,17
f442,140,161
f443,159,212
f444,117,193
f445,25,230
f446,9,26
f447,156,64
f448,48,124
f449,71,205
f450,18,147
f451,63,122
f452,9,161
f453,94,93
f454,74,252
f455,15,215
f456,33,44
f457,25,115
f458,125,184
f459,48,229
f460,40,104
f461,55,30
f462,77,97
f463,94,224
f464,117,220
f465,159,62
f466,159,2
f467,57,129
f468,33,146
