,coordinate1,coordinate2
c0,2973,6671
c1,3594,7253
c2,3254,6637
c3,4990,7364
c4,4027,6364
c5,3406,6080
c6,3247,7384
c7,4064,7161
c8,4477,7177
c9,4885,7863
c10,3512,7123
c11,4276,7059
c12,4045,6422
c13,4278,7195
c14,4014,6652
c15,4863,7599
c16,3830,7541
c17,4497,6973
c18,3797,7188
c19,5156,7259
c20,4417,7353
c21,4293,6825
c22,3186,6469
c23,5206,7285
c24,3381,6372
c25,3625,6280
c26,3337,7335
c27,4190,7288
c28,3526,7347
c29,3072,6121
c30,4405,6541
c31,3141,6324
c32,4480,7158
c33,3819,6529
c34,3502,6488
c35,3828,7117
c36,3653,6765
c37,5175,7503
c38,3674,7592
c39,4791,7259
c40,4382,7134
c41,3409,7117
c42,3018,6382
c43,4569,7266
c44,4250,6425
c45,3526,7525
c46,3083,6505
c47,3024,6768
c48,4079,7325
c49,4004,6894
c50,4210,7199
c51,3993,7416
c52,4233,7048
c53,4885,7530
c54,3057,6351
c55,3036,6232
c56,3578,6317
c57,4400,6291
c58,3568,6542
c59,3278,7163
c60,3757,6174
c61,3253,7013
c62,3777,7783
c63,4846,6963
c64,4067,6319
c65,3358,7024
c66,4246,6964
c67,5069,6992
c68,4997,7983
c69,3404,6950
c70,4736,7494
c71,3103,7463
c72,3557,7180
c73,3217,7074
c74,3682,6093
c75,3088,7339
c76,3135,6650
c77,4478,6483
c78,4014,7823
c79,4795,6713
c80,4398,6369
c81,3368,6993
c82,4623,6479
c83,3203,7370
c84,4743,7314
c85,3189,6617
c86,3617,6305
c87,3578,6076
c88,3778,6476
c89,4065,7124
c90,3565,6631
c91,3630,7103
c92,4444,7500
c93,4680,7629
c94,3020,6429
c95,3845,6996
c96,4137,7763
c97,5155,7064
c98,3716,6117
c99,3167,6844
c100,2983,7487
c101,3945,6548
c102,4180,7250
c103,3147,6176
c104,4647,7883
c105,3821,6194
c106,4500,6665
c107,4579,7338
c108,3827,6338
c109,4366,7461
c110,3366,6174
c111,3322,6189
c112,3639,7712
c113,3943,6415
c114,4057,7573
c115,3377,6964
c116,3381,6740
c117,4253,7406
c118,3302,6138
c119,3252,6879
c120,3341,6177
c121,3304,6231
c122,3412,6509
c123,4337,6401
c124,4307,6866
c125,3711,7345
c126,3977,6841
c127,4266,6627
c128,4661,7475
c129,5211,7329
c130,3292,6452
c131,3624,6192
c132,3375,6450
c133,3887,7409
c134,3563,7097
c135,4977,7767
c136,3255,5840
c137,4715,7828
c138,4448,6334
c139,3781,6920
c140,3450,7104
c141,3970,6822
c142,3025,6547
c143,3472,6772
c144,3208,6743
c145,3051,6572
c146,3661,6701
c147,3382,6232
c148,3419,6479
c149,4404,6943
c150,3143,6440
c151,3026,7407
c152,4122,7390
c153,4739,8087
c154,3340,6908
c155,5085,7074
c156,3076,6326
c157,4760,7169
c158,3307,7184
c159,3744,6811
c160,4963,7343
c161,3527,6532
c162,3052,6596
c163,2982,6333
c164,4130,6489
c165,4452,7389
c166,4343,7597
c167,3905,7076
c168,3681,6603
c169,3068,6788
c170,3508,7667
c171,5136,7469
c172,4675,6711
c173,3884,6491
c174,4193,7437
c175,3144,6595
c176,4248,7468
c177,3220,6868
c178,3386,6015
c179,3378,6093
c180,3337,7128
c181,3406,5820
c182,3660,7825
c183,3901,7435
c184,3398,6296
c185,4163,6989
c186,4794,7620
c187,3983,7111
c188,3046,7502
c189,4528,6430
c190,4617,7420
c191,3427,6853
c192,4478,7476
c193,4594,7549
c194,3046,6527
c195,3774,6440
c196,3501,6372
c197,4641,6678
c198,3882,7294
c199,3014,6478
c200,4085,6352
c201,4375,6494
c202,3064,6217
c203,4493,7291
c204,4738,7791
c205,5088,7681
c206,3495,5927
c207,3760,7450
c208,3322,5956
c209,3609,6729
c210,3660,7566
c211,3800,6879
c212,3004,6394
c213,2926,6609
c214,4481,6681
c215,3195,6031
c216,4351,6613
c217,3093,6059
c218,3053,6639
c219,3088,6091
c220,4727,7241
c221,4312,6645
c222,3782,6630
c223,3371,6489
c224,3520,7107
c225,4598,7690
c226,3055,7323
c227,3341,6820
c228,3789,7229
