,coordinate1,coordinate2
c0,232,204
c1,284,197
c2,270,335
c3,71,88
c4,117,26
c5,255,234
c6,103,68
c7,347,250
c8,442,176
c9,477,250
c10,0,43
c11,202,214
c12,186,232
c13,143,304
c14,287,257
c15,201,150
c16,308,252
c17,333,273
c18,12,314
c19,316,277
c20,71,328
c21,57,240
c22,163,282
c23,163,313
c24,379,167
c25,97,308
c26,125,216
c27,393,153
c28,126,168
c29,255,68
c30,386,265
c31,140,183
c32,247,247
c33,287,11
c34,301,118
c35,516,16
c36,222,43
c37,117,310
c38,501,173
c39,465,263
c40,125,151
c41,202,140
c42,339,314
c43,278,127
c44,140,123
c45,79,304
c46,124,202
c47,170,31
c48,265,268
c49,454,193
c50,462,69
c51,310,143
c52,143,175
c53,378,39
c54,247,254
c55,493,222
c56,97,153
c57,393,315
c58,35,8
c59,347,191
c60,261,108
c61,102,202
c62,408,203
c63,172,180
c64,146,180
c65,416,85
c66,333,347
c67,40,88
c68,48,271
c69,301,65
c70,192,317
c71,94,88
c72,539,40
c73,63,168
c74,94,176
c75,485,132
c76,110,65
c77,448,270
c78,25,266
c79,281,200
c80,143,261
c81,172,88
c82,432,71
c83,278,351
c84,324,168
c85,477,155
c86,347,327
c87,402,249
c88,324,304
c89,324,332
c90,508,12
c91,337,198
c92,477,135
c93,462,292
c94,61,181
c95,539,41
c96,383,185
c97,25,138
c98,293,37
c99,225,139
c100,340,38
c101,17,45
c102,363,71
c103,447,270
c104,370,34
c105,454,206
c106,324,279
c107,408,68
c108,511,260
c109,439,290
c110,293,265
c111,516,199
c112,102,92
c113,488,32
c114,163,122
c115,163,150
c116,140,58
c117,2,82
c118,33,274
c119,117,309
c120,494,19
c121,471,106
c122,170,219
c123,452,271
c124,291,182
c125,193,180
c126,87,51
c127,439,74
c128,454,70
c129,408,183
c130,163,280
c131,2,35
c132,498,101
c133,17,94
c134,209,333
c135,370,310
c136,71,82
c137,278,29
c138,239,300
c139,247,9
c140,431,80
c141,470,109
c142,173,154
c143,2,197
c144,232,259
c145,80,168
c146,71,324
c147,408,276
c148,0,133
c149,97,214
c150,15,193
c151,511,317
c152,147,216
c153,171,306
c154,493,87
c155,232,254
c156,166,276
c157,130,22
c158,41,65
c159,178,59
c160,64,100
c161,186,257
c162,293,305
c163,189,310
c164,235,171
c165,80,202
c166,41,147
c167,34,214
c168,439,287
c169,172,277
c170,170,208
c171,166,191
c172,97,149
c173,110,131
c174,261,101
c175,212,343
c176,48,273
c177,485,71
c178,454,278
c179,255,65
c180,125,21
c181,439,130
c182,332,182
c183,508,219
c184,64,59
c185,140,96
c186,350,178
c187,61,333
c188,494,227
c189,120,105
c190,57,330
c191,301,61
c192,287,167
c193,195,105
c194,127,341
c195,270,56
c196,310,159
c197,400,258
c198,103,313
c199,431,116
c200,176,350
c201,117,38
c202,133,45
c203,333,87
c204,94,173
c205,166,87
c206,166,193
c207,393,280
c208,508,292
c209,416,25
c210,189,182
c211,166,301
c212,370,299
c213,416,306
c214,209,259
c215,149,174
c216,235,182
c217,521,128
c218,126,237
c219,101,322
c220,278,145
c221,178,128
c222,501,199
c223,199,46
c224,103,220
c225,241,330
c226,485,307
c227,431,304
c228,210,209
c229,340,302
c230,485,105
c231,501,307
c232,25,120
c233,333,244
c234,140,97
c235,408,58
c236,194,320
c237,11,337
c238,149,295
c239,339,37
c240,301,342
c241,10,272
c242,347,36
c243,189,299
c244,156,243
c245,202,220
c246,454,202
c247,417,312
c248,279,213
c249,455,76
c250,324,250
c251,268,285
c252,408,49
c253,431,165
c254,379,19
c255,373,76
c256,25,123
c257,110,217
c258,454,144
c259,79,298
c260,25,142
c261,432,339
c262,498,47
c263,97,21
c264,148,245
c265,517,39
c266,393,149
c267,170,270
c268,232,155
c269,291,131
c270,347,84
c271,97,165
c272,150,258
c273,140,86
c274,363,290
c275,416,29
c276,448,82
c277,316,60
c278,79,293
c279,48,203
c280,140,322
c281,0,253
c282,454,65
c283,278,105
c284,439,135
c285,287,138
c286,347,49
c287,324,260
c288,508,93
c289,0,118
c290,189,283
c291,71,136
c292,2,101
c293,171,202
c294,125,180
c295,107,157
c296,107,228
c297,485,63
c298,462,239
c299,475,115
c300,511,124
c301,156,241
c302,416,81
c303,103,9
c304,370,132
c305,2,158
c306,71,177
c307,2,56
c308,109,225
c309,488,223
c310,2,22
c311,140,16
c312,97,210
c313,86,33
c314,126,348
c315,71,243
c316,34,109
c317,332,253
c318,125,18
c319,521,164
c320,163,186
c321,120,167
c322,97,329
c323,494,202
c324,370,296
c325,462,228
c326,266,359
c327,477,303
c328,378,61
c329,26,94
c330,337,189
c331,48,236
c332,340,84
c333,102,293
c334,494,84
c335,217,292
c336,57,5
c337,86,213
c338,446,19
c339,327,345
c340,278,266
c341,110,42
c342,432,109
c343,48,136
c344,186,62
c345,132,130
c346,539,93
c347,87,64
c348,317,48
c349,117,63
c350,171,282
c351,477,340
c352,225,172
c353,150,308
c354,235,105
c355,324,120
c356,48,24
c357,133,207
c358,539,306
c359,454,313
c360,485,171
c361,304,245
c362,416,227
c363,293,81
c364,517,36
c365,462,338
c366,125,228
c367,147,232
c368,163,73
c369,117,98
c370,241,168
c371,501,152
c372,380,9
c373,255,211
c374,63,20
c375,117,43
c376,304,235
c377,406,173
c378,163,123
c379,123,273
c380,120,214
c381,255,45
c382,370,53
c383,84,8
c384,409,315
c385,149,305
c386,304,116
c387,133,204
c388,94,325
c389,393,276
c390,202,325
c391,462,162
c392,5,317
c393,94,348
c394,78,16
c395,316,66
c396,393,25
c397,301,219
c398,25,34
c399,508,289
c400,33,320
c401,309,174
c402,425,105
c403,176,298
c404,232,226
c405,380,186
c406,64,29
c407,255,47
c408,0,223
c409,15,15
c410,149,209
c411,383,245
c412,171,245
c413,416,88
c414,268,129
c415,156,311
c416,194,180
c417,53,359
c418,94,92
c419,149,245
c420,431,323
c421,117,331
c422,124,180
c423,107,294
c424,186,126
c425,270,66
c426,153,110
c427,263,255
c428,485,68
c429,71,281
c430,500,311
c431,301,302
c432,324,44
c433,40,167
c434,393,211
c435,57,189
c436,324,26
c437,539,310
c438,71,236
c439,454,124
c440,448,220
c441,539,91
c442,293,33
c443,264,30
c444,38,230
c445,100,322
c446,255,334
c447,140,119
c448,362,193
c449,304,205
c450,57,342
c451,350,351
c452,454,98
c453,379,233
c454,74,164
c455,278,210
c456,149,341
c457,333,239
c458,304,161
c459,258,91
c460,153,231
c461,86,28
c462,362,236
c463,235,314
c464,385,277
c465,148,209
c466,370,176
c467,126,326
c468,63,152
c469,201,204
c470,416,215
c471,240,263
c472,11,250
c473,383,200
c474,373,65
c475,2,132
c476,416,62
c477,516,11
c478,383,34
c479,178,151
c480,109,110
c481,247,259
c482,232,210
c483,462,143
c484,262,264
c485,465,256
c486,494,182
c487,442,7
c488,48,152
c489,0,88
c490,393,316
c491,408,78
c492,271,274
c493,186,133
c494,25,153
c495,232,124
c496,132,26
c497,409,84
c498,324,27
c499,356,67
c500,132,125
c501,140,279
c502,293,47
c503,178,224
c504,2,36
c505,339,259
c506,163,311
c507,370,203
c508,454,211
c509,442,261
c510,485,204
c511,500,276
c512,130,267
c513,25,87
c514,362,162
c515,94,54
c516,485,326
c517,485,94
c518,449,85
c519,408,53
c520,409,112
c521,462,270
c522,281,139
c523,347,114
c524,455,43
c525,431,170
c526,120,255
c527,454,158
c528,172,231
c529,278,169
c530,163,242
c531,81,5
c532,163,233
c533,210,251
c534,248,309
c535,225,112
c536,84,164
c537,402,182
c538,485,320
c539,454,288
c540,28,345
c541,539,214
c542,178,329
c543,163,291
c544,517,16
c545,539,32
c546,232,343
c547,2,255
c548,304,17
c549,431,95
c550,150,273
c551,314,126
c552,209,211
c553,64,129
c554,94,99
c555,102,88
c556,378,164
c557,34,246
c558,40,143
c559,186,350
c560,373,40
c561,339,235
c562,500,188
c563,11,321
c564,270,227
c565,314,135
c566,222,296
c567,324,36
c568,170,347
c569,362,68
c570,201,232
c571,232,266
c572,103,253
c573,94,134
c574,339,332
c575,25,168
c576,240,276
c577,431,111
c578,270,41
c579,48,168
c580,278,148
c581,117,248
c582,324,293
c583,218,312
c584,195,285
c585,48,62
c586,539,180
c587,133,231
c588,521,17
c589,371,117
c590,224,222
c591,432,215
c592,281,131
c593,270,220
c594,194,285
c595,64,136
c596,498,223
c597,155,115
c598,339,27
c599,462,46
c600,539,266
c601,294,243
c602,485,129
c603,425,283
c604,477,333
c605,386,118
c606,477,283
c607,125,149
c608,107,93
c609,278,26
c610,485,285
c611,195,167
c612,163,71
c613,171,167
c614,48,73
c615,477,273
c616,2,338
c617,147,341
c618,179,121
c619,232,239
c620,163,54
