,coordinate1,coordinate2
f0,24,58
f1,46,162
f2,39,300
f3,46,343
f4,125,237
f5,112,327
f6,98,346
f7,90,95
f8,90,101
f9,68,40
f10,3,366
f11,120,127
f12,76,301
f13,99,270
f14,83,261
f15,46,146
f16,24,146
f17,24,43
f18,68,231
f19,24,382
f20,24,266
f21,24,149
f22,46,154
f23,75,111
f24,59,289
f25,137,176
f26,134,16
f27,46,40
f28,25,46
f29,106,272
f30,119,97
f31,81,298
f32,90,283
f33,98,350
f34,112,305
f35,24,416
f36,153,96
f37,106,236
f38,0,369
f39,37,163
f40,2,65
f41,59,249
f42,24,275
f43,90,336
f44,112,298
f45,49,315
f46,120,445
f47,112,203
f48,134,362
f49,153,222
f50,2,372
f51,53,131
f52,5,180
f53,74,192
f54,103,395
f55,53,247
f56,24,31
f57,5,102
f58,134,64
f59,112,421
f60,97,99
f61,97,174
f62,115,162
f63,97,115
f64,103,359
f65,27,157
f66,112,433
f67,134,298
f68,150,369
f69,105,66
f70,76,168
f71,115,148
f72,105,331
f73,2,337
f74,61,307
f75,68,128
f76,90,425
f77,24,291
f78,127,178
f79,71,310
f80,90,300
f81,53,348
f82,59,372
f83,84,328
f84,134,196
f85,81,361
f86,112,258
f87,84,239
f88,135,56
f89,3,387
f90,81,90
f91,106,117
f92,134,41
f93,83,225
f94,27,134
f95,144,165
f96,90,316
f97,106,61
f98,2,78
f99,127,181
f100,112,310
f101,37,152
f102,71,316
f103,46,48
f104,27,186
f105,39,316
f106,55,5
f107,46,9
f108,46,323
f109,137,210
f110,76,160
f111,47,320
f112,99,139
f113,90,112
f114,127,257
f115,128,15
f116,61,357
f117,112,172
f118,149,80
f119,46,98
f120,46,106
f121,77,401
f122,40,265
f123,90,47
f124,31,359
f125,56,351
f126,112,257
f127,137,124
f128,83,118
f129,134,432
f130,2,411
f131,11,289
f132,18,70
f133,54,248
f134,97,105
f135,54,425
f136,46,89
f137,37,140
f138,15,102
f139,55,369
f140,113,108
f141,93,220
f142,39,93
f143,37,239
f144,112,329
f145,76,207
f146,24,32
f147,91,60
f148,68,362
f149,2,132
f150,62,168
f151,2,87
f152,37,157
f153,17,411
f154,112,245
f155,134,27
f156,68,244
f157,121,139
f158,46,278
f159,153,60
f160,93,209
f161,68,281
f162,103,118
f163,90,288
f164,75,209
f165,2,253
f166,11,434
f167,62,287
f168,68,70
f169,90,191
f170,112,275
f171,90,193
f172,84,190
f173,81,126
f174,127,52
f175,153,186
f176,81,334
f177,54,164
f178,98,115
f179,2,143
f180,46,396
f181,112,429
f182,3,84
f183,68,143
f184,90,6
f185,150,21
f186,46,345
f187,39,330
f188,17,229
f189,53,290
f190,24,161
f191,10,175
f192,150,178
f193,121,147
f194,2,219
f195,49,157
f196,81,134
f197,55,411
f198,77,185
f199,134,164
f200,112,338
f201,127,336
f202,153,126
f203,24,154
f204,54,136
f205,62,321
f206,68,78
f207,49,103
f208,56,82
f209,84,13
f210,46,283
f211,16,445
f212,53,0
f213,137,225
f214,97,217
f215,112,212
f216,53,345
f217,46,140
f218,83,6
f219,147,329
f220,147,168
f221,10,141
f222,105,313
f223,99,252
f224,3,226
f225,24,374
f226,74,168
f227,31,286
f228,62,174
f229,127,273
f230,27,290
f231,127,421
f232,125,200
f233,68,145
f234,93,348
f235,27,295
f236,56,312
f237,62,176
f238,93,197
f239,15,437
f240,33,144
f241,128,232
f242,99,108
f243,112,284
f244,125,186
f245,149,233
f246,143,341
f247,17,76
f248,27,345
f249,5,150
f250,83,76
f251,103,381
f252,0,34
f253,32,425
f254,45,445
f255,46,300
f256,46,150
f257,62,396
f258,11,169
f259,24,145
f260,2,23
f261,137,206
f262,47,54
f263,153,420
f264,134,280
f265,2,29
f266,17,269
f267,2,414
f268,11,423
f269,112,341
f270,84,302
f271,112,293
f272,134,281
f273,68,438
f274,93,421
f275,83,18
f276,15,182
f277,90,345
f278,134,84
f279,46,71
f280,149,408
f281,24,375
f282,17,393
f283,46,97
f284,0,223
f285,103,316
f286,59,303
f287,59,315
f288,137,168
f289,24,342
f290,54,337
f291,24,93
f292,55,86
f293,134,59
f294,105,295
f295,90,77
f296,142,175
f297,83,245
f298,24,258
f299,62,84
f300,24,150
f301,100,115
f302,2,257
f303,2,24
f304,77,125
f305,2,369
f306,49,92
f307,90,301
f308,143,191
f309,40,331
f310,55,286
f311,99,412
f312,127,275
f313,153,282
f314,134,355
f315,34,436
f316,68,148
f317,90,340
f318,2,171
f319,62,170
f320,142,125
f321,2,421
f322,98,408
f323,49,274
f324,46,294
f325,68,246
f326,127,302
f327,11,177
f328,127,247
f329,108,445
f330,134,99
f331,2,259
f332,90,160
f333,128,295
f334,68,262
f335,134,380
f336,97,356
f337,93,377
f338,46,337
f339,83,78
f340,83,224
f341,143,224
f342,125,300
f343,68,121
f344,24,348
f345,93,126
f346,112,194
f347,74,160
f348,137,423
f349,49,135
f350,125,260
f351,33,425
f352,2,91
f353,46,91
f354,99,80
f355,128,171
f356,93,381
f357,77,299
f358,27,282
f359,90,176
f360,140,188
f361,105,298
f362,99,25
f363,143,117
f364,90,291
f365,11,118
f366,127,433
f367,46,35
f368,112,287
f369,49,347
f370,153,438
f371,112,29
f372,77,161
f373,2,151
f374,112,80
f375,46,355
f376,53,194
f377,127,425
f378,24,393
f379,143,411
f380,149,274
f381,71,166
f382,90,164
f383,90,171
f384,134,58
f385,143,125
f386,2,389
f387,0,426
f388,141,214
f389,134,188
f390,127,422
f391,119,133
f392,55,351
f393,134,95
f394,83,357
f395,24,129
f396,2,28
f397,93,176
f398,153,264
f399,62,61
f400,46,46
f401,55,187
f402,112,295
f403,24,331
f404,2,70
f405,90,424
f406,40,310
f407,83,351
f408,11,128
f409,46,148
f410,68,116
f411,105,296
f412,33,133
f413,54,290
f414,143,5
f415,113,14
f416,149,32
f417,2,393
f418,5,130
f419,15,430
f420,27,138
f421,17,81
f422,71,300
f423,24,276
f424,128,301
f425,127,182
f426,83,279
f427,61,305
f428,120,160
f429,90,242
f430,115,386
f431,134,411
f432,134,273
f433,2,138
f434,83,358
f435,46,16
f436,54,131
f437,112,116
f438,49,269
f439,2,90
f440,83,34
f441,15,145
f442,37,345
f443,120,157
f444,127,20
f445,150,279
f446,3,63
f447,24,371
f448,106,288
f449,143,99
f450,142,162
f451,81,431
f452,68,378
f453,68,241
f454,103,391
f455,76,200
f456,24,321
f457,24,366
f458,39,306
f459,39,318
f460,71,151
f461,142,120
f462,134,301
f463,127,11
f464,49,96
f465,149,362
f466,2,45
f467,46,107
f468,17,369
f469,18,233
f470,97,148
f471,84,316
f472,71,107
f473,103,219
f474,83,66
f475,112,174
f476,84,242
f477,143,421
f478,127,320
f479,24,415
f480,112,280
f481,103,87
f482,46,101
f483,68,351
f484,55,71
f485,46,67
f486,127,121
f487,143,122
f488,115,412
f489,106,235
f490,90,105
f491,134,316
f492,103,237
f493,17,372
f494,68,392
f495,153,216
f496,106,40
f497,46,224
f498,153,426
f499,149,405
f500,105,426
f501,24,359
f502,24,106
f503,153,288
f504,11,154
f505,149,392
f506,120,406
f507,93,118
f508,68,19
f509,68,370
f510,141,125
f511,134,391
f512,149,17
f513,76,293
f514,46,217
f515,55,213
f516,120,131
f517,59,121
f518,59,267
f519,137,195
f520,46,269
f521,83,251
f522,68,245
f523,112,422
f524,55,258
f525,90,188
f526,46,103
f527,68,425
f528,49,90
f529,68,421
f530,112,125
f531,134,357
f532,11,101
f533,153,306
f534,68,369
f535,153,168
f536,153,408
f537,119,127
f538,127,420
f539,97,130
f540,90,352
f541,54,283
f542,18,339
f543,83,369
f544,55,366
f545,37,171
f546,55,359
f547,141,181
f548,100,382
f549,90,37
f550,134,187
f551,68,224
f552,112,53
f553,141,146
f554,127,210
f555,99,422
f556,105,307
f557,121,222
f558,144,181
f559,52,194
f560,27,204
f561,77,203
f562,112,177
f563,106,279
f564,68,287
f565,115,382
f566,24,301
f567,149,20
f568,2,39
f569,10,126
f570,98,267
f571,18,388
f572,39,381
f573,24,410
f574,90,334
f575,56,362
f576,74,176
f577,62,192
f578,27,171
f579,121,348
f580,150,179
f581,134,152
f582,2,19
f583,93,281
f584,68,57
f585,90,263
f586,49,106
f587,52,170
f588,112,279
f589,55,120
f590,78,428
f591,141,380
f592,99,99
f593,31,144
f594,2,176
f595,134,325
f596,54,186
f597,147,265
f598,84,322
f599,10,169
f600,149,268
f601,125,382
f602,120,135
f603,46,30
f604,49,168
f605,134,439
f606,112,214
f607,61,333
f608,17,287
f609,81,400
f610,84,166
f611,90,113
f612,53,110
f613,49,153
f614,40,374
f615,112,224
f616,24,327
f617,112,434
f618,90,359
f619,141,334
f620,68,97
f621,105,242
f622,55,345
f623,147,180
f624,24,368
f625,150,275
f626,3,325
f627,55,110
f628,18,85
f629,24,385
f630,54,114
f631,68,219
f632,46,160
f633,68,284
f634,61,46
f635,105,289
f636,24,383
f637,2,97
f638,10,144
f639,105,6
f640,59,423
f641,149,38
f642,40,264
f643,83,353
f644,2,60
f645,76,227
f646,93,370
f647,106,365
f648,112,328
f649,39,57
f650,105,36
f651,59,244
f652,134,372
f653,2,223
f654,62,34
f655,153,270
f656,106,116
f657,93,257
f658,81,107
f659,134,290
f660,37,234
f661,18,279
f662,46,57
f663,121,150
f664,137,347
f665,134,97
f666,11,205
f667,137,436
f668,46,117
f669,81,294
f670,33,181
f671,125,263
f672,53,445
f673,54,91
f674,149,373
f675,68,249
f676,61,98
f677,49,418
f678,32,133
f679,143,387
f680,90,73
f681,54,302
f682,90,149
f683,17,338
f684,40,281
f685,153,72
f686,68,291
f687,37,204
f688,99,119
f689,90,93
f690,141,193
f691,31,216
f692,112,321
f693,84,176
f694,144,262
f695,2,280
f696,134,287
f697,24,279
f698,112,110
f699,68,253
f700,90,286
f701,150,249
f702,24,90
f703,90,429
f704,112,11
f705,134,107
f706,96,206
f707,68,293
f708,61,99
f709,49,239
f710,84,28
f711,149,53
f712,61,30
f713,112,307
f714,49,74
f715,61,127
f716,99,105
f717,2,385
f718,90,314
f719,90,234
f720,76,295
f721,90,46
f722,37,161
f723,27,161
f724,115,151
f725,119,163
f726,24,171
f727,84,296
f728,153,102
f729,18,112
f730,149,96
f731,134,53
f732,27,298
f733,105,113
f734,106,343
f735,59,135
f736,135,77
f737,2,363
f738,59,235
f739,62,206
f740,15,8
f741,62,288
f742,128,297
f743,68,357
f744,2,49
f745,30,144
f746,134,38
f747,71,304
f748,98,91
f749,83,277
f750,10,177
f751,142,208
f752,81,86
f753,84,344
f754,93,187
f755,61,294
f756,137,257
f757,17,223
f758,68,130
f759,77,411
f760,90,428
f761,103,239
f762,46,318
f763,149,331
f764,46,341
f765,127,310
f766,59,72
f767,100,378
f768,9,132
f769,3,272
f770,33,248
f771,46,328
f772,141,207
f773,52,178
f774,75,230
f775,2,48
f776,97,220
f777,54,89
f778,24,400
f779,61,117
f780,46,138
f781,11,144
f782,142,140
f783,105,73
f784,39,394
f785,62,202
f786,153,336
f787,59,418
f788,24,115
f789,104,445
f790,56,232
f791,143,115
f792,134,33
f793,141,139
f794,134,326
f795,134,418
f796,134,282
f797,149,292
f798,27,163
f799,46,299
f800,12,177
f801,105,96
f802,134,291
f803,149,69
f804,153,204
f805,77,111
f806,61,335
f807,112,313
f808,99,345
f809,112,183
f810,83,370
f811,90,36
f812,68,350
f813,153,348
f814,150,15
f815,147,272
f816,137,180
f817,98,278
f818,122,436
f819,59,74
f820,46,304
f821,115,407
f822,15,127
f823,49,141
f824,127,290
f825,17,66
f826,115,153
f827,149,314
f828,105,199
f829,62,406
f830,90,63
f831,24,229
f832,134,96
f833,62,95
f834,83,117
f835,39,369
f836,27,198
f837,83,24
f838,90,200
f839,46,295
f840,103,205
f841,68,229
f842,61,108
f843,106,171
f844,90,267
f845,61,399
f846,106,291
f847,37,169
f848,81,300
f849,134,12
f850,127,426
f851,128,235
f852,46,110
f853,90,333
f854,61,128
f855,24,242
f856,49,278
f857,147,102
f858,134,336
f859,143,103
f860,18,409
f861,150,101
f862,134,350
f863,81,136
f864,147,412
f865,2,220
f866,59,96
f867,33,160
f868,2,36
f869,98,354
f870,40,94
f871,0,219
f872,68,251
f873,2,381
f874,147,206
f875,93,178
f876,71,328
f877,137,228
f878,84,49
f879,68,243
f880,24,394
f881,137,127
f882,153,150
f883,134,268
f884,9,355
f885,149,385
f886,53,82
f887,2,228
f888,11,126
f889,46,274
f890,103,132
f891,68,139
f892,54,82
f893,121,406
f894,105,301
f895,46,297
f896,81,130
f897,128,175
f898,137,357
f899,49,285
f900,137,192
f901,147,347
f902,2,406
f903,39,309
f904,103,107
f905,68,266
f906,31,296
f907,2,126
f908,5,8
f909,33,354
f910,27,147
f911,68,278
f912,59,365
f913,134,90
f914,75,213
f915,54,252
f916,134,159
f917,81,132
f918,143,239
f919,61,36
f920,27,136
f921,127,244
f922,46,81
f923,68,36
f924,49,350
f925,127,164
f926,150,42
f927,24,332
f928,134,37
f929,24,163
f930,137,214
f931,49,421
f932,149,62
f933,39,111
f934,125,288
f935,39,100
f936,125,132
f937,125,126
f938,68,354
f939,49,244
f940,54,194
f941,90,57
f942,24,361
f943,2,34
f944,49,192
f945,17,278
f946,90,351
f947,49,24
f948,149,391
f949,127,184
f950,71,136
f951,46,77
f952,77,215
f953,75,138
f954,11,431
f955,103,293
f956,143,348
f957,93,254
f958,2,400
f959,31,362
f960,128,21
f961,99,196
f962,153,42
f963,71,402
f964,11,161
f965,37,167
f966,5,140
f967,143,162
f968,2,275
f969,137,350
f970,134,195
f971,24,322
f972,98,174
f973,46,69
f974,128,62
f975,97,278
f976,120,125
f977,24,422
f978,46,131
f979,81,241
f980,46,36
f981,83,345
f982,112,221
f983,147,145
f984,121,31
f985,127,241
f986,105,183
f987,10,138
f988,99,368
f989,17,90
f990,134,430
f991,24,296
f992,2,99
f993,134,50
f994,99,371
f995,90,249
f996,2,324
f997,112,240
f998,40,41
f999,90,58
f1000,24,265
f1001,52,202
f1002,112,12
f1003,90,265
f1004,134,190
f1005,147,290
f1006,46,267
f1007,37,147
f1008,112,346
