,coordinate1,coordinate2
c0,304,53
c1,209,61
c2,2,47
c3,235,80
c4,199,9
c5,281,48
c6,263,34
c7,248,66
c8,286,35
c9,186,37
c10,178,37
c11,143,20
c12,209,74
c13,195,24
c14,48,73
c15,101,31
c16,107,25
c17,10,74
c18,310,17
c19,309,74
c20,104,49
c21,0,84
c22,55,72
c23,120,78
c24,32,55
c25,48,46
c26,48,75
c27,263,58
c28,57,77
c29,80,70
c30,218,60
c31,140,35
c32,225,68
c33,28,20
c34,189,9
c35,102,38
c36,158,0
c37,193,0
c38,38,8
c39,130,28
c40,16,32
c41,271,48
c42,48,19
c43,301,47
c44,120,61
c45,171,12
c46,199,82
c47,147,63
c48,34,68
c49,33,10
c50,143,84
c51,304,80
c52,163,69
c53,202,64
c54,97,52
c55,222,14
c56,255,37
c57,126,19
c58,0,75
c59,268,76
c60,9,69
c61,171,75
c62,126,45
c63,79,70
c64,71,29
c65,285,14
c66,209,83
c67,5,49
c68,0,56
c69,77,31
c70,61,78
c71,94,69
c72,57,56
c73,28,82
c74,301,13
c75,10,27
c76,186,48
c77,0,38
c78,189,30
c79,281,24
c80,147,51
c81,130,18
c82,166,25
c83,78,70
c84,10,45
c85,55,65
c86,57,45
c87,61,11
c88,117,46
c89,58,8
c90,25,15
c91,140,42
c92,117,51
c93,218,76
c94,97,19
c95,94,23
c96,2,23
c97,176,71
c98,309,12
c99,278,68
c100,0,67
c101,2,64
c102,97,28
c103,55,30
c104,209,30
c105,278,67
c106,2,28
c107,242,34
c108,195,5
c109,263,20
c110,310,34
c111,0,50
c112,202,63
c113,186,51
c114,286,79
c115,304,36
c116,84,69
c117,163,53
c118,245,37
c119,278,12
c120,172,40
c121,240,59
c122,263,63
c123,51,18
c124,258,6
c125,5,8
c126,314,23
c127,263,27
c128,94,56
c129,285,68
c130,140,59
c131,232,62
c132,148,43
c133,301,68
c134,143,65
c135,107,23
c136,34,31
c137,117,20
c138,217,34
c139,176,63
c140,176,32
c141,48,26
c142,301,56
c143,130,58
c144,0,53
c145,0,57
c146,225,23
c147,278,29
c148,127,29
c149,163,20
c150,140,61
c151,51,54
c152,155,9
c153,143,38
c154,206,90
c155,126,29
c156,241,24
c157,120,11
c158,97,46
c159,166,65
c160,101,66
c161,287,79
c162,117,48
c163,0,87
c164,232,64
c165,258,76
c166,171,72
c167,102,49
c168,94,32
c169,94,75
c170,178,52
c171,34,72
c172,258,83
c173,55,33
c174,176,41
c175,126,22
c176,10,78
c177,166,45
c178,51,74
c179,265,73
c180,127,82
c181,301,15
c182,255,45
c183,149,46
c184,74,62
c185,56,56
c186,202,16
c187,323,60
c188,0,55
c189,25,31
c190,166,63
c191,38,59
c192,34,37
c193,28,36
c194,0,41
c195,310,31
c196,301,44
c197,25,26
c198,0,2
c199,194,52
c200,10,31
c201,239,34
c202,74,78
c203,81,31
c204,176,69
c205,304,84
c206,287,28
c207,225,48
c208,56,65
c209,28,16
c210,194,73
c211,133,33
c212,209,66
c213,171,19
c214,281,59
c215,294,75
c216,212,21
c217,189,14
c218,262,68
c219,32,24
c220,57,60
c221,304,11
c222,81,81
c223,51,7
c224,62,0
c225,209,12
c226,217,11
c227,120,24
c228,170,0
c229,125,29
c230,310,66
c231,97,23
c232,148,63
c233,57,5
c234,192,59
c235,248,21
c236,268,54
c237,143,12
c238,209,42
c239,56,30
c240,193,28
c241,126,27
c242,240,74
c243,25,75
c244,51,14
c245,101,38
c246,0,58
c247,11,74
c248,235,83
c249,162,0
c250,232,43
c251,308,12
c252,61,52
c253,166,69
c254,225,46
c255,94,73
c256,0,80
c257,258,41
c258,287,8
c259,0,60
c260,248,30
c261,163,45
c262,186,29
c263,153,90
c264,2,32
c265,291,75
c266,171,68
c267,150,51
c268,222,21
c269,126,79
c270,281,45
c271,56,28
c272,126,10
c273,110,52
c274,0,81
c275,281,80
c276,0,40
c277,189,51
c278,222,9
c279,281,56
c280,34,65
c281,33,24
c282,130,20
c283,301,66
c284,209,72
c285,38,34
c286,57,28
c287,33,37
c288,294,77
c289,248,78
c290,212,73
c291,235,72
c292,310,22
c293,38,69
c294,25,55
c295,248,22
c296,309,26
c297,2,62
c298,311,59
c299,301,33
c300,241,64
c301,117,25
c302,117,73
c303,172,12
c304,51,22
c305,308,26
c306,0,74
c307,153,17
c308,38,28
c309,87,72
c310,48,36
c311,94,27
c312,0,52
c313,189,84
c314,56,49
c315,2,14
c316,48,70
c317,202,61
c318,163,65
c319,202,14
c320,170,47
c321,192,24
c322,166,20
c323,0,46
c324,171,15
c325,186,31
c326,25,21
c327,94,34
c328,2,70
c329,0,83
c330,248,19
c331,217,36
c332,87,35
c333,194,59
c334,56,33
c335,216,52
c336,261,90
c337,51,32
c338,209,67
c339,140,14
c340,222,12
c341,186,77
c342,11,47
c343,148,76
c344,51,27
c345,61,80
c346,34,58
c347,94,29
c348,232,55
c349,161,0
c350,310,51
c351,166,32
c352,189,42
c353,166,18
c354,196,52
c355,125,57
c356,301,10
c357,104,81
c358,48,24
c359,294,22
c360,56,38
c361,217,16
c362,163,27
c363,293,6
c364,218,29
c365,166,23
c366,192,73
c367,140,47
c368,235,21
c369,15,60
c370,264,58
c371,163,49
c372,0,71
c373,143,27
c374,309,79
c375,102,20
c376,222,25
c377,239,74
c378,258,30
c379,125,22
c380,79,31
