,coordinate1,coordinate2
f0,3413,6691
f1,3009,6657
f2,3777,6905
f3,4598,7614
f4,4375,7229
f5,3310,6490
f6,4945,7869
f7,3869,6558
f8,4839,7635
f9,3982,7190
f10,4705,6877
f11,3161,6627
f12,5040,7241
f13,4625,7716
f14,3496,6650
f15,4260,7916
f16,5038,7114
f17,4632,6775
f18,3482,6393
f19,4980,7814
f20,3610,6945
f21,4519,6707
f22,4697,7297
f23,4068,7508
f24,3336,6360
f25,3095,6567
f26,4649,7401
f27,4956,7220
f28,3528,6288
f29,3087,6768
f30,3225,7283
f31,3033,6180
f32,5169,7560
f33,4211,6866
f34,3524,6618
f35,2969,6212
f36,2925,6597
f37,4398,7052
f38,4218,6845
f39,3155,6692
f40,3165,6020
f41,4430,6829
f42,4567,7387
f43,3572,7699
f44,3610,7221
f45,3241,6806
f46,3938,7745
f47,3557,6325
f48,4602,7125
f49,3443,6643
f50,3163,6220
f51,4823,7507
f52,3639,6261
f53,4626,8069
f54,4886,7634
f55,3063,6054
f56,4525,7436
f57,4133,6563
f58,3973,6997
f59,4361,7371
f60,4996,7741
f61,3264,6735
f62,3379,6809
f63,3830,6606
f64,3977,6970
f65,3681,6546
f66,4054,7240
f67,4144,6931
f68,3398,7327
f69,4128,7349
f70,4669,7717
f71,3531,6470
f72,5070,7490
f73,4363,6594
f74,4954,7864
f75,4606,7394
f76,3988,7533
f77,4852,7886
f78,3222,6992
f79,3139,6528
f80,4348,6580
f81,3179,7078
f82,4423,6914
f83,4478,7114
f84,4906,7907
f85,4657,7947
f86,4213,6389
f87,4068,8111
f88,3458,7386
f89,3079,6259
f90,4943,7929
f91,3951,7782
f92,3874,7135
f93,4012,7753
f94,3145,7447
f95,3035,6801
f96,4576,7710
f97,4713,8130
f98,3466,6125
f99,3110,6091
f100,4632,6522
f101,3678,7181
f102,4266,6832
f103,4089,6450
f104,4408,7239
f105,4130,7212
f106,3087,7046
f107,3394,6258
f108,4910,7698
f109,4543,6534
f110,3812,7509
f111,4678,7555
f112,3867,7124
f113,4730,7684
f114,3296,6512
f115,3688,6499
f116,3391,7068
f117,2948,6513
f118,3639,6889
f119,3281,6521
f120,3033,6639
f121,2972,6406
f122,4693,7382
f123,4368,6402
f124,4006,7146
f125,4829,7701
f126,4285,6376
f127,4204,7650
f128,4715,7283
f129,4700,7253
f130,4751,6913
f131,3289,6203
f132,3803,6974
f133,4899,8000
f134,4555,8101
f135,3405,7046
f136,3272,5994
f137,3026,7421
f138,3941,7243
f139,4348,6469
f140,3642,6330
f141,4626,7077
f142,3413,7017
f143,4608,7263
f144,3553,6250
f145,3045,6846
f146,3706,6193
f147,3090,6962
f148,3220,6396
f149,4611,7630
f150,4189,6400
f151,4511,7619
f152,2950,6350
f153,4608,7290
f154,3378,6531
f155,3914,6975
f156,4292,7524
f157,2965,6602
f158,3528,6149
f159,3224,6262
f160,3545,6584
f161,4294,6917
f162,3179,6246
f163,4210,7532
f164,3660,6105
f165,4631,7327
f166,4329,7388
f167,3175,7163
f168,3456,6923
f169,3569,6363
f170,3987,6246
f171,4748,8027
f172,4167,7594
f173,4944,7985
f174,3699,7769
f175,5061,7063
f176,3464,6375
f177,3205,6412
f178,3622,6258
f179,3578,6121
f180,3500,6756
f181,3711,6762
f182,4916,7802
f183,3619,7357
f184,3904,6206
f185,3188,6672
f186,4388,6692
f187,4122,7924
f188,3522,6645
f189,3918,7502
f190,3762,7041
f191,3565,6573
f192,4996,8017
f193,4284,7039
f194,4217,6902
f195,3646,7509
f196,4795,7827
f197,4749,8174
f198,3259,6332
f199,4127,7522
f200,3794,7726
f201,3516,6977
f202,3097,6766
f203,4234,6638
f204,4955,7288
f205,4881,6947
f206,3364,6913
f207,3536,6267
f208,3328,6735
f209,4391,6189
f210,4566,7130
f211,4314,6359
f212,4581,7203
f213,4761,6760
f214,3657,6213
f215,3421,6973
f216,4130,7469
f217,4585,7186
f218,3868,7089
f219,2918,6528
f220,3512,7275
f221,3147,6981
f222,4214,6736
f223,4971,7474
f224,3182,6810
f225,3909,6948
f226,4443,6389
f227,3485,6621
f228,3582,6608
f229,3036,6669
f230,3983,7322
f231,3188,7242
f232,4139,6790
f233,3801,6132
f234,4297,7773
f235,3369,6698
f236,3477,6245
f237,3862,6526
f238,4131,6836
f239,3188,6184
f240,4123,7222
f241,3152,6204
f242,3838,6673
f243,3623,6597
f244,3212,6360
f245,3400,6586
f246,3486,6710
f247,4601,6907
f248,4054,6409
f249,3359,7454
f250,3789,6258
f251,3049,6691
f252,3516,6910
f253,4303,6402
f254,3962,7708
f255,4933,7636
f256,3601,6970
f257,3962,6280
f258,2959,6385
f259,4672,6783
f260,4822,7067
f261,3786,6185
f262,4526,7069
f263,3710,7167
f264,4183,7517
f265,3303,7012
f266,2963,6476
f267,3116,6489
f268,4909,7066
f269,4800,7873
f270,3208,6860
f271,5158,7404
f272,3612,6582
f273,2950,6480
f274,3325,7223
f275,3557,6279
f276,3295,6737
f277,4393,6834
f278,3099,6275
f279,3182,6578
f280,4920,7661
f281,4630,6911
f282,3296,6602
f283,4328,6822
f284,3201,6507
f285,3446,6193
f286,3717,6422
f287,3285,7434
f288,3702,7657
f289,4629,7830
f290,3793,6432
f291,4892,7393
f292,4424,7151
f293,4768,7338
f294,3848,7062
f295,3432,6245
f296,4038,7486
f297,4743,7947
f298,3425,6875
f299,4454,6868
f300,3836,7747
f301,3606,7698
f302,4606,7042
f303,3655,6108
f304,4753,6958
f305,3258,6503
f306,3048,6886
f307,3758,7507
f308,4204,6698
f309,4127,6635
f310,4484,6646
f311,2947,6663
f312,4602,6999
f313,3541,6802
f314,5167,7134
f315,3247,6594
f316,3140,6807
f317,4563,6673
f318,4430,7318
f319,3847,6206
f320,3657,6761
f321,2965,6450
f322,4805,7327
f323,3302,6572
f324,4738,7994
f325,4376,7203
f326,3183,7202
f327,3509,6699
f328,4349,6942
f329,3452,7060
f330,5000,7592
f331,4032,7917
f332,4100,6450
f333,4533,7359
f334,4454,7690
f335,3510,7023
f336,3753,7194
f337,3852,7851
f338,3460,6417
f339,4668,7139
f340,4360,6534
f341,3838,6480
f342,3731,6715
f343,4558,6772
f344,4480,7029
f345,4883,7755
f346,3944,6624
f347,3052,6753
f348,4633,7207
f349,4659,6599
f350,2927,6312
f351,3313,6600
f352,4657,6925
f353,4542,7177
f354,3026,6604
f355,4095,7524
f356,4103,6966
f357,3570,7349
f358,3575,6439
f359,4237,7959
f360,4577,7649
f361,3366,6501
f362,3639,6152
f363,4292,6259
f364,5206,7358
f365,5005,7643
f366,4099,7251
f367,3792,6322
f368,3951,6710
f369,4521,7721
f370,4168,7065
f371,3680,6638
f372,3575,6159
f373,4776,7910
f374,4628,6707
f375,4050,8038
f376,3652,7207
f377,3262,6982
f378,3382,6707
f379,4992,7407
f380,3183,5959
f381,3441,7183
f382,3861,6838
f383,4384,6229
f384,4833,7293
f385,4710,7049
f386,4488,6512
f387,4770,6683
f388,4059,7190
f389,3611,6764
f390,4968,7724
f391,4572,7504
f392,3683,6222
f393,3779,7308
f394,3587,6566
f395,3723,6391
f396,4064,6994
f397,3899,6554
f398,3571,7619
f399,3682,7121
f400,3473,6225
f401,4551,6988
f402,3699,6157
f403,4683,8040
f404,3443,6472
f405,4774,7775
f406,4235,7347
f407,3732,7375
f408,4214,7048
f409,3519,7459
f410,4588,6585
f411,4171,7964
f412,4545,6355
f413,3883,6327
f414,4895,7585
f415,3934,6571
f416,3268,6938
f417,4812,7126
f418,4055,7044
f419,3879,7469
f420,4142,6528
f421,2938,7412
f422,3455,6882
f423,3369,6835
f424,4985,7143
f425,4655,7981
f426,3206,7425
f427,3194,6531
f428,3334,6638
f429,3341,7490
f430,3353,7048
f431,2968,7322
f432,3489,6888
f433,3907,7857
f434,4629,8024
f435,4767,8112
f436,3182,6331
f437,3005,6345
f438,3952,6975
f439,3336,6124
f440,3369,5819
f441,3973,6395
f442,3449,7080
f443,4812,7233
f444,5195,7089
f445,4433,7033
f446,3339,6756
f447,3125,7161
f448,5126,7292
f449,3581,6249
f450,3897,7098
f451,3269,7278
f452,3819,7327
f453,3117,7239
f454,4192,6529
f455,3949,7666
f456,3225,6180
f457,3454,6704
f458,3302,6364
f459,4508,6491
f460,3607,7151
f461,3530,7286
f462,3703,7754
f463,3970,6773
f464,4176,6816
f465,4480,7635
f466,4348,6326
f467,5193,7432
f468,3722,7118
f469,3446,6601
f470,3685,7245
f471,5036,7421
f472,3703,6467
f473,5093,7186
f474,3783,6723
f475,4177,7111
f476,3587,6877
f477,3867,7781
f478,4763,6889
f479,3296,6114
f480,3276,6459
f481,3983,7233
f482,4372,6751
f483,3124,6563
f484,3912,6441
f485,4869,7551
f486,3589,6793
f487,3415,7453
f488,5117,7614
f489,4664,7798
f490,3630,7572
f491,3394,7102
f492,3253,7334
f493,3107,6900
f494,4766,7407
f495,4861,7926
f496,3102,6459
f497,3510,7370
f498,3991,6265
f499,4136,6764
f500,3558,7206
f501,3096,6686
f502,3611,6631
f503,4768,7209
f504,5057,7723
f505,4883,7025
f506,3227,6951
f507,3355,7255
f508,3706,6625
f509,4904,7788
f510,3478,6451
f511,3717,7631
f512,3510,6223
f513,3909,7544
f514,3196,7354
f515,3906,6376
