,coordinate1,coordinate2
f0,241,424
f1,80,182
f2,163,48
f3,149,35
f4,107,402
f5,263,226
f6,232,132
f7,2,27
f8,232,57
f9,293,115
f10,291,468
f11,94,184
f12,269,486
f13,271,156
f14,291,241
f15,2,335
f16,132,129
f17,189,344
f18,248,452
f19,74,523
f20,281,187
f21,130,335
f22,218,220
f23,102,433
f24,33,437
f25,232,404
f26,57,319
f27,102,505
f28,117,49
f29,109,152
f30,86,200
f31,56,480
f32,245,216
f33,255,98
f34,235,281
f35,163,102
f36,74,518
f37,241,520
f38,189,347
f39,5,413
f40,245,315
f41,143,530
f42,56,113
f43,33,461
f44,130,464
f45,163,190
f46,248,497
f47,64,360
f48,148,476
f49,248,416
f50,87,234
f51,140,307
f52,9,313
f53,178,324
f54,189,492
f55,32,519
f56,186,385
f57,245,294
f58,268,325
f59,232,232
f60,166,114
f61,5,366
f62,124,527
f63,170,499
f64,212,320
f65,299,511
f66,2,322
f67,38,126
f68,64,336
f69,57,16
f70,74,493
f71,278,464
f72,148,429
f73,28,118
f74,91,543
f75,33,403
f76,33,543
f77,239,403
f78,246,353
f79,215,227
f80,148,91
f81,33,54
f82,258,253
f83,209,383
f84,124,408
f85,163,319
f86,140,237
f87,57,131
f88,2,264
f89,186,40
f90,218,382
f91,34,348
f92,166,46
f93,11,140
f94,215,491
f95,130,449
f96,117,485
f97,232,139
f98,212,49
f99,225,294
f100,95,257
f101,195,481
f102,166,442
f103,169,378
f104,163,477
f105,10,296
f106,299,221
f107,291,245
f108,258,325
f109,181,543
f110,281,28
f111,248,325
f112,126,306
f113,263,255
f114,218,468
f115,189,118
f116,120,287
f117,294,300
f118,242,523
f119,286,240
f120,209,346
f121,232,425
f122,143,116
f123,61,239
f124,189,57
f125,235,321
f126,258,269
f127,149,120
f128,212,271
f129,287,391
f130,287,452
f131,25,34
f132,71,409
f133,209,362
f134,186,293
f135,140,479
f136,291,347
f137,101,507
f138,186,118
f139,133,267
f140,189,8
f141,2,101
f142,126,429
f143,268,406
f144,281,328
f145,156,437
f146,258,233
f147,241,187
f148,2,279
f149,18,513
f150,100,458
f151,287,386
f152,132,76
f153,194,21
f154,179,425
f155,74,543
f156,255,190
f157,80,391
f158,130,371
f159,189,476
f160,143,60
f161,80,431
f162,278,490
f163,269,485
f164,258,132
f165,255,60
f166,79,457
f167,48,486
f168,74,401
f169,169,480
f170,80,320
f171,79,424
f172,33,220
f173,102,458
f174,209,201
f175,133,499
f176,235,505
f177,235,275
f178,143,92
f179,262,253
f180,291,349
f181,84,510
f182,25,400
f183,127,527
f184,133,440
f185,2,11
f186,268,229
f187,120,275
f188,258,23
f189,25,86
f190,209,208
f191,125,450
f192,79,514
f193,209,140
f194,94,456
f195,51,318
f196,74,141
f197,34,18
f198,28,213
f199,186,419
f200,189,262
f201,189,403
f202,107,318
f203,38,118
f204,117,40
f205,71,387
f206,232,354
f207,278,215
f208,232,464
f209,71,79
f210,140,100
f211,86,209
f212,87,466
f213,143,102
f214,268,309
f215,199,482
f216,87,444
f217,299,522
f218,186,205
f219,278,413
f220,176,371
f221,32,131
f222,232,236
f223,153,98
f224,287,263
f225,126,195
f226,241,251
f227,79,162
f228,246,358
f229,179,490
f230,15,122
f231,189,397
f232,97,274
f233,124,372
f234,71,178
f235,125,334
f236,51,227
f237,240,297
f238,125,283
f239,153,28
f240,38,397
f241,140,190
f242,299,506
f243,189,10
f244,196,410
f245,103,64
f246,199,228
f247,94,212
f248,258,124
f249,194,252
f250,225,300
f251,28,473
f252,58,310
f253,172,487
f254,33,244
f255,299,75
f256,128,543
f257,109,158
f258,212,22
f259,84,527
f260,281,347
f261,217,73
f262,94,326
f263,186,163
f264,186,341
f265,78,257
f266,117,176
f267,278,163
f268,41,527
f269,25,73
f270,56,308
f271,146,113
f272,166,414
f273,74,66
f274,57,165
f275,140,69
f276,125,470
f277,71,208
f278,248,337
f279,80,514
f280,278,58
f281,130,479
f282,51,454
f283,201,286
f284,87,478
f285,132,150
f286,232,32
f287,241,230
f288,84,263
f289,2,75
f290,222,312
f291,33,35
f292,286,474
f293,202,407
f294,78,503
f295,71,90
f296,232,81
f297,133,359
f298,71,87
f299,25,473
f300,143,399
f301,284,418
f302,156,448
f303,74,45
f304,218,321
f305,218,99
f306,186,422
f307,87,145
f308,124,297
f309,140,264
f310,268,238
f311,291,47
f312,268,132
f313,235,419
f314,63,269
f315,232,34
f316,79,481
f317,94,180
f318,209,62
f319,51,528
f320,2,217
f321,209,447
f322,164,300
f323,258,225
f324,71,84
f325,163,458
f326,102,467
f327,255,298
f328,132,248
f329,0,286
f330,28,385
f331,51,223
f332,268,23
f333,278,328
f334,170,105
f335,74,37
f336,71,519
f337,166,449
f338,34,127
f339,25,134
f340,264,236
f341,163,329
f342,255,100
f343,57,524
f344,9,434
f345,247,209
f346,163,472
f347,0,473
f348,248,481
f349,245,113
f350,189,504
f351,56,160
f352,192,122
f353,80,348
f354,117,391
f355,48,434
f356,117,116
f357,166,254
f358,84,16
f359,281,215
f360,120,59
f361,34,351
f362,217,471
f363,263,330
f364,71,302
f365,5,464
f366,2,50
f367,232,28
f368,102,17
f369,209,11
f370,232,471
f371,212,479
f372,147,523
f373,25,55
f374,51,172
f375,212,71
f376,212,11
f377,224,164
f378,281,537
f379,103,378
f380,56,193
f381,186,277
f382,133,313
f383,74,436
f384,173,131
f385,143,7
f386,166,234
f387,87,517
f388,216,476
f389,16,543
f390,94,84
f391,94,186
f392,2,459
f393,97,18
f394,278,83
f395,245,34
f396,34,422
f397,33,42
f398,153,137
f399,143,89
f400,199,55
f401,172,391
f402,33,268
f403,87,244
f404,281,338
f405,186,392
f406,143,488
f407,56,522
f408,28,83
f409,48,388
f410,270,221
f411,176,104
f412,33,145
f413,2,241
f414,2,362
f415,41,521
f416,101,15
f417,103,399
f418,56,531
f419,225,165
f420,201,205
f421,153,107
f422,2,192
f423,172,533
f424,233,170
f425,127,543
f426,64,359
f427,25,275
f428,176,367
f429,140,116
f430,232,141
f431,117,42
f432,126,478
f433,48,166
f434,120,476
f435,261,375
f436,186,371
f437,117,349
f438,48,412
f439,166,393
f440,166,484
f441,15,170
f442,36,543
f443,25,144
f444,291,432
f445,34,64
f446,166,33
f447,222,277
f448,10,31
f449,225,494
f450,241,388
f451,212,449
f452,33,297
f453,2,98
f454,140,71
f455,84,377
f456,80,507
f457,10,447
f458,48,347
f459,25,231
f460,38,404
f461,235,125
f462,56,295
f463,2,426
f464,109,190
f465,245,321
f466,28,350
f467,10,223
f468,255,229
f469,172,10
f470,79,262
f471,74,171
f472,141,239
f473,285,59
f474,163,382
f475,57,37
f476,194,29
f477,232,351
f478,217,243
f479,278,188
f480,235,319
f481,71,503
f482,25,429
f483,299,485
f484,94,531
f485,201,354
f486,2,245
f487,286,418
f488,33,112
f489,109,137
f490,241,463
f491,15,120
f492,163,145
f493,64,332
f494,28,443
f495,248,259
f496,217,141
f497,18,519
f498,195,434
f499,126,446
f500,57,358
f501,291,228
f502,120,65
f503,140,191
f504,248,338
f505,218,236
f506,199,262
f507,270,219
f508,241,291
f509,163,526
f510,90,543
f511,193,425
f512,72,543
f513,278,332
f514,186,48
f515,173,430
f516,79,182
f517,48,194
f518,149,52
f519,125,475
f520,217,27
f521,286,57
f522,232,211
f523,201,246
f524,8,505
f525,216,502
f526,35,220
f527,192,416
f528,269,447
f529,235,333
f530,235,288
f531,288,435
f532,110,441
f533,269,294
f534,235,269
f535,163,28
f536,48,90
