,coordinate1,coordinate2
f0,235,7
f1,331,49
f2,554,67
f3,416,54
f4,419,41
f5,25,70
f6,393,20
f7,263,15
f8,84,40
f9,347,10
f10,579,37
f11,219,52
f12,102,52
f13,373,24
f14,80,60
f15,10,60
f16,373,56
f17,130,77
f18,291,77
f19,2,54
f20,492,33
f21,380,66
f22,2,59
f23,270,0
f24,419,53
f25,123,52
f26,2,31
f27,94,17
f28,531,46
f29,379,12
f30,219,5
f31,337,34
f32,378,63
f33,287,63
f34,169,63
f35,25,28
f36,347,36
f37,379,72
f38,360,84
f39,347,52
f40,33,36
f41,579,15
f42,133,34
f43,48,35
f44,268,26
f45,25,10
f46,356,66
f47,232,66
f48,258,38
f49,153,8
f50,212,70
f51,80,42
f52,350,11
f53,2,56
f54,140,68
f55,471,48
f56,101,21
f57,439,53
f58,232,75
f59,176,6
f60,79,26
f61,424,54
f62,333,28
f63,263,36
f64,63,45
f65,79,60
f66,71,60
f67,57,68
f68,540,16
f69,245,32
f70,255,62
f71,2,35
f72,110,38
f73,485,14
f74,360,40
f75,80,57
f76,149,63
f77,55,0
f78,117,10
f79,452,33
f80,126,74
f81,385,33
f82,462,53
f83,332,47
f84,195,59
f85,222,8
f86,557,6
f87,61,20
f88,370,70
f89,540,72
f90,195,10
f91,51,34
f92,34,68
f93,209,32
f94,350,71
f95,291,25
f96,293,45
f97,544,39
f98,103,66
f99,475,72
f100,304,47
f101,241,5
f102,462,14
f103,324,23
f104,419,69
f105,34,15
f106,263,63
f107,567,8
f108,531,60
f109,74,29
f110,284,17
f111,332,42
f112,494,27
f113,393,44
f114,485,49
f115,64,11
f116,28,27
f117,5,11
f118,439,65
f119,120,23
f120,416,51
f121,339,16
f122,429,76
f123,51,48
f124,521,14
f125,32,45
f126,57,61
f127,55,68
f128,130,47
f129,429,45
f130,94,25
f131,554,63
f132,15,11
f133,102,69
f134,504,0
f135,63,51
f136,301,76
f137,79,57
f138,278,44
f139,356,72
f140,508,33
f141,71,52
f142,258,40
f143,310,10
f144,327,58
f145,442,78
f146,107,70
f147,469,70
f148,416,65
f149,186,10
f150,179,69
f151,19,0
f152,11,23
f153,469,0
f154,373,69
f155,356,12
f156,355,34
f157,432,84
f158,508,14
f159,218,30
f160,450,0
f161,5,64
f162,189,22
f163,567,40
f164,74,56
f165,242,67
f166,355,63
f167,104,17
f168,176,8
f169,107,30
f170,515,39
f171,255,67
f172,579,71
f173,133,12
f174,485,41
f175,107,73
f176,356,25
f177,579,19
f178,531,67
f179,306,0
f180,396,49
f181,423,65
f182,78,45
f183,255,15
f184,400,47
f185,2,12
f186,401,60
f187,57,35
f188,579,63
f189,396,8
f190,450,84
f191,189,25
f192,327,43
f193,494,40
f194,255,60
f195,258,62
f196,332,12
f197,508,67
f198,557,29
f199,377,28
f200,125,31
f201,494,32
f202,465,59
f203,217,27
f204,209,22
f205,425,34
f206,150,5
f207,264,72
f208,199,67
f209,373,73
f210,2,44
f211,347,63
f212,102,21
f213,48,68
f214,477,55
f215,120,75
f216,71,74
f217,10,68
f218,40,23
f219,25,32
f220,471,24
f221,252,0
f222,446,40
f223,198,0
f224,288,39
f225,373,65
f226,544,52
f227,258,32
f228,255,43
f229,58,21
f230,546,6
f231,385,37
f232,485,39
f233,63,6
f234,356,34
f235,485,24
f236,255,10
f237,218,33
f238,64,23
f239,423,57
f240,557,61
f241,124,31
f242,80,52
f243,264,60
f244,5,46
f245,310,34
f246,579,41
f247,447,49
f248,186,77
f249,508,35
f250,123,31
f251,10,10
f252,235,66
f253,554,10
f254,212,61
f255,579,47
f256,521,35
f257,34,10
f258,554,50
f259,531,50
f260,439,75
f261,347,49
f262,354,25
f263,101,71
f264,425,46
f265,314,69
f266,447,41
f267,140,15
f268,163,41
f269,439,28
f270,110,18
f271,120,67
f272,255,50
f273,304,69
f274,278,59
f275,97,24
f276,554,30
f277,492,65
f278,64,27
f279,10,52
f280,102,63
f281,186,15
f282,84,56
f283,28,51
f284,379,10
f285,74,69
f286,255,17
f287,48,31
f288,199,18
f289,271,50
f290,347,39
f291,193,15
f292,337,58
f293,442,47
f294,186,39
f295,103,63
f296,195,45
f297,355,69
f298,402,23
f299,57,47
f300,262,30
f301,74,8
f302,485,69
f303,5,16
f304,380,5
f305,383,31
f306,41,17
f307,379,15
f308,169,69
f309,485,73
f310,448,53
f311,531,54
f312,402,57
f313,291,20
f314,2,18
f315,563,77
f316,469,25
f317,189,65
f318,396,32
f319,561,32
f320,579,61
f321,333,10
f322,102,72
f323,281,59
f324,33,26
f325,35,38
f326,101,66
f327,316,54
f328,278,55
f329,354,34
f330,331,12
f331,385,36
f332,511,56
f333,350,46
f334,186,65
f335,25,63
f336,356,69
f337,379,75
f338,485,67
f339,396,59
f340,400,41
f341,264,17
f342,370,14
f343,373,8
f344,224,65
f345,194,26
f346,25,26
f347,462,72
f348,235,70
f349,263,57
f350,475,36
f351,117,32
f352,485,50
f353,462,29
f354,5,62
f355,485,12
f356,247,17
f357,199,35
f358,51,39
f359,416,57
f360,494,5
f361,561,38
f362,245,70
f363,475,49
f364,442,59
f365,15,48
f366,425,22
f367,561,23
f368,33,10
f369,314,23
f370,101,63
f371,262,36
f372,354,47
f373,31,38
f374,579,75
f375,429,25
f376,103,36
f377,356,50
f378,103,49
f379,186,26
f380,189,37
f381,216,33
f382,101,52
f383,245,24
f384,145,0
f385,101,36
f386,324,10
f387,240,48
f388,439,21
f389,309,26
f390,166,6
f391,172,70
f392,123,24
f393,35,5
f394,561,65
f395,51,16
f396,28,11
f397,485,72
f398,379,66
f399,28,8
f400,370,65
f401,285,57
f402,189,11
f403,74,36
f404,471,57
f405,189,46
f406,242,29
f407,189,27
f408,455,51
f409,2,10
f410,71,42
f411,579,3
f412,416,44
f413,235,46
f414,239,26
f415,579,17
f416,5,29
f417,218,23
f418,10,12
f419,150,63
f420,195,15
f421,41,47
f422,508,34
f423,554,14
f424,126,0
f425,291,11
f426,11,60
f427,373,20
f428,393,49
f429,462,54
f430,370,26
f431,71,31
f432,34,19
f433,579,23
f434,94,26
f435,485,23
f436,363,28
f437,370,41
f438,508,41
f439,143,8
f440,416,61
f441,262,27
f442,350,40
f443,416,49
f444,356,63
f445,362,53
f446,120,77
f447,235,50
f448,508,12
f449,255,76
f450,264,20
f451,195,39
f452,51,20
f453,285,47
f454,301,12
f455,149,52
f456,94,65
f457,166,48
f458,331,52
f459,324,12
f460,28,14
f461,278,49
f462,515,65
f463,324,54
f464,465,49
f465,373,27
f466,347,34
f467,309,12
f468,446,65
f469,216,30
f470,189,67
f471,286,47
f472,74,47
f473,425,15
f474,264,63
f475,81,37
f476,419,7
f477,11,15
f478,199,0
f479,485,43
f480,41,16
f481,241,44
f482,32,49
f483,130,13
f484,79,42
f485,498,67
f486,485,10
f487,209,20
f488,5,41
f489,538,44
f490,287,69
f491,245,43
f492,2,42
f493,64,12
f494,241,71
f495,5,22
f496,212,18
f497,431,61
f498,48,45
f499,25,65
f500,33,32
f501,357,25
f502,544,25
f503,38,64
f504,324,44
f505,255,57
f506,232,15
f507,219,67
f508,402,41
f509,465,77
f510,515,50
f511,35,28
f512,209,33
f513,71,59
f514,130,8
f515,448,16
f516,12,5
f517,33,28
f518,194,15
f519,439,12
f520,64,58
f521,291,72
f522,258,64
f523,557,78
f524,373,11
f525,11,63
f526,534,39
f527,235,32
f528,212,50
f529,416,48
f530,28,37
f531,563,31
f532,166,59
f533,488,78
f534,579,13
f535,28,56
f536,209,65
f537,224,38
f538,327,74
f539,268,16
f540,406,69
f541,54,60
f542,80,63
f543,264,30
f544,268,71
f545,316,19
f546,28,31
f547,485,51
f548,419,74
f549,38,35
f550,439,14
f551,333,72
f552,255,36
f553,2,36
f554,471,30
f555,324,47
f556,94,63
f557,241,42
f558,494,70
f559,379,18
f560,281,77
f561,94,21
f562,554,32
f563,508,31
f564,120,60
f565,222,41
f566,301,65
f567,209,64
f568,103,55
f569,429,30
f570,402,63
f571,217,20
f572,379,28
f573,304,24
f574,278,71
f575,446,31
f576,238,13
f577,511,46
f578,9,68
f579,64,28
f580,178,41
f581,117,36
f582,419,64
f583,324,46
f584,393,36
f585,402,44
f586,471,11
f587,508,63
f588,517,11
f589,199,13
f590,209,36
f591,110,37
f592,240,57
f593,232,10
f594,281,11
f595,255,30
f596,232,38
f597,439,31
f598,544,46
f599,264,36
f600,2,77
f601,263,65
f602,286,57
f603,181,0
f604,383,69
f605,38,20
f606,48,39
f607,508,23
f608,37,0
f609,544,19
f610,51,42
f611,561,48
f612,558,84
f613,333,5
f614,396,54
f615,452,57
f616,258,16
f617,186,55
f618,383,8
f619,554,66
f620,333,42
f621,71,54
f622,186,70
f623,81,5
f624,34,52
f625,209,29
f626,531,45
f627,94,36
f628,355,50
f629,332,37
f630,419,36
f631,531,21
f632,48,15
f633,567,61
f634,36,0
f635,41,29
f636,179,67
f637,125,65
f638,347,14
f639,255,54
f640,531,34
f641,133,43
f642,355,10
f643,80,55
f644,449,5
f645,342,0
f646,149,9
f647,265,68
f648,32,57
f649,56,25
f650,10,42
f651,28,62
f652,199,11
f653,162,0
f654,108,0
f655,32,15
f656,126,71
f657,55,60
f658,51,71
f659,79,48
f660,579,57
f661,33,38
f662,101,17
f663,469,57
f664,264,39
f665,471,60
f666,120,35
f667,544,64
f668,452,14
f669,579,33
f670,81,26
f671,307,0
f672,71,32
f673,149,70
f674,41,34
f675,314,16
f676,419,30
f677,278,47
f678,232,59
f679,511,7
f680,239,57
f681,393,63
f682,470,45
f683,333,47
f684,462,26
f685,521,52
f686,48,78
f687,124,10
f688,495,75
f689,485,57
f690,56,60
f691,362,54
f692,239,60
f693,492,49
f694,402,47
f695,9,39
f696,538,56
f697,579,43
f698,245,53
f699,102,76
f700,281,7
f701,58,68
f702,117,49
f703,540,69
f704,402,26
f705,288,74
f706,370,63
f707,25,68
f708,262,17
f709,455,37
f710,370,28
f711,544,34
f712,91,0
f713,462,66
f714,195,12
f715,531,48
f716,554,36
f717,475,33
f718,333,49
f719,97,70
f720,25,55
f721,383,27
f722,301,19
f723,232,39
f724,38,37
f725,332,44
f726,264,57
f727,74,25
f728,396,65
f729,133,33
f730,2,60
f731,347,71
f732,255,65
f733,462,47
f734,301,54
f735,393,10
f736,18,0
f737,401,44
f738,218,62
f739,361,0
f740,268,64
f741,557,17
f742,186,21
f743,531,52
f744,216,0
f745,34,36
f746,232,34
f747,314,46
f748,25,52
f749,567,56
f750,28,54
f751,287,28
f752,64,69
f753,350,42
f754,264,5
f755,534,78
f756,350,68
f757,239,64
f758,97,39
f759,333,26
f760,107,24
f761,494,48
f762,97,74
f763,333,37
f764,301,58
f765,173,44
f766,57,15
f767,34,49
f768,360,51
f769,452,42
f770,498,51
f771,414,84
f772,462,55
f773,517,38
f774,248,61
f775,544,58
f776,468,0
f777,465,47
f778,255,63
f779,347,68
f780,425,63
f781,531,56
f782,278,10
f783,383,11
f784,378,70
f785,33,15
f786,71,10
f787,81,66
f788,442,57
f789,25,54
f790,508,10
f791,383,62
f792,102,17
f793,97,30
f794,439,23
f795,2,70
f796,347,20
f797,511,79
f798,350,38
f799,102,15
f800,189,40
f801,523,17
f802,80,70
f803,17,18
f804,498,14
f805,55,30
f806,28,35
f807,124,65
f808,425,68
f809,309,63
f810,379,26
f811,301,14
f812,79,10
f813,439,55
f814,79,52
f815,71,48
f816,217,62
f817,557,8
f818,235,63
f819,32,38
f820,498,28
f821,485,13
f822,32,68
f823,401,10
f824,94,59
f825,255,29
f826,56,63
f827,485,71
f828,432,0
f829,386,68
f830,360,46
f831,308,21
f832,579,69
f833,171,69
