,coordinate1,coordinate2
c0,310,287
c1,172,465
c2,308,263
c3,110,431
c4,0,573
c5,286,500
c6,212,327
c7,508,569
c8,71,409
c9,10,96
c10,508,595
c11,74,580
c12,561,76
c13,271,84
c14,163,397
c15,40,158
c16,86,171
c17,425,586
c18,521,341
c19,393,243
c20,531,175
c21,271,589
c22,569,485
c23,291,690
c24,626,127
c25,616,462
c26,409,437
c27,393,50
c28,409,394
c29,424,441
c30,393,167
c31,51,133
c32,48,489
c33,705,303
c34,186,637
c35,304,461
c36,409,691
c37,646,457
c38,554,32
c39,189,23
c40,218,698
c41,271,506
c42,301,443
c43,554,700
c44,79,648
c45,310,173
c46,623,102
c47,439,170
c48,600,400
c49,646,335
c50,57,586
c51,462,272
c52,258,195
c53,301,384
c54,485,458
c55,547,371
c56,429,592
c57,337,351
c58,462,349
c59,51,39
c60,672,507
c61,74,646
c62,649,539
c63,232,180
c64,639,567
c65,194,279
c66,719,141
c67,678,46
c68,196,26
c69,48,428
c70,654,518
c71,278,59
c72,71,144
c73,649,277
c74,110,127
c75,301,699
c76,199,49
c77,131,515
c78,442,422
c79,245,483
c80,140,323
c81,147,645
c82,462,631
c83,74,463
c84,125,44
c85,0,348
c86,332,470
c87,178,339
c88,577,45
c89,324,53
c90,80,602
c91,55,427
c92,403,249
c93,143,88
c94,302,661
c95,293,405
c96,291,282
c97,584,66
c98,172,560
c99,678,183
c100,304,236
c101,193,502
c102,293,532
c103,255,694
c104,217,288
c105,632,562
c106,255,475
c107,569,196
c108,143,461
c109,655,186
c110,654,604
c111,309,349
c112,218,102
c113,378,508
c114,577,698
c115,655,461
c116,531,566
c117,140,347
c118,71,710
c119,672,109
c120,350,575
c121,201,570
c122,396,619
c123,517,260
c124,592,49
c125,0,595
c126,10,312
c127,409,73
c128,646,163
c129,623,260
c130,462,400
c131,147,525
c132,284,133
c133,567,56
c134,268,177
c135,217,37
c136,262,344
c137,132,321
c138,406,530
c139,429,403
c140,287,230
c141,654,548
c142,416,86
c143,170,649
c144,202,475
c145,386,595
c146,700,427
c147,485,192
c148,232,300
c149,577,298
c150,143,362
c151,699,258
c152,186,300
c153,64,58
c154,363,523
c155,557,59
c156,324,94
c157,25,654
c158,419,130
c159,80,519
c160,577,330
