,coordinate1,coordinate2
f0,48,26
f1,2,36
f2,71,120
f3,84,127
f4,102,183
f5,11,224
f6,77,76
f7,48,57
f8,71,109
f9,71,223
f10,97,197
f11,0,22
f12,11,87
f13,4,0
f14,80,36
f15,55,21
f16,71,248
f17,97,209
f18,48,46
f19,64,153
f20,56,59
f21,109,223
f22,57,10
f23,109,160
f24,9,185
f25,40,238
f26,80,101
f27,51,179
f28,102,59
f29,5,128
f30,33,150
f31,34,43
f32,101,229
f33,61,175
f34,48,173
f35,34,240
f36,40,140
f37,25,23
f38,25,201
f39,64,145
f40,28,156
f41,25,165
f42,94,95
f43,11,194
f44,2,217
f45,48,101
f46,28,211
f47,25,36
f48,5,182
f49,25,95
f50,79,38
f51,81,70
f52,5,108
f53,0,221
f54,40,6
f55,80,54
f56,94,138
f57,80,70
f58,25,43
f59,40,102
f60,74,253
f61,94,165
f62,71,215
f63,84,142
f64,12,5
f65,94,150
f66,101,21
f67,84,20
f68,79,114
f69,28,73
f70,48,210
f71,17,197
f72,0,249
f73,38,55
f74,32,209
f75,79,235
f76,2,189
f77,84,69
f78,57,63
f79,97,169
f80,32,221
f81,61,132
f82,71,43
f83,102,16
f84,51,60
f85,10,178
f86,94,18
f87,77,70
f88,71,121
f89,25,157
f90,51,67
f91,94,109
f92,94,89
f93,11,24
f94,74,40
f95,15,167
f96,38,130
f97,38,213
f98,8,0
f99,97,65
f100,25,191
f101,28,220
f102,32,38
f103,97,126
f104,61,16
f105,79,27
f106,94,110
f107,100,52
f108,2,190
f109,28,223
f110,0,179
f111,94,31
f112,97,142
f113,5,264
f114,78,76
f115,63,202
f116,55,41
f117,0,109
f118,101,193
f119,9,159
f120,101,5
f121,101,12
f122,33,224
f123,77,145
f124,103,94
f125,102,201
f126,94,64
f127,11,206
f128,94,126
f129,128,81
f130,0,95
f131,61,62
f132,103,125
f133,87,147
f134,79,54
f135,79,70
f136,28,231
f137,40,145
f138,87,203
f139,71,239
f140,63,240
f141,97,217
f142,25,65
f143,40,23
f144,0,64
f145,48,217
f146,80,209
f147,34,104
f148,79,209
f149,48,67
f150,56,136
f151,107,134
f152,94,238
f153,79,167
f154,94,78
f155,9,94
f156,71,139
f157,28,188
f158,25,141
f159,87,206
f160,107,241
f161,87,55
f162,2,166
f163,51,186
f164,25,115
f165,71,52
f166,74,222
f167,25,169
f168,28,226
f169,84,65
f170,78,209
f171,97,181
f172,100,178
f173,94,181
f174,0,25
f175,32,171
f176,94,16
f177,80,212
f178,51,208
f179,71,240
f180,34,159
f181,80,216
