,coordinate1,coordinate2
c0,9351,21752
c1,8308,12367
c2,8832,12770
c3,3485,9981
c4,2738,9033
c5,11209,20502
c6,2619,7168
c7,9109,20272
c8,11433,7980
c9,12739,11145
c10,15689,18506
c11,12649,9203
c12,6305,3180
c13,3380,7027
c14,5972,2808
c15,4413,9125
c16,12638,15902
c17,14782,14861
c18,13430,10738
c19,14254,9963
c20,8824,9401
c21,9136,11893
c22,13075,16672
c23,10401,8832
c24,16431,13364
c25,5684,6151
c26,13041,16009
c27,10467,17966
c28,9666,14496
c29,14126,21527
c30,14373,650
c31,10697,1441
c32,13522,11234
c33,5075,7165
c34,9429,12560
c35,8724,14408
c36,15979,16838
c37,13487,10202
c38,5880,22967
c39,10977,12753
c40,5908,10005
c41,13766,15193
c42,10188,4159
c43,17223,13959
c44,5863,19352
c45,15352,12445
c46,3792,9314
c47,6717,21034
c48,14783,18207
c49,7269,19873
c50,10972,10663
c51,17995,11715
c52,14740,14132
c53,6528,22669
c54,1668,8582
c55,10739,11253
c56,3662,9417
c57,9541,15432
c58,1541,10791
c59,635,8472
c60,4682,7456
c61,1547,13116
c62,14166,13032
c63,13864,17748
c64,3650,9125
c65,16411,15180
c66,10880,15707
c67,3612,17665
c68,3238,12150
c69,9052,10335
c70,6619,7090
c71,10032,12376
c72,13645,12919
c73,3061,8455
c74,12843,1822
c75,10754,16773
c76,4676,5614
c77,7600,9870
c78,11717,18896
c79,11902,15635
c80,11461,17856
c81,13165,17206
c82,14345,11032
c83,2812,7996
c84,9380,16791
c85,8074,4976
c86,15464,13087
c87,10243,4747
c88,14182,12302
c89,12837,17195
c90,11947,10120
c91,13659,4550
c92,13198,17341
c93,8910,988
c94,15891,16318
c95,12047,5649
c96,7351,22814
c97,15563,13447
c98,14617,11334
c99,15755,15100
c100,3213,830
c101,9024,2590
c102,9677,11683
c103,17778,12013
c104,3796,10527
c105,14676,12545
c106,12627,18935
c107,16435,11420
c108,3677,894
c109,15388,19097
c110,6776,8495
c111,11426,20657
c112,7165,13856
c113,13432,3837
c114,13500,2835
c115,4503,19151
c116,2411,8417
c117,13235,8135
c118,17035,14358
c119,16971,12351
c120,12360,15103
c121,12243,10430
c122,13503,5438
c123,13506,11177
c124,12143,3728
c125,14633,15633
c126,12139,11310
c127,16579,14691
c128,17170,15082
c129,2358,7097
c130,16722,11861
c131,9919,21443
c132,8830,21811
c133,7777,21019
c134,14030,2707
c135,11413,10488
c136,4365,6893
c137,12810,16555
c138,12169,10319
c139,14150,10320
c140,2905,7440
c141,15655,14257
c142,12537,7476
c143,3004,6975
c144,9058,9433
c145,6745,15723
c146,6102,14482
c147,11891,946
c148,7774,22885
c149,15470,15799
c150,10439,19587
c151,4169,5229
c152,13502,10706
c153,7180,20712
c154,2722,7519
c155,16608,11380
c156,7268,18181
c157,5151,7912
c158,14247,11821
c159,14752,16846
c160,7223,12346
c161,15496,14121
c162,12928,18539
c163,13285,12288
c164,14479,10368
c165,3727,10777
c166,9786,18815
c167,5489,17337
c168,2875,8410
c169,12584,9934
c170,14851,15260
c171,5969,4083
c172,15311,20078
c173,11073,19838
c174,10257,14354
