,coordinate1,coordinate2
f0,450418,38658
f1,189682,670820
f2,539150,284629
f3,887937,674470
f4,1032876,941817
f5,921801,410349
f6,737963,578273
f7,585931,271316
f8,492438,-5725
f9,706191,481820
f10,282891,982700
f11,616430,236955
f12,211889,212670
f13,946583,603511
f14,140233,683418
f15,706940,538562
f16,313011,1062109
f17,422565,987398
f18,400650,986098
f19,985933,788152
f20,987317,396579
f21,-66860,946391
f22,516292,374529
f23,402323,126508
f24,-7351,896931
f25,638119,260212
f26,518363,20767
f27,539006,1025381
f28,738072,552741
f29,727757,567077
f30,231228,167524
f31,985859,345756
f32,515450,-7619
f33,927178,891801
f34,1029211,318790
f35,480446,146778
f36,364279,-43699
f37,919756,474725
f38,994285,638276
f39,247401,754523
f40,460043,68606
f41,962085,418253
f42,865120,334131
f43,351535,706086
f44,579508,296187
f45,589981,266128
f46,946877,571733
f47,588992,53006
f48,675765,277962
f49,583955,-22935
f50,216596,112130
f51,234089,840628
f52,971071,188552
f53,445689,97500
f54,981036,508139
f55,928093,397693
f56,954600,443790
f57,588785,374935
f58,586741,11796
f59,179606,816588
f60,264747,679787
f61,21469,966722
f62,615650,45717
f63,439840,92005
f64,239142,55856
f65,514730,337115
f66,895631,833752
f67,760043,505809
f68,368108,994487
f69,1043617,848664
f70,962545,871498
f71,982152,537701
f72,715231,318286
f73,902672,642791
f74,726191,326684
f75,960562,523857
f76,970063,396578
f77,528937,13390
f78,631320,277543
f79,884465,414478
f80,911677,841211
f81,625649,234331
f82,580725,52013
f83,944684,447163
f84,208129,260745
f85,963928,321668
f86,898350,777460
f87,764125,469810
f88,1022110,283893
f89,995817,521789
f90,296205,66839
f91,687356,478890
f92,96606,655604
f93,-55457,984014
f94,755587,491352
f95,120444,663239
f96,989521,565952
f97,340464,971856
f98,442621,153855
f99,970347,920258
f100,476091,102274
f101,330573,979271
f102,501654,342980
f103,1000565,801054
f104,479812,302306
f105,437884,368808
f106,974429,301528
f107,720385,476030
f108,774079,491470
f109,-41255,855960
f110,523291,36705
f111,241578,733792
f112,649829,356055
f113,975011,280267
f114,331881,905996
f115,657303,473671
f116,707664,486137
f117,311391,2266
f118,308807,935109
f119,662863,512705
f120,1020076,930750
f121,520306,120787
f122,310707,17474
f123,505738,308854
f124,317515,713679
f125,5802,937511
f126,517765,7553
f127,127300,752001
f128,601802,306710
f129,586228,316703
f130,981138,895940
f131,214132,253225
f132,408939,843555
f133,945726,473613
f134,187356,772891
f135,660257,551875
f136,975653,745618
f137,615106,340654
f138,904784,412284
f139,932494,818793
f140,240847,212619
f141,941971,380204
f142,252224,211268
f143,105042,667806
f144,245076,731150
f145,338390,671668
f146,743979,530985
f147,722401,342889
f148,1006388,538259
f149,946788,638911
f150,1005649,914192
f151,196457,232311
f152,52812,655492
f153,483250,361010
f154,811686,577423
f155,630749,18033
f156,266904,961713
f157,989198,480008
f158,335170,808699
f159,508592,312824
f160,475448,139665
f161,924623,947340
f162,224003,29895
f163,977133,519341
f164,91700,971621
f165,931133,781389
f166,1010606,829382
f167,409959,379409
f168,961169,760362
f169,114442,669869
f170,883633,873681
f171,276562,54902
f172,194151,204264
f173,475893,278934
f174,970865,836094
f175,939129,436355
f176,272709,739256
f177,940795,808773
f178,-19602,939224
f179,969541,826989
f180,674673,332544
f181,548257,296059
f182,1055782,306326
f183,495265,15006
f184,231689,255900
f185,396285,914521
f186,982345,808600
f187,720955,526394
f188,217951,218350
f189,705469,250661
f190,420978,975030
f191,1006204,947646
f192,25533,991767
f193,559275,343566
f194,968706,830827
f195,353466,1077036
f196,500191,-26033
f197,989119,800767
f198,116475,708021
f199,424155,668
f200,951396,473596
f201,554854,268201
f202,745598,392546
f203,31448,1007200
f204,539650,122967
f205,545841,13000
f206,910116,758870
f207,945490,733405
f208,1017295,284449
f209,511106,982963
f210,291897,964145
f211,979579,542407
f212,532890,-96645
f213,982004,503921
f214,980879,445657
f215,759022,405634
f216,865983,362039
f217,211184,769048
f218,626603,371290
f219,314281,949219
f220,487027,48736
f221,120877,663858
f222,990228,319463
f223,343074,1043145
f224,982349,984363
f225,1078221,373636
f226,397333,987582
f227,407150,188306
f228,705497,450925
f229,1015683,276266
f230,454650,1052608
f231,120587,678257
f232,-3116,976012
f233,12023,907259
f234,729198,445581
f235,990152,861550
f236,317997,54917
f237,228581,290039
f238,950864,332234
f239,601370,352014
f240,58502,918647
f241,483020,26164
f242,225923,197950
f243,442937,47268
f244,1020152,422262
f245,680366,388903
f246,184916,220310
f247,732561,479132
f248,582987,18222
f249,568778,276180
f250,979014,669835
f251,945987,620376
f252,517623,348081
f253,977455,518526
f254,946798,691984
f255,213113,317798
f256,1008882,911406
f257,437681,78375
f258,440031,60986
f259,276433,725657
f260,538796,317093
f261,84928,639998
f262,264833,656457
f263,1081531,760691
f264,334349,139
f265,627821,-838
f266,245729,198583
f267,323564,-14633
f268,682062,285319
f269,585415,36684
f270,1025430,456081
f271,1043693,908389
f272,66564,742265
f273,100835,697230
f274,480764,1058084
f275,430131,-46452
f276,1013770,481816
f277,1038313,825056
f278,282410,679653
f279,604630,304795
f280,465030,165426
f281,254767,754810
f282,962521,735638
f283,317064,969880
f284,150856,706386
f285,187531,325360
f286,535826,-37128
f287,253366,765380
f288,264488,51021
f289,624640,334003
f290,974314,819460
f291,145018,681646
f292,177323,269057
f293,340458,950903
f294,326009,899531
f295,482378,108880
f296,463909,88190
f297,532794,214994
f298,-31358,952162
f299,99143,758382
f300,581260,352400
f301,1005945,529653
f302,732401,490047
f303,510819,308837
f304,370706,930168
f305,701344,585671
f306,80611,1040930
f307,374272,338061
f308,978160,748015
f309,473356,311656
f310,573839,9502
f311,47342,630935
f312,311128,-28096
f313,520607,46851
f314,989319,913958
f315,669624,367077
f316,1049423,235210
f317,221344,712137
f318,863374,857586
f319,44426,636871
f320,14019,975847
f321,280443,72557
f322,212889,202133
f323,691565,533430
f324,988606,579963
f325,311050,772121
f326,397266,173977
f327,424139,35597
f328,977943,877833
f329,90002,730359
f330,550890,270379
f331,226294,-19579
f332,991261,786323
f333,464115,303033
f334,340163,932553
f335,465537,1034177
f336,1066895,310233
f337,951558,612395
f338,-23037,907079
f339,939312,289768
f340,228228,675784
f341,952026,905293
f342,272842,58331
f343,1033956,436231
f344,990428,196959
f345,678857,289512
f346,434311,4843
f347,669490,506855
f348,310065,-10714
f349,1000845,453198
f350,1003840,256874
f351,667818,300369
f352,546523,252022
f353,262205,729044
f354,512901,76487
f355,1017780,671686
f356,1026402,609181
f357,173215,228150
f358,147433,681941
f359,985670,802017
f360,544331,-62551
f361,611622,341592
f362,359551,959225
f363,1007126,885952
f364,371788,950118
f365,990651,511078
f366,459581,335048
f367,-128049,938535
f368,49579,994405
f369,612083,543519
f370,948477,583247
f371,1018123,948910
f372,332241,902072
f373,677991,501342
f374,393246,1018921
f375,965473,375774
f376,555508,67090
f377,502911,52466
f378,30162,1071796
f379,193676,209011
f380,757300,427229
f381,467163,230055
f382,293760,805861
f383,763790,486237
f384,-1009,900487
f385,892688,563248
f386,391965,1054524
f387,720723,492863
f388,-18619,985581
f389,1031106,832736
f390,709160,533608
f391,459074,186439
f392,470712,43382
f393,594358,80877
f394,966051,360943
f395,467677,274481
f396,431057,917939
f397,983827,223334
f398,900385,428005
f399,81477,1011634
f400,665887,341226
f401,466840,281154
f402,471015,121757
f403,35998,898159
f404,391960,997694
f405,634243,43429
f406,350473,985367
f407,624332,-6840
f408,307839,57178
f409,922396,410703
f410,727013,436681
f411,604167,14088
f412,752757,506388
f413,959041,593009
f414,997259,570659
f415,515390,187116
f416,704096,464113
f417,503352,412014
f418,971838,295842
f419,3096,681954
f420,932379,564517
f421,979141,290493
f422,803964,497264
f423,910332,348187
f424,322488,718762
f425,190397,193917
f426,474152,282569
f427,858477,607859
f428,988530,916792
f429,692681,553133
f430,968345,900197
f431,850650,352948
f432,205046,212685
f433,429285,1062179
f434,667482,276121
f435,736428,451426
f436,545895,277676
f437,933932,531876
f438,968865,419997
f439,996903,414772
f440,999754,586633
f441,682826,550673
f442,755201,486107
f443,577618,26586
f444,633607,235913
f445,443651,395082
f446,523173,100275
f447,638645,343723
f448,992720,315703
f449,939524,731450
f450,1050575,262706
f451,261674,961159
f452,890134,413658
f453,93844,715303
f454,447872,361398
f455,562795,360371
f456,675609,496310
f457,936083,384774
f458,524859,174578
f459,959325,867596
f460,503723,322399
f461,534120,-42453
f462,642717,317627
f463,644232,440581
f464,331686,1086172
f465,270312,220371
f466,744488,503129
f467,80472,761743
f468,919732,458332
f469,759853,414015
f470,316341,1011443
f471,705527,573223
f472,799479,462913
f473,426808,882098
f474,281449,53771
f475,373296,947968
f476,975519,448528
f477,551607,277715
f478,718327,480379
f479,354152,925489
f480,495432,290024
f481,297064,940211
f482,619524,-3330
f483,402693,1013043
f484,195225,246717
f485,258989,7413
f486,1056501,478555
f487,653289,435846
f488,428352,1016931
f489,471260,993914
f490,535890,376567
f491,307482,958761
f492,269511,991097
f493,491677,192175
f494,1008862,484618
f495,213934,726127
f496,104334,628220
f497,680220,537678
f498,382186,966747
f499,1015830,948217
