,coordinate1,coordinate2
f0,232,17
f1,301,62
f2,74,47
f3,370,36
f4,263,57
f5,356,72
f6,218,62
f7,241,71
f8,495,75
f9,245,70
f10,258,12
f11,41,46
f12,94,63
f13,57,61
f14,452,78
f15,10,60
f16,15,11
f17,363,28
f18,35,28
f19,199,11
f20,245,15
f21,124,10
f22,209,38
f23,462,27
f24,264,65
f25,209,77
f26,64,55
f27,263,60
f28,508,48
f29,360,49
f30,554,23
f31,517,22
f32,117,10
f33,234,0
f34,304,69
f35,18,0
f36,101,21
f37,347,53
f38,350,51
f39,289,0
f40,10,12
f41,538,32
f42,57,63
f43,485,24
f44,324,12
f45,469,70
f46,402,41
f47,447,49
f48,79,42
f49,401,47
f50,324,26
f51,416,11
f52,515,23
f53,2,10
f54,544,34
f55,103,69
f56,500,17
f57,455,51
f58,439,75
f59,554,55
f60,327,34
f61,579,47
f62,48,51
f63,57,15
f64,357,25
f65,534,17
f66,416,51
f67,485,13
f68,74,69
f69,287,28
f70,127,0
f71,189,44
f72,262,17
f73,33,28
f74,56,68
f75,58,54
f76,189,40
f77,71,26
f78,424,68
f79,51,42
f80,347,10
f81,240,21
f82,25,39
f83,494,27
f84,117,32
f85,80,45
f86,120,23
f87,360,40
f88,470,48
f89,71,31
f90,262,60
f91,34,38
f92,176,61
f93,579,57
f94,64,27
f95,379,26
f96,504,84
f97,377,39
f98,212,14
f99,120,47
f100,33,68
f101,471,30
f102,378,70
f103,192,52
f104,462,23
f105,270,0
f106,189,37
f107,554,21
f108,462,25
f109,544,14
f110,110,37
f111,517,38
f112,308,60
f113,241,26
f114,199,35
f115,485,49
f116,567,25
f117,511,7
f118,102,76
f119,424,57
f120,485,57
f121,103,66
f122,396,25
f123,492,41
f124,446,65
f125,293,45
f126,327,78
f127,324,14
f128,316,19
f129,74,40
f130,79,35
f131,120,16
f132,28,14
f133,347,52
f134,202,77
f135,2,70
f136,189,50
f137,51,34
f138,80,60
f139,71,52
f140,255,35
f141,355,63
f142,554,40
f143,554,50
f144,166,67
f145,567,50
f146,370,39
f147,432,0
f148,452,25
f149,393,47
f150,241,57
f151,393,12
f152,494,11
f153,2,18
f154,127,5
f155,462,31
f156,33,15
f157,218,23
f158,90,0
f159,5,48
f160,355,66
f161,350,40
f162,567,59
f163,477,54
f164,84,11
f165,423,49
f166,447,45
f167,255,62
f168,511,60
f169,400,63
f170,393,46
f171,442,18
f172,195,15
f173,350,60
f174,396,65
f175,579,39
f176,40,23
f177,360,46
f178,94,69
f179,32,15
f180,333,47
f181,107,50
f182,255,30
f183,271,0
f184,515,65
f185,101,74
f186,219,5
f187,255,63
f188,17,0
f189,34,32
f190,81,26
f191,401,12
f192,199,18
f193,462,50
f194,379,75
f195,25,70
f196,28,70
f197,419,74
f198,508,51
f199,531,63
f200,281,14
f201,396,0
f202,337,58
f203,84,49
f204,439,55
f205,534,39
f206,9,42
f207,431,19
f208,258,56
f209,264,33
f210,71,63
f211,54,30
f212,258,7
f213,425,22
f214,567,61
f215,58,17
f216,439,28
f217,32,38
f218,393,57
f219,245,49
f220,579,71
f221,343,0
f222,332,44
f223,35,32
f224,498,35
f225,32,68
f226,189,46
f227,333,49
f228,504,0
f229,33,52
f230,126,17
f231,258,32
f232,5,46
f233,28,8
f234,25,65
f235,262,30
f236,58,68
f237,402,70
f238,442,47
f239,127,31
f240,270,43
f241,373,14
f242,28,35
f243,377,66
f244,79,57
f245,34,36
