,coordinate1,coordinate2
f0,25,17
f1,97,237
f2,163,249
f3,222,146
f4,126,210
f5,71,302
f6,194,62
f7,156,153
f8,149,161
f9,2,356
f10,2,310
f11,0,216
f12,34,106
f13,124,309
f14,28,185
f15,107,101
f16,61,372
f17,245,210
f18,2,188
f19,251,219
f20,118,25
f21,25,289
f22,163,184
f23,163,247
f24,163,255
f25,170,329
f26,87,62
f27,140,373
f28,189,88
f29,80,228
f30,230,70
f31,186,79
f32,179,37
f33,178,131
f34,217,183
f35,2,122
f36,217,299
f37,251,319
f38,25,353
f39,217,288
f40,225,274
f41,163,107
f42,94,243
f43,0,228
f44,2,346
f45,216,64
f46,110,340
f47,2,95
f48,218,118
f49,117,330
f50,74,133
f51,120,347
f52,117,318
f53,0,215
f54,78,250
f55,57,279
f56,40,209
f57,2,118
f58,163,42
f59,194,72
f60,176,322
f61,195,113
f62,186,342
f63,166,108
f64,71,81
f65,196,312
f66,74,126
f67,140,199
f68,238,190
f69,140,83
f70,186,174
f71,230,186
f72,149,297
f73,218,148
f74,97,198
f75,186,327
f76,176,283
f77,102,68
f78,94,332
f79,237,203
f80,5,324
f81,48,185
f82,126,193
f83,71,246
f84,79,361
f85,56,161
f86,28,266
f87,186,117
f88,84,79
f89,166,344
f90,212,72
f91,28,111
f92,109,29
f93,171,327
f94,202,275
f95,74,81
f96,209,239
f97,61,169
f98,239,291
f99,155,99
f100,33,186
f101,149,195
f102,10,175
f103,178,166
f104,101,202
f105,80,248
f106,156,373
f107,243,74
f108,94,122
f109,79,231
f110,48,106
f111,194,190
f112,2,262
f113,193,309
f114,125,213
f115,125,203
f116,25,154
f117,78,295
f118,5,273
f119,49,89
f120,130,224
f121,218,183
f122,117,86
f123,94,19
f124,16,219
f125,141,102
f126,80,365
f127,48,196
f128,218,204
f129,239,95
f130,57,205
f131,117,6
f132,48,238
f133,104,339
f134,189,82
f135,95,49
f136,78,279
f137,2,373
f138,186,278
f139,193,142
f140,57,215
f141,212,97
f142,186,309
f143,64,41
f144,140,89
f145,225,317
f146,80,265
f147,103,130
f148,102,115
f149,0,233
f150,9,117
f151,57,309
f152,233,271
f153,41,65
f154,10,225
f155,40,244
f156,176,77
f157,94,51
f158,51,136
f159,107,241
f160,107,366
f161,189,256
f162,163,237
f163,5,341
f164,34,221
f165,97,147
f166,239,352
f167,124,249
f168,219,320
f169,33,251
f170,150,290
f171,51,169
f172,209,357
f173,218,213
f174,233,173
f175,25,148
f176,33,314
f177,107,198
f178,117,279
f179,33,109
f180,163,207
f181,170,187
f182,230,353
f183,230,274
f184,186,166
f185,35,239
f186,143,293
f187,132,169
f188,31,268
f189,81,204
f190,120,288
f191,2,244
f192,71,133
f193,25,340
f194,71,319
f195,239,5
f196,28,302
f197,74,331
f198,94,264
f199,216,35
f200,140,177
f201,186,192
f202,117,23
f203,126,223
f204,34,268
f205,5,167
f206,120,366
f207,251,247
f208,117,204
f209,230,66
f210,86,28
f211,230,213
f212,209,231
f213,224,227
f214,218,190
f215,230,343
f216,120,319
f217,166,197
f218,63,126
f219,166,79
f220,189,127
f221,217,351
f222,71,274
f223,94,356
f224,189,353
f225,63,31
f226,57,287
f227,86,171
f228,153,175
f229,140,195
f230,230,36
f231,97,362
f232,140,334
f233,209,203
f234,56,200
f235,219,316
f236,199,271
f237,218,31
f238,102,178
f239,194,83
f240,143,267
f241,107,116
f242,94,239
f243,97,171
f244,230,106
f245,57,366
f246,109,19
f247,222,338
f248,25,333
f249,34,123
f250,71,22
f251,251,259
f252,163,307
f253,172,339
f254,25,304
f255,245,373
f256,5,277
f257,237,58
f258,143,201
f259,194,79
f260,25,179
f261,10,92
f262,5,264
f263,243,154
f264,193,295
f265,209,96
f266,140,136
f267,199,149
f268,80,231
f269,233,230
f270,199,242
f271,48,126
f272,34,254
f273,243,115
f274,245,332
f275,209,269
f276,195,261
f277,233,167
f278,130,325
f279,238,249
f280,233,74
f281,196,211
f282,230,121
f283,103,236
f284,209,338
f285,97,359
f286,57,187
f287,166,297
f288,166,158
f289,170,102
f290,195,121
f291,209,89
f292,146,86
f293,81,339
f294,41,27
f295,212,353
f296,103,367
f297,48,151
f298,81,328
f299,48,252
f300,2,61
f301,186,59
f302,77,292
f303,51,329
f304,233,370
f305,5,176
f306,233,233
f307,209,278
f308,17,73
f309,84,257
f310,195,29
f311,172,86
f312,25,203
f313,48,174
f314,243,250
f315,222,28
f316,212,192
f317,101,346
f318,216,198
f319,251,225
f320,74,137
f321,156,300
f322,38,185
f323,149,89
f324,17,61
f325,103,103
f326,217,246
f327,94,57
f328,230,47
f329,140,110
f330,225,33
f331,245,256
f332,5,235
f333,97,133
f334,97,191
f335,103,13
f336,189,102
f337,51,181
f338,31,178
f339,38,158
f340,117,335
f341,117,281
f342,239,59
f343,71,40
f344,71,149
f345,170,288
f346,94,55
f347,163,333
f348,243,177
f349,172,350
f350,163,161
f351,117,128
f352,163,99
f353,48,218
f354,251,351
f355,148,276
f356,103,294
f357,200,262
f358,126,364
f359,178,33
f360,10,205
f361,218,351
f362,173,323
f363,233,80
f364,78,264
f365,143,337
f366,166,250
f367,9,92
f368,84,81
f369,48,358
f370,233,169
f371,179,132
f372,48,342
f373,230,40
f374,216,210
f375,245,226
f376,194,318
f377,217,66
f378,11,225
f379,239,172
f380,25,310
f381,80,132
f382,194,327
f383,153,28
f384,40,210
f385,34,120
f386,209,280
f387,2,350
f388,225,69
f389,71,190
f390,101,112
f391,173,5
f392,71,154
f393,195,196
f394,125,333
f395,5,149
f396,117,170
f397,32,84
f398,163,142
f399,48,32
f400,63,59
f401,125,309
f402,209,305
f403,209,59
f404,34,309
f405,10,322
f406,94,175
f407,189,251
f408,80,339
f409,71,152
f410,239,347
f411,17,151
f412,49,46
f413,209,299
f414,209,293
f415,48,262
f416,144,380
f417,222,40
f418,79,258
f419,126,304
f420,5,173
f421,55,309
f422,251,187
f423,79,132
f424,222,340
f425,48,316
f426,216,88
f427,202,50
f428,238,112
f429,2,352
f430,84,83
f431,12,363
f432,126,263
f433,195,327
f434,107,349
f435,212,372
f436,212,360
f437,251,111
f438,243,207
f439,230,21
f440,251,119
f441,251,99
f442,71,23
f443,140,41
f444,149,81
f445,25,22
f446,186,225
f447,71,51
f448,132,229
f449,48,319
f450,32,258
f451,28,358
f452,237,231
f453,143,194
f454,233,299
f455,199,80
f456,107,324
f457,172,358
f458,10,133
f459,94,219
f460,28,150
f461,71,144
f462,186,142
f463,74,342
f464,25,225
f465,176,340
f466,243,218
f467,97,129
f468,189,335
f469,212,151
f470,25,160
f471,140,311
f472,25,103
f473,51,296
f474,107,342
f475,94,16
f476,57,258
f477,32,268
f478,2,325
f479,243,103
f480,48,203
f481,2,342
f482,166,318
f483,25,227
f484,80,217
f485,33,103
f486,57,274
f487,202,49
f488,193,238
f489,107,330
f490,149,20
f491,209,201
f492,63,110
f493,18,62
f494,18,39
f495,63,239
f496,71,186
f497,233,158
f498,120,221
f499,172,80
f500,61,141
f501,166,254
f502,38,124
f503,163,305
f504,63,57
f505,239,73
f506,86,178
f507,148,27
f508,230,24
f509,186,202
f510,172,329
