,coordinate1,coordinate2
f0,393,210
f1,148,133
f2,517,33
f3,235,305
f4,462,215
f5,561,29
f6,258,175
f7,623,194
f8,477,82
f9,603,276
f10,669,232
f11,360,287
f12,593,466
f13,455,554
f14,209,218
f15,171,25
f16,424,561
f17,147,478
f18,577,663
f19,270,555
f20,408,51
f21,133,32
f22,31,679
f23,301,369
f24,264,234
f25,240,492
f26,301,675
f27,294,554
f28,51,707
f29,2,482
f30,140,72
f31,452,422
f32,51,569
f33,719,682
f34,334,219
f35,278,511
f36,287,215
f37,163,381
f38,419,430
f39,0,372
f40,419,217
f41,5,177
f42,94,71
f43,270,105
f44,199,47
f45,209,644
f46,659,430
f47,523,480
f48,317,370
f49,400,26
f50,179,306
f51,523,90
f52,80,154
f53,564,273
f54,631,372
f55,646,167
f56,577,315
f57,218,280
f58,311,233
f59,719,61
f60,701,559
f61,278,465
f62,126,669
f63,126,147
f64,592,242
f65,94,192
f66,508,268
f67,48,307
f68,133,54
f69,124,492
f70,25,413
f71,25,306
f72,554,171
f73,57,17
f74,639,337
f75,102,643
f76,117,343
f77,524,414
f78,465,524
f79,130,362
f80,309,542
f81,262,240
f82,324,328
f83,672,334
f84,600,327
f85,356,273
f86,585,296
f87,636,478
f88,149,641
f89,340,326
f90,224,539
f91,630,605
f92,74,615
f93,593,673
f94,126,122
f95,462,596
f96,423,311
f97,646,429
f98,40,25
f99,265,70
f100,590,441
f101,626,609
f102,600,630
f103,264,110
f104,370,394
f105,48,44
f106,692,388
f107,248,49
f108,48,234
f109,692,301
f110,94,566
f111,695,342
f112,379,253
f113,291,155
f114,324,574
f115,94,312
f116,607,309
f117,708,118
f118,148,363
f119,148,121
f120,218,149
f121,676,618
f122,719,93
f123,84,532
f124,439,385
f125,521,54
f126,692,178
f127,569,495
f128,377,279
f129,646,88
f130,607,145
f131,426,566
f132,3,236
f133,87,520
f134,153,638
f135,631,614
f136,301,568
f137,71,611
f138,240,109
f139,623,437
f140,271,694
f141,293,54
f142,416,103
f143,563,221
f144,11,119
f145,278,126
f146,218,651
f147,186,408
f148,301,32
f149,569,498
f150,120,432
f151,600,308
f152,600,565
f153,163,235
f154,370,80
f155,224,557
f156,224,143
f157,48,242
f158,32,498
