,coordinate1,coordinate2
c0,7791,9258
c1,7550,10147
c2,7451,9172
c3,7163,5813
c4,6159,5648
c5,8246,9035
c6,7637,7007
c7,7634,10312
c8,5997,5884
c9,6087,6150
c10,7154,10180
c11,6942,6926
c12,7061,6517
c13,8174,8587
c14,5829,6726
c15,7739,7213
c16,6615,6083
c17,8695,7548
c18,6215,6692
c19,6570,6434
c20,7234,6736
c21,7171,6319
c22,6922,6692
c23,8221,8205
c24,8900,6779
c25,8043,6499
c26,7398,6218
c27,6236,7138
c28,7509,8538
c29,7298,6658
c30,7160,8432
c31,7854,9200
c32,6326,7607
c33,7860,6289
c34,7818,9330
c35,6204,7409
c36,8027,6407
c37,6160,6791
c38,7709,6959
c39,8257,7853
c40,6471,6137
c41,8304,9553
c42,7490,9669
c43,8515,7955
c44,8581,7836
c45,8044,7166
c46,5986,7076
c47,6299,6150
c48,5844,6160
c49,8261,6832
c50,8185,8800
c51,7200,8201
c52,7721,9002
c53,7025,6202
c54,7359,9431
c55,7634,9382
c56,7266,7627
c57,8129,7756
c58,7648,6522
c59,8283,7712
c60,7937,9851
c61,6491,6380
c62,7132,9522
c63,8671,7628
c64,6441,6368
c65,7889,6310
c66,6217,5701
c67,6135,9206
c68,7007,6373
c69,7857,7279
c70,6434,9320
c71,7310,7306
c72,6406,6478
c73,6201,9320
c74,8781,6966
c75,6398,7124
c76,8002,6729
c77,6973,5987
c78,8352,9838
c79,7507,6263
c80,8371,7312
c81,7504,6576
c82,6097,7071
c83,6607,6497
c84,6588,7396
c85,8198,8972
c86,7386,9968
c87,8216,7851
c88,7382,8209
c89,8494,6589
c90,7770,6022
c91,6624,9369
c92,7210,9839
c93,5838,6281
c94,6514,9101
c95,5813,6159
c96,8977,6873
c97,8138,7099
c98,6694,7511
c99,7597,8612
c100,7745,9610
c101,7963,9710
c102,7865,8725
c103,7921,7444
c104,7890,7463
c105,6770,7869
c106,6362,8184
c107,6431,9613
c108,8797,7280
c109,8533,8016
c110,8072,9988
c111,7336,6488
c112,8353,7958
c113,7802,7378
c114,6190,9562
c115,6626,9308
c116,7929,10032
c117,6778,5837
c118,7503,8912
c119,8752,7389
c120,6632,9632
c121,7938,10528
c122,5917,6568
c123,6376,9712
c124,5822,6200
c125,7676,8879
c126,8347,8322
c127,8487,6518
c128,6477,8088
c129,7526,6992
c130,6415,5811
c131,6574,7253
