,coordinate1,coordinate2
c0,147,174
c1,112,232
c2,62,208
c3,49,161
c4,103,214
c5,128,298
c6,24,426
c7,15,180
c8,62,327
c9,143,414
c10,24,378
c11,24,310
c12,2,172
c13,134,233
c14,149,110
c15,15,176
c16,24,377
c17,105,300
c18,125,323
c19,77,104
c20,153,30
c21,37,208
c22,90,107
c23,134,307
c24,127,246
c25,149,159
c26,39,105
c27,115,439
c28,134,193
c29,0,52
c30,68,66
c31,115,374
c32,39,277
c33,37,399
c34,46,158
c35,24,60
c36,112,64
c37,135,35
c38,90,182
c39,127,296
c40,84,324
c41,134,119
c42,49,81
c43,105,57
c44,10,149
c45,68,288
c46,37,288
c47,2,322
c48,55,425
c49,9,174
c50,90,418
c51,49,85
c52,141,142
c53,71,102
c54,127,111
c55,105,63
c56,2,181
c57,32,289
c58,83,237
c59,24,284
c60,49,6
c61,24,295
c62,83,387
c63,68,99
c64,49,289
c65,2,144
c66,18,309
c67,71,130
c68,93,89
c69,143,177
c70,97,137
c71,49,372
c72,55,134
c73,134,405
c74,134,318
c75,143,227
c76,81,267
c77,62,166
c78,18,227
c79,93,237
c80,59,239
c81,24,283
c82,112,300
c83,46,399
c84,5,160
c85,121,285
c86,18,373
c87,2,285
c88,103,187
c89,141,122
c90,68,138
c91,59,354
c92,112,111
c93,68,123
c94,149,29
c95,5,182
c96,142,185
c97,24,381
c98,153,90
c99,68,377
c100,106,249
c101,84,310
c102,55,348
c103,153,300
c104,55,22
c105,2,199
c106,2,135
c107,17,285
c108,125,351
c109,144,203
c110,105,329
c111,112,181
c112,105,95
c113,49,280
c114,121,411
c115,76,192
c116,53,79
c117,119,289
c118,143,252
c119,93,385
c120,5,435
c121,27,439
c122,83,255
c123,40,368
c124,112,424
c125,40,280
c126,147,141
c127,46,285
c128,68,426
c129,142,355
c130,150,78
c131,96,392
c132,46,348
c133,93,395
c134,55,91
c135,47,33
c136,153,138
c137,97,422
c138,84,308
c139,83,48
c140,112,123
c141,115,409
c142,115,414
c143,53,164
c144,81,316
c145,99,420
c146,90,422
c147,39,409
c148,137,389
c149,46,93
c150,18,394
c151,46,41
c152,76,154
c153,90,190
c154,93,373
c155,31,219
c156,119,137
c157,81,212
c158,128,81
c159,90,303
c160,59,259
c161,134,125
c162,75,200
c163,121,160
c164,105,264
c165,24,134
c166,134,445
c167,112,347
c168,2,310
c169,75,295
c170,27,239
c171,90,274
c172,134,154
c173,90,150
c174,55,101
c175,49,361
c176,83,385
c177,134,400
c178,84,160
c179,134,42
c180,68,436
c181,90,198
c182,119,130
c183,147,230
c184,37,385
c185,103,120
c186,134,279
c187,68,236
c188,115,159
c189,81,105
c190,112,145
c191,99,226
c192,125,174
c193,112,302
c194,24,165
c195,62,94
c196,24,293
c197,24,142
c198,61,77
c199,68,71
c200,125,168
c201,46,39
c202,105,164
c203,39,376
c204,46,31
c205,68,399
c206,84,196
c207,27,142
c208,90,78
c209,33,289
c210,106,294
c211,134,109
c212,75,84
c213,30,286
c214,37,136
c215,153,120
c216,2,338
c217,76,176
c218,115,401
c219,90,122
c220,125,148
c221,153,234
c222,2,232
c223,149,83
c224,62,55
c225,134,191
c226,103,319
c227,137,412
c228,17,310
c229,68,270
c230,147,228
c231,127,434
c232,84,180
c233,134,285
c234,71,229
c235,99,255
c236,56,286
c237,24,373
c238,137,261
c239,134,393
c240,18,326
c241,61,9
