,coordinate1,coordinate2
f0,130,155
f1,33,164
f2,56,104
f3,148,41
f4,48,516
f5,10,388
f6,171,443
f7,140,116
f8,247,237
f9,33,18
f10,48,187
f11,148,52
f12,291,228
f13,9,377
f14,288,318
f15,287,386
f16,25,291
f17,57,459
f18,268,406
f19,281,458
f20,269,296
f21,189,53
f22,31,437
f23,56,288
f24,268,317
f25,299,271
f26,57,113
f27,222,11
f28,278,443
f29,126,450
f30,148,398
f31,288,72
f32,48,397
f33,140,36
f34,126,157
f35,56,310
f36,199,260
f37,255,462
f38,262,76
f39,61,154
f40,117,211
f41,133,332
f42,286,350
f43,235,530
f44,225,223
f45,245,321
f46,186,418
f47,74,138
f48,278,10
f49,264,501
f50,81,465
f51,2,32
f52,193,488
f53,2,101
f54,28,241
f55,117,87
f56,271,111
f57,120,279
f58,163,323
f59,78,503
f60,31,453
f61,299,473
f62,140,404
f63,48,208
f64,0,113
f65,209,519
f66,71,400
f67,194,494
f68,278,433
f69,287,90
f70,48,178
f71,156,322
f72,163,253
f73,33,42
f74,109,88
f75,107,67
f76,286,396
f77,120,449
f78,201,339
f79,155,348
f80,74,18
f81,41,318
f82,285,418
f83,178,186
f84,287,199
f85,241,403
f86,163,302
f87,97,299
f88,258,227
f89,248,130
f90,281,209
f91,10,184
f92,255,448
f93,123,514
f94,94,456
f95,281,134
f96,217,309
f97,102,514
f98,240,383
f99,124,429
f100,147,41
f101,171,486
f102,10,101
f103,103,483
f104,235,518
f105,291,71
f106,124,39
f107,291,387
f108,71,156
f109,299,521
f110,258,364
f111,5,127
f112,186,520
f113,241,187
f114,199,365
f115,102,507
f116,245,292
f117,171,362
f118,2,380
f119,246,353
f120,132,144
f121,102,505
f122,255,494
f123,195,122
f124,11,364
f125,78,507
f126,199,36
f127,51,241
f128,57,455
f129,44,543
f130,258,13
f131,218,408
f132,95,213
f133,140,123
f134,11,210
f135,179,301
f136,101,507
f137,120,63
f138,5,379
f139,143,471
f140,224,43
f141,48,407
f142,15,152
f143,224,145
f144,176,460
f145,217,273
f146,176,254
f147,130,513
f148,149,489
f149,262,330
f150,48,101
f151,245,133
f152,56,42
f153,120,372
f154,5,186
f155,222,432
f156,235,419
f157,291,349
f158,194,358
f159,117,409
f160,212,263
f161,255,44
f162,239,98
f163,278,294
f164,268,269
f165,292,487
f166,133,404
f167,74,401
f168,61,434
f169,140,19
f170,33,343
f171,126,334
f172,248,117
f173,262,244
f174,25,198
f175,132,110
f176,170,493
f177,124,308
f178,109,147
f179,242,257
f180,0,398
f181,84,468
f182,103,507
f183,77,430
f184,123,283
f185,241,512
f186,202,194
f187,94,360
f188,235,279
f189,232,404
f190,278,259
f191,294,146
f192,232,377
f193,166,135
f194,71,22
f195,155,224
f196,189,437
f197,291,456
f198,217,491
f199,5,211
f200,132,73
f201,281,182
f202,34,18
f203,117,393
f204,278,31
f205,232,354
f206,199,234
f207,120,194
f208,102,510
f209,140,189
f210,232,42
f211,28,198
f212,74,232
f213,32,244
f214,55,213
f215,286,30
f216,9,497
f217,187,326
f218,28,270
f219,209,140
f220,2,56
f221,209,439
f222,25,298
f223,143,64
f224,193,27
f225,241,482
f226,133,419
f227,225,29
f228,94,512
f229,140,15
f230,264,340
f231,258,508
f232,74,468
f233,209,177
f234,287,331
f235,51,446
f236,2,352
f237,71,68
f238,143,399
f239,232,205
f240,133,330
f241,217,473
f242,225,269
f243,201,246
f244,87,252
f245,245,197
f246,94,186
f247,215,85
f248,5,174
f249,109,80
f250,286,503
f251,248,473
f252,225,292
f253,2,297
f254,287,391
f255,178,90
f256,281,449
f257,38,512
f258,57,153
f259,239,488
f260,25,21
f261,225,227
f262,209,528
f263,186,528
f264,258,408
f265,147,68
f266,107,484
f267,189,55
f268,28,299
f269,225,486
f270,28,56
f271,194,421
f272,258,64
f273,287,335
f274,163,154
f275,87,517
f276,41,117
f277,240,33
f278,222,312
f279,224,199
f280,143,79
f281,25,110
f282,15,174
f283,176,48
f284,87,466
f285,156,450
f286,147,35
f287,212,140
f288,25,45
f289,63,137
f290,32,530
f291,212,445
f292,79,27
f293,178,210
f294,264,250
f295,186,293
f296,245,50
f297,2,260
f298,299,272
f299,102,348
f300,240,27
f301,241,85
f302,55,170
f303,5,41
f304,202,91
