,coordinate1,coordinate2
f0,2628,7341
f1,8273,7454
f2,12413,20626
f3,14388,4267
f4,10780,18649
f5,840,8738
f6,10265,2483
f7,12018,17228
f8,2956,6490
f9,12802,20222
f10,11054,11019
f11,2765,12871
f12,4246,5278
f13,2297,9889
f14,2753,8059
f15,8266,21164
f16,9704,11353
f17,10292,13636
f18,8566,10757
f19,12690,9968
f20,12507,6975
f21,1361,8760
f22,13504,17129
f23,3437,8698
f24,7957,665
f25,10293,12072
f26,3445,9535
f27,10486,13753
f28,11851,20831
f29,1972,9604
f30,10958,10598
f31,5796,21545
f32,4061,9913
f33,734,11618
f34,6950,21495
f35,4180,10839
f36,12691,19507
f37,14752,10503
f38,12875,12896
f39,7443,3813
f40,9861,11406
f41,11120,10059
f42,14177,1586
f43,4042,16558
f44,10619,11669
f45,6340,4687
f46,8999,6443
f47,7820,3525
f48,4593,1636
f49,2974,9150
f50,7936,7924
f51,14041,19191
f52,9606,8938
f53,12590,11094
f54,11959,19644
f55,14006,13835
f56,12642,10694
f57,12347,9683
f58,14689,12223
f59,11760,11459
f60,14036,9598
f61,9589,19885
f62,16158,12844
f63,3367,6592
f64,15597,18825
f65,7706,22357
f66,15611,10734
f67,3869,5541
f68,11517,9073
f69,14815,15150
f70,17995,12497
f71,10624,10389
f72,1001,8800
f73,9051,8952
f74,10258,15799
f75,7033,7458
f76,10314,5982
f77,13199,12932
f78,14608,4189
f79,7799,20616
f80,7879,20703
f81,11400,14417
f82,11831,9094
f83,10603,17078
f84,9462,10945
f85,1268,8588
f86,14064,2441
f87,3096,7462
f88,8818,19876
f89,5272,8594
f90,5811,13530
f91,11412,21150
f92,9756,19781
f93,13720,15279
f94,6432,8076
f95,9913,6845
f96,11290,15085
f97,15100,11309
f98,8282,6425
f99,7901,22373
f100,16030,11812
f101,2041,8107
f102,991,8368
f103,6434,4740
f104,10316,2766
f105,10518,11463
f106,535,8071
f107,11661,19788
f108,12746,17325
f109,14606,22161
f110,14275,14589
f111,1156,6958
f112,9915,16211
f113,1223,7241
