,area
c0,1
c1,1
c2,0
c3,2
c4,2
c5,2
c6,0
c7,1
c8,2
c9,0
c10,2
c11,0
c12,1
c13,2
c14,2
c15,0
c16,3
c17,2
c18,0
c19,2
c20,1
c21,1
c22,1
c23,2
c24,3
c25,2
c26,1
c27,1
c28,2
c29,0
c30,2
c31,0
c32,2
c33,1
c34,2
c35,1
c36,2
c37,0
c38,2
c39,1
c40,1
c41,1
c42,1
c43,2
c44,2
c45,0
c46,0
c47,2
c48,0
c49,0
c50,0
c51,1
c52,1
c53,0
c54,1
c55,3
c56,0
c57,3
c58,2
c59,2
c60,1
c61,1
c62,3
c63,1
c64,0
c65,0
c66,2
c67,1
c68,0
c69,2
c70,0
c71,2
c72,2
c73,0
c74,1
c75,0
c76,2
c77,2
c78,0
c79,0
c80,2
c81,2
c82,0
c83,0
c84,3
c85,2
c86,0
c87,0
c88,2
c89,0
c90,3
c91,2
c92,1
c93,0
c94,0
c95,2
c96,3
c97,0
c98,0
c99,2
c100,2
c101,3
c102,1
c103,2
c104,0
c105,0
c106,2
c107,2
c108,3
c109,0
c110,1
c111,3
c112,2
c113,3
c114,0
c115,0
c116,1
c117,0
c118,2
c119,1
c120,0
c121,1
c122,3
c123,0
c124,0
c125,2
c126,2
c127,1
c128,0
c129,0
c130,2
c131,0
c132,0
c133,2
c134,0
c135,3
c136,2
c137,0
c138,2
c139,3
c140,1
c141,2
c142,1
c143,1
c144,2
c145,0
c146,2
c147,2
c148,2
c149,0
c150,1
c151,0
c152,0
c153,2
c154,1
c155,0
c156,0
c157,0
c158,3
c159,2
c160,2
c161,1
c162,2
c163,2
c164,3
c165,3
c166,2
c167,1
c168,1
c169,1
c170,2
c171,0
c172,0
c173,2
c174,0
c175,3
c176,0
c177,0
c178,0
c179,1
c180,1
c181,0
c182,1
c183,0
c184,0
c185,2
c186,0
c187,0
c188,2
c189,2
c190,3
c191,0
c192,3
c193,0
c194,2
c195,0
c196,1
c197,1
c198,1
c199,1
c200,1
c201,0
c202,2
c203,0
c204,1
c205,2
c206,1
c207,0
c208,0
c209,3
c210,2
c211,1
c212,0
c213,0
c214,0
c215,0
c216,0
c217,0
c218,3
c219,1
c220,1
c221,3
c222,2
c223,2
c224,0
c225,3
c226,3
c227,3
c228,0
c229,0
c230,0
c231,3
c232,0
c233,1
c234,0
c235,0
c236,1
c237,1
c238,0
c239,2
c240,1
c241,2
c242,0
c243,2
c244,0
c245,3
c246,2
c247,1
c248,1
c249,0
c250,0
c251,0
c252,0
c253,1
c254,0
c255,2
c256,0
c257,3
c258,0
c259,3
c260,1
c261,2
c262,2
c263,3
c264,1
c265,1
c266,2
c267,3
c268,0
c269,2
c270,0
c271,2
c272,3
c273,1
c274,0
c275,0
c276,2
c277,1
c278,1
c279,2
c280,0
c281,0
c282,0
c283,2
c284,0
c285,0
c286,2
c287,2
c288,0
c289,0
c290,0
c291,0
c292,1
c293,3
c294,1
c295,1
c296,0
c297,0
c298,2
c299,2
c300,0
c301,1
c302,0
c303,2
c304,2
c305,1
c306,0
c307,3
c308,2
c309,2
c310,1
c311,1
c312,0
c313,1
c314,0
c315,0
c316,1
c317,0
c318,1
c319,1
c320,0
c321,1
c322,1
c323,1
c324,0
c325,0
c326,3
c327,0
c328,3
c329,2
c330,0
c331,0
c332,2
c333,3
c334,1
c335,0
c336,1
c337,2
c338,3
c339,2
c340,1
c341,2
c342,2
c343,2
c344,2
c345,0
c346,0
c347,1
c348,2
c349,3
c350,2
c351,2
c352,2
c353,2
c354,3
c355,3
c356,3
c357,2
c358,3
c359,2
c360,2
c361,0
c362,0
c363,1
c364,1
c365,0
c366,2
c367,1
c368,0
c369,0
c370,2
c371,1
c372,0
c373,0
c374,3
c375,3
c376,3
c377,2
c378,0
c379,3
c380,0
c381,1
c382,3
c383,1
c384,2
c385,2
c386,2
c387,3
c388,2
c389,2
c390,1
c391,2
c392,3
c393,0
c394,1
c395,1
c396,0
c397,1
c398,1
c399,1
c400,1
c401,0
c402,3
c403,2
c404,0
c405,2
c406,0
c407,2
c408,0
c409,1
c410,1
c411,0
c412,1
c413,2
c414,1
c415,0
c416,2
c417,3
c418,1
c419,2
c420,1
c421,1
c422,1
c423,0
c424,0
c425,2
c426,1
c427,0
c428,1
c429,1
c430,0
c431,0
c432,0
c433,0
c434,3
c435,0
c436,2
c437,3
c438,0
c439,3
c440,2
c441,1
c442,0
c443,2
c444,3
c445,0
c446,2
c447,2
c448,0
c449,1
c450,0
c451,2
c452,0
c453,2
c454,1
c455,0
c456,1
c457,3
c458,2
c459,2
c460,1
c461,0
c462,0
c463,0
c464,2
c465,1
c466,1
c467,3
c468,3
c469,1
c470,0
c471,1
c472,0
c473,2
c474,0
c475,2
c476,0
c477,0
c478,0
c479,0
c480,0
c481,2
c482,3
c483,0
c484,2
c485,0
c486,1
c487,2
c488,3
c489,1
c490,1
c491,2
c492,0
c493,2
c494,0
c495,1
c496,0
c497,2
c498,1
c499,0
