,area
c0,2
c1,2
c2,2
c3,3
c4,3
c5,2
c6,0
c7,2
c8,3
c9,3
c10,2
c11,3
c12,3
c13,2
c14,3
c15,0
c16,3
c17,0
c18,3
c19,3
c20,3
c21,3
c22,3
c23,0
c24,0
c25,0
c26,3
c27,3
c28,1
c29,3
c30,1
c31,2
c32,1
c33,0
c34,2
c35,3
c36,0
c37,3
c38,0
c39,0
c40,3
c41,2
c42,2
c43,0
c44,0
c45,0
c46,3
c47,3
c48,3
c49,0
c50,2
c51,1
c52,2
c53,3
c54,2
c55,2
c56,1
c57,0
c58,0
c59,0
c60,2
c61,3
c62,2
c63,0
c64,3
c65,0
c66,3
c67,1
c68,3
c69,0
c70,2
c71,0
c72,3
c73,1
c74,0
c75,3
c76,0
c77,3
c78,2
c79,3
c80,0
c81,3
c82,3
c83,3
c84,3
c85,2
c86,2
c87,0
c88,1
c89,0
c90,3
c91,2
c92,2
c93,3
c94,1
c95,3
c96,0
c97,0
c98,1
c99,1
c100,2
c101,2
c102,2
c103,0
c104,0
c105,1
c106,1
c107,2
c108,0
c109,0
c110,2
c111,3
c112,0
c113,0
c114,2
c115,2
c116,2
c117,3
c118,2
c119,0
c120,2
c121,2
c122,3
c123,2
c124,3
c125,2
c126,0
c127,0
c128,1
c129,0
c130,3
c131,3
c132,3
c133,3
c134,1
c135,0
c136,3
c137,1
c138,0
c139,2
c140,3
c141,3
c142,0
c143,3
c144,3
c145,1
c146,0
c147,3
c148,3
c149,2
c150,1
c151,2
c152,1
c153,3
c154,3
c155,2
c156,3
c157,3
c158,2
c159,3
c160,2
c161,3
c162,0
c163,3
c164,1
c165,3
c166,1
c167,3
c168,3
c169,3
c170,1
c171,0
c172,2
c173,3
c174,1
c175,1
c176,3
c177,3
c178,2
c179,3
c180,1
c181,3
c182,0
c183,2
c184,2
c185,0
c186,0
c187,0
c188,0
c189,2
c190,3
c191,1
c192,3
c193,1
c194,3
c195,3
c196,2
c197,3
c198,2
c199,3
c200,0
c201,3
c202,0
c203,1
c204,1
c205,0
c206,0
c207,2
c208,0
c209,3
c210,1
c211,3
c212,1
c213,3
c214,0
c215,0
c216,0
c217,1
c218,0
c219,3
c220,0
c221,3
c222,3
c223,0
c224,2
c225,1
c226,0
c227,0
c228,2
c229,0
c230,3
c231,3
c232,3
c233,0
c234,0
c235,3
c236,2
c237,2
c238,3
c239,1
c240,0
c241,3
c242,3
c243,2
c244,1
c245,0
c246,1
c247,3
c248,0
c249,3
c250,0
c251,1
c252,2
c253,0
c254,1
c255,3
c256,0
c257,3
c258,2
c259,0
c260,3
c261,3
c262,3
c263,2
c264,0
c265,1
c266,3
c267,3
c268,2
c269,3
c270,1
c271,1
c272,2
c273,2
c274,3
c275,2
c276,0
c277,2
c278,0
c279,0
c280,3
c281,1
c282,0
c283,1
c284,3
c285,2
c286,0
c287,3
c288,2
c289,1
c290,2
c291,1
c292,1
c293,3
c294,3
c295,3
c296,0
c297,1
c298,1
c299,3
c300,3
c301,2
c302,0
c303,3
c304,3
c305,3
c306,0
c307,1
c308,0
c309,0
c310,2
c311,3
c312,1
c313,2
c314,0
c315,1
c316,0
c317,0
c318,2
c319,1
