,area
f0,2
f1,1
f2,2
f3,3
f4,3
f5,0
f6,0
f7,2
f8,2
f9,0
f10,1
f11,2
f12,2
f13,0
f14,1
f15,0
f16,1
f17,1
f18,1
f19,3
f20,0
f21,1
f22,2
f23,2
f24,1
f25,2
f26,2
f27,1
f28,0
f29,0
f30,2
f31,0
f32,2
f33,3
f34,0
f35,2
f36,2
f37,0
f38,3
f39,1
f40,2
f41,0
f42,0
f43,1
f44,2
f45,2
f46,0
f47,2
f48,0
f49,2
f50,2
f51,1
f52,0
f53,2
f54,0
f55,0
f56,0
f57,2
f58,2
f59,1
f60,1
f61,1
f62,2
f63,2
f64,2
f65,2
f66,3
f67,0
f68,1
f69,3
f70,3
f71,0
f72,0
f73,3
f74,0
f75,0
f76,0
f77,2
f78,2
f79,0
f80,3
f81,2
f82,2
f83,0
f84,2
f85,0
f86,3
f87,0
f88,0
f89,0
f90,2
f91,0
f92,1
f93,1
f94,0
f95,1
f96,0
f97,1
f98,2
f99,3
f100,2
f101,1
f102,2
f103,3
f104,2
f105,2
f106,0
f107,0
f108,0
f109,1
f110,2
f111,1
f112,0
f113,0
f114,1
f115,0
f116,0
f117,2
f118,1
f119,0
f120,3
f121,2
f122,2
f123,2
f124,1
f125,1
f126,2
f127,1
f128,2
f129,2
f130,3
f131,2
f132,1
f133,0
f134,1
f135,0
f136,3
f137,2
f138,0
f139,3
f140,2
f141,0
f142,2
f143,1
f144,1
f145,1
f146,0
f147,0
f148,0
f149,3
f150,3
f151,2
f152,1
f153,2
f154,0
f155,2
f156,1
f157,0
f158,1
f159,2
f160,2
f161,3
f162,2
f163,0
f164,1
f165,3
f166,3
f167,2
f168,3
f169,1
f170,3
f171,2
f172,2
f173,2
f174,3
f175,0
f176,1
f177,3
f178,1
f179,3
f180,0
f181,2
f182,0
f183,2
f184,2
f185,1
f186,3
f187,0
f188,2
f189,0
f190,1
f191,3
f192,1
f193,2
f194,3
f195,1
f196,2
f197,3
f198,1
f199,2
f200,0
f201,2
f202,0
f203,1
f204,2
f205,2
f206,3
f207,3
f208,0
f209,1
f210,1
f211,0
f212,2
f213,0
f214,0
f215,0
f216,0
f217,1
f218,0
f219,1
f220,2
f221,1
f222,0
f223,1
f224,3
f225,0
f226,1
f227,2
f228,0
f229,0
f230,1
f231,1
f232,1
f233,1
f234,0
f235,3
f236,2
f237,2
f238,0
f239,2
f240,1
f241,2
f242,2
f243,2
f244,0
f245,0
f246,2
f247,0
f248,2
f249,2
f250,3
f251,0
f252,2
f253,0
f254,3
f255,2
f256,3
f257,2
f258,2
f259,1
f260,2
f261,1
f262,1
f263,3
f264,2
f265,2
f266,2
f267,2
f268,0
f269,2
f270,0
f271,3
f272,1
f273,1
f274,1
f275,2
f276,0
f277,3
f278,1
f279,2
f280,2
f281,1
f282,3
f283,1
f284,1
f285,2
f286,2
f287,1
f288,2
f289,2
f290,3
f291,1
f292,2
f293,1
f294,1
f295,2
f296,2
f297,2
f298,1
f299,1
f300,2
f301,0
f302,0
f303,2
f304,1
f305,0
f306,1
f307,2
f308,3
f309,2
f310,2
f311,1
f312,2
f313,2
f314,3
f315,0
f316,0
f317,1
f318,3
f319,1
f320,1
f321,2
f322,2
f323,0
f324,0
f325,1
f326,2
f327,2
f328,3
f329,1
f330,2
f331,2
f332,3
f333,2
f334,1
f335,1
f336,0
f337,0
f338,1
f339,0
f340,1
f341,3
f342,2
f343,0
f344,0
f345,0
f346,2
f347,0
f348,2
f349,0
f350,0
f351,0
f352,2
f353,1
f354,2
f355,3
f356,3
f357,2
f358,1
f359,3
f360,2
f361,2
f362,1
f363,3
f364,1
f365,0
f366,2
f367,1
f368,1
f369,0
f370,0
f371,3
f372,1
f373,0
f374,1
f375,0
f376,2
f377,2
f378,1
f379,2
f380,0
f381,2
f382,1
f383,0
f384,1
f385,0
f386,1
f387,0
f388,1
f389,3
f390,0
f391,2
f392,2
f393,2
f394,0
f395,2
f396,1
f397,0
f398,0
f399,1
f400,0
f401,2
f402,2
f403,1
f404,1
f405,2
f406,1
f407,2
f408,2
f409,0
f410,0
f411,2
f412,0
f413,0
f414,0
f415,2
f416,0
f417,2
f418,0
f419,1
f420,0
f421,0
f422,0
f423,0
f424,1
f425,2
f426,2
f427,0
f428,3
f429,0
f430,3
f431,0
f432,2
f433,1
f434,0
f435,0
f436,2
f437,0
f438,0
f439,0
f440,0
f441,0
f442,0
f443,2
f444,2
f445,2
f446,2
f447,0
f448,0
f449,3
f450,0
f451,1
f452,0
f453,1
f454,2
f455,2
f456,0
f457,0
f458,2
f459,3
f460,2
f461,2
f462,0
f463,0
f464,1
f465,2
f466,0
f467,1
f468,0
f469,0
f470,1
f471,0
f472,0
f473,1
f474,2
f475,1
f476,0
f477,2
f478,0
f479,1
f480,2
f481,1
f482,2
f483,1
f484,2
f485,2
f486,0
f487,0
f488,1
f489,1
f490,2
f491,1
f492,1
f493,2
f494,0
f495,1
f496,1
f497,0
f498,1
f499,3
