,area
c0,1
c1,1
c2,1
c3,0
c4,1
c5,1
c6,1
c7,0
c8,0
c9,0
c10,1
c11,0
c12,1
c13,0
c14,1
c15,0
c16,0
c17,0
c18,1
c19,0
c20,0
c21,0
c22,1
c23,0
c24,1
c25,1
c26,1
c27,0
c28,1
c29,1
c30,0
c31,1
c32,0
c33,1
c34,1
c35,1
c36,1
c37,0
c38,0
c39,0
c40,0
c41,1
c42,1
c43,0
c44,1
c45,1
c46,1
c47,1
c48,0
c49,1
c50,0
c51,0
c52,0
c53,0
c54,1
c55,1
c56,1
c57,1
c58,1
c59,1
c60,1
c61,1
c62,0
c63,0
c64,1
c65,1
c66,0
c67,0
c68,0
c69,1
c70,0
c71,1
c72,1
c73,1
c74,1
c75,1
c76,1
c77,0
c78,0
c79,0
c80,0
c81,1
c82,0
c83,1
c84,0
c85,1
c86,1
c87,1
c88,1
c89,0
c90,1
c91,1
c92,0
c93,0
c94,1
c95,1
c96,0
c97,0
c98,1
c99,1
c100,1
c101,1
c102,0
c103,1
c104,0
c105,1
c106,0
c107,0
c108,1
c109,0
c110,1
c111,1
c112,0
c113,1
c114,0
c115,1
c116,1
c117,0
c118,1
c119,1
c120,1
c121,1
c122,1
c123,1
c124,0
c125,1
c126,1
c127,0
c128,0
c129,0
c130,1
c131,1
c132,1
c133,0
c134,1
c135,0
c136,1
c137,0
c138,0
c139,1
c140,1
c141,1
c142,1
c143,1
c144,1
c145,1
c146,1
c147,1
c148,1
c149,0
c150,1
c151,1
c152,0
c153,0
c154,1
c155,0
c156,1
c157,0
c158,1
c159,1
c160,0
c161,1
c162,1
c163,1
c164,1
c165,0
c166,0
c167,0
c168,1
c169,1
c170,0
c171,0
c172,0
c173,1
c174,0
c175,1
c176,0
c177,1
c178,1
c179,1
c180,1
c181,1
c182,0
c183,0
c184,1
c185,0
c186,0
c187,0
c188,1
c189,0
c190,0
c191,1
c192,0
c193,0
c194,1
c195,1
c196,1
c197,0
c198,0
c199,1
c200,1
c201,0
c202,1
c203,0
c204,0
c205,0
c206,1
c207,0
c208,1
c209,1
c210,0
c211,1
c212,1
c213,1
c214,0
c215,1
c216,0
c217,1
c218,1
c219,1
c220,0
c221,0
c222,1
c223,1
c224,1
c225,0
c226,1
c227,1
c228,1
c229,1
c230,0
c231,1
c232,1
c233,0
c234,0
c235,0
c236,1
c237,0
c238,0
c239,1
c240,0
c241,0
c242,1
c243,0
c244,1
c245,1
c246,1
c247,1
c248,1
c249,1
c250,1
c251,1
c252,1
c253,1
c254,0
c255,0
c256,1
c257,1
c258,0
c259,1
c260,0
c261,0
c262,0
c263,1
c264,0
c265,0
c266,0
c267,1
c268,0
c269,1
c270,0
c271,0
c272,0
