,area
f0,1
f1,1
f2,1
f3,0
f4,0
f5,1
f6,0
f7,1
f8,0
f9,0
f10,0
f11,1
f12,0
f13,0
f14,1
f15,0
f16,0
f17,0
f18,1
f19,0
f20,1
f21,0
f22,0
f23,0
f24,1
f25,1
f26,0
f27,0
f28,1
f29,1
f30,1
f31,1
f32,0
f33,0
f34,1
f35,1
f36,1
f37,0
f38,0
f39,1
f40,1
f41,0
f42,0
f43,0
f44,1
f45,1
f46,0
f47,1
f48,0
f49,1
f50,1
f51,0
f52,1
f53,0
f54,0
f55,1
f56,0
f57,1
f58,0
f59,0
f60,0
f61,1
f62,1
f63,1
f64,0
f65,1
f66,0
f67,0
f68,1
f69,0
f70,0
f71,1
f72,0
f73,0
f74,0
f75,0
f76,0
f77,0
f78,1
f79,1
f80,0
f81,1
f82,0
f83,0
f84,0
f85,0
f86,1
f87,0
f88,1
f89,1
f90,0
f91,0
f92,0
f93,0
f94,1
f95,1
f96,0
f97,0
f98,1
f99,1
f100,0
f101,1
f102,0
f103,1
f104,0
f105,0
f106,1
f107,1
f108,0
f109,0
f110,0
f111,0
f112,1
f113,0
f114,1
f115,1
f116,1
f117,1
f118,1
f119,1
f120,1
f121,1
f122,0
f123,0
f124,0
f125,0
f126,1
f127,0
f128,0
f129,0
f130,0
f131,1
f132,1
f133,0
f134,0
f135,1
f136,1
f137,1
f138,0
f139,0
f140,1
f141,0
f142,1
f143,0
f144,1
f145,1
f146,1
f147,1
f148,1
f149,0
f150,1
f151,0
f152,1
f153,0
f154,1
f155,1
f156,0
f157,1
f158,1
f159,1
f160,1
f161,0
f162,1
f163,0
f164,1
f165,0
f166,0
f167,1
f168,1
f169,1
f170,1
f171,0
f172,0
f173,0
f174,0
f175,0
f176,1
f177,1
f178,1
f179,1
f180,1
f181,1
f182,0
f183,1
f184,1
f185,1
f186,0
f187,0
f188,1
f189,0
f190,1
f191,1
f192,0
f193,0
f194,0
f195,0
f196,0
f197,0
f198,1
f199,0
f200,0
f201,1
f202,1
f203,0
f204,0
f205,0
f206,1
f207,1
f208,1
f209,1
f210,0
f211,1
f212,0
f213,0
f214,1
f215,1
f216,0
f217,0
f218,1
f219,1
f220,1
f221,1
f222,0
f223,0
f224,1
f225,1
f226,0
f227,1
f228,1
f229,1
f230,0
f231,1
f232,0
f233,1
f234,0
f235,1
f236,1
f237,1
f238,0
f239,1
f240,0
f241,1
f242,1
f243,1
f244,1
f245,1
f246,1
f247,0
f248,1
f249,1
f250,1
f251,1
f252,1
f253,1
f254,0
f255,0
f256,1
f257,1
f258,1
f259,0
f260,0
f261,1
f262,0
f263,1
f264,0
f265,1
f266,1
f267,1
f268,0
f269,0
f270,1
f271,0
f272,1
f273,1
f274,1
f275,1
f276,1
f277,0
f278,1
f279,1
f280,0
f281,0
f282,1
f283,0
f284,1
f285,1
f286,1
f287,1
f288,0
f289,0
f290,1
f291,0
f292,0
f293,0
f294,1
f295,1
f296,0
f297,0
f298,1
f299,0
f300,0
f301,0
f302,0
f303,1
f304,0
f305,1
f306,1
f307,0
f308,0
f309,1
f310,0
f311,1
f312,0
f313,1
f314,0
f315,1
f316,1
f317,0
f318,0
f319,1
f320,1
f321,1
f322,0
f323,1
f324,0
f325,0
f326,1
f327,1
f328,0
f329,1
f330,0
f331,0
f332,1
f333,0
f334,0
f335,1
f336,1
f337,0
f338,1
f339,0
f340,0
f341,1
f342,1
f343,0
f344,0
f345,0
f346,1
f347,1
f348,0
f349,0
f350,1
f351,1
f352,0
f353,0
f354,1
f355,0
f356,0
f357,1
f358,1
f359,0
f360,0
f361,1
f362,1
f363,1
f364,0
f365,0
f366,0
f367,1
f368,1
f369,0
f370,0
f371,1
f372,1
f373,0
f374,0
f375,0
f376,1
f377,1
f378,1
f379,0
f380,1
f381,1
f382,1
f383,1
f384,0
f385,0
f386,0
f387,0
f388,0
f389,1
f390,0
f391,0
f392,1
f393,0
f394,1
f395,1
f396,0
f397,1
f398,0
f399,1
f400,1
f401,0
f402,1
f403,0
f404,1
f405,0
f406,0
f407,0
f408,0
f409,1
f410,0
f411,0
f412,0
f413,1
f414,0
f415,1
f416,1
f417,0
f418,0
f419,0
f420,1
f421,1
f422,1
f423,1
f424,0
f425,0
f426,1
f427,1
f428,1
f429,1
f430,1
f431,1
f432,1
f433,0
f434,0
f435,0
f436,1
f437,1
