,area
f0,0
f1,0
f2,0
f3,1
f4,0
f5,1
f6,1
f7,0
f8,1
f9,0
f10,1
f11,1
f12,1
f13,0
f14,1
f15,1
f16,1
f17,0
f18,0
f19,0
f20,1
f21,1
f22,0
f23,1
f24,0
f25,0
f26,0
f27,0
f28,0
f29,1
f30,0
f31,0
f32,0
f33,0
f34,1
f35,0
f36,0
f37,1
f38,1
f39,1
f40,1
f41,1
f42,1
f43,1
f44,0
f45,1
f46,0
f47,1
f48,1
f49,1
f50,1
f51,1
f52,1
f53,1
f54,0
f55,0
f56,0
f57,0
f58,0
f59,0
f60,0
f61,0
f62,1
f63,1
f64,0
f65,0
f66,0
f67,1
f68,1
f69,1
f70,1
f71,0
f72,0
f73,0
f74,0
f75,0
f76,1
f77,1
f78,0
f79,0
f80,0
f81,0
f82,1
f83,0
f84,1
f85,1
f86,1
f87,0
f88,1
f89,1
f90,0
f91,0
f92,0
f93,0
f94,0
f95,1
f96,1
f97,1
f98,1
f99,1
f100,1
f101,1
f102,0
f103,1
f104,0
f105,0
f106,1
f107,0
f108,0
f109,0
f110,0
f111,1
f112,1
f113,0
f114,0
f115,1
f116,1
f117,0
f118,0
f119,0
f120,0
f121,0
f122,0
f123,0
f124,0
f125,0
f126,0
f127,0
f128,0
f129,1
f130,1
f131,0
f132,0
f133,0
f134,1
f135,1
f136,1
f137,0
f138,1
f139,1
f140,0
f141,0
f142,1
f143,0
f144,0
f145,1
f146,0
f147,1
f148,0
f149,0
f150,1
f151,0
f152,1
f153,0
f154,0
f155,0
f156,1
f157,0
f158,1
f159,0
f160,0
f161,1
f162,1
f163,1
f164,1
f165,0
f166,0
f167,1
f168,1
f169,1
f170,0
f171,1
f172,1
f173,0
f174,1
f175,0
f176,0
f177,0
f178,1
f179,0
f180,0
f181,0
f182,1
f183,0
f184,0
f185,0
f186,1
f187,1
f188,1
f189,0
f190,0
f191,0
f192,1
f193,0
f194,0
f195,1
f196,0
f197,0
f198,1
f199,1
f200,0
f201,0
f202,0
f203,1
f204,0
f205,0
f206,1
f207,1
f208,0
f209,0
f210,1
f211,0
f212,1
f213,0
f214,1
f215,1
f216,0
f217,0
f218,0
f219,1
f220,1
f221,1
f222,1
f223,0
f224,0
f225,1
f226,0
f227,0
f228,1
f229,0
f230,0
f231,1
f232,0
f233,1
f234,0
f235,1
f236,1
f237,1
f238,1
f239,1
f240,1
f241,0
f242,1
f243,1
f244,0
f245,0
f246,0
f247,0
f248,0
f249,0
f250,0
f251,0
f252,0
f253,0
f254,0
f255,1
f256,1
f257,0
f258,1
f259,0
f260,0
f261,0
f262,0
f263,0
f264,0
f265,0
f266,0
f267,1
f268,0
f269,0
f270,0
f271,0
f272,1
f273,1
f274,1
f275,1
f276,1
f277,1
f278,0
f279,0
f280,0
f281,1
f282,0
f283,0
f284,0
f285,0
f286,1
f287,0
f288,0
f289,1
f290,0
f291,0
f292,1
f293,1
f294,0
f295,1
f296,1
f297,0
f298,0
f299,1
f300,0
f301,0
f302,0
f303,1
f304,0
f305,1
f306,1
f307,0
f308,0
f309,0
f310,0
f311,1
f312,0
f313,1
f314,0
f315,1
f316,0
f317,0
f318,1
f319,1
f320,0
f321,1
f322,0
f323,1
f324,1
f325,0
f326,0
f327,1
f328,1
f329,0
f330,0
f331,1
f332,1
f333,0
f334,0
f335,1
f336,0
f337,0
f338,1
f339,0
f340,1
f341,0
f342,1
f343,0
f344,0
f345,0
f346,0
f347,0
f348,0
f349,0
f350,1
f351,0
f352,1
f353,1
f354,0
f355,0
f356,0
f357,1
f358,1
f359,0
f360,1
f361,1
f362,1
f363,0
f364,1
f365,0
f366,1
f367,1
f368,1
f369,1
f370,0
f371,0
f372,1
f373,0
f374,1
f375,1
f376,0
f377,0
f378,1
f379,0
f380,0
f381,1
f382,0
f383,1
f384,1
f385,0
f386,0
f387,1
f388,0
f389,0
f390,0
f391,1
f392,0
f393,0
f394,0
f395,0
f396,0
f397,1
f398,1
f399,0
f400,1
f401,0
f402,0
f403,0
f404,0
f405,1
f406,0
f407,0
f408,1
f409,0
f410,1
f411,0
f412,0
f413,1
f414,0
f415,0
f416,1
f417,0
f418,1
f419,0
f420,1
f421,0
f422,1
f423,1
f424,1
f425,1
f426,1
f427,1
f428,1
f429,1
f430,1
f431,0
f432,0
f433,1
f434,0
f435,1
f436,1
f437,0
f438,0
f439,0
f440,1
f441,0
f442,0
f443,0
f444,0
f445,0
f446,0
f447,1
f448,1
f449,0
f450,1
f451,0
f452,0
f453,1
f454,0
f455,1
f456,1
f457,1
f458,0
f459,0
f460,1
f461,1
f462,0
f463,1
f464,0
f465,0
f466,1
f467,0
f468,0
f469,0
f470,1
f471,1
f472,1
f473,1
f474,0
f475,1
f476,1
f477,1
f478,0
f479,1
f480,1
f481,0
f482,1
f483,0
f484,0
f485,0
f486,1
f487,1
f488,1
f489,0
f490,0
f491,0
f492,1
f493,0
f494,1
f495,0
f496,0
f497,0
f498,0
f499,1
f500,0
f501,0
f502,0
f503,1
f504,0
f505,0
f506,0
f507,0
f508,1
f509,0
f510,0
f511,0
f512,0
f513,1
f514,1
f515,1
f516,1
f517,1
f518,1
f519,0
f520,0
f521,0
f522,0
f523,1
f524,0
f525,0
f526,0
f527,1
f528,1
f529,0
f530,1
f531,0
f532,0
f533,0
f534,0
f535,0
f536,1
f537,0
f538,0
f539,0
f540,1
f541,1
f542,0
f543,0
f544,0
f545,1
f546,0
f547,0
f548,1
f549,0
f550,1
f551,1
f552,0
f553,0
f554,0
f555,1
f556,1
f557,0
f558,1
f559,0
f560,0
f561,1
f562,1
f563,1
f564,1
f565,1
f566,1
f567,0
f568,1
f569,0
f570,0
f571,0
f572,0
f573,0
f574,0
f575,0
f576,0
f577,1
f578,0
f579,1
f580,0
f581,0
f582,0
f583,0
f584,0
f585,1
f586,1
f587,1
f588,0
f589,0
f590,1
f591,1
f592,1
f593,1
f594,1
f595,0
f596,0
f597,0
f598,0
f599,1
f600,1
f601,0
f602,1
f603,1
f604,0
f605,0
f606,1
f607,0
f608,0
f609,1
f610,0
