,area
f0,1
f1,0
f2,1
f3,1
f4,1
f5,1
f6,1
f7,1
f8,1
f9,1
f10,0
f11,1
f12,1
f13,1
f14,0
f15,1
f16,0
f17,0
f18,0
f19,1
f20,1
f21,0
f22,1
f23,1
f24,0
f25,1
f26,1
f27,0
f28,1
f29,1
f30,1
f31,1
f32,1
f33,1
f34,1
f35,1
f36,1
f37,1
f38,1
f39,0
f40,1
f41,1
f42,1
f43,0
f44,1
f45,1
f46,1
f47,1
f48,1
f49,1
f50,1
f51,0
f52,1
f53,1
f54,1
f55,1
f56,1
f57,1
f58,1
f59,0
f60,0
f61,0
f62,1
f63,1
f64,1
f65,1
f66,1
f67,1
f68,0
f69,1
f70,1
f71,1
f72,1
f73,1
f74,1
f75,1
f76,1
f77,1
f78,1
f79,1
f80,1
f81,1
f82,1
f83,1
f84,1
f85,1
f86,1
f87,1
f88,1
f89,1
f90,1
f91,1
f92,0
f93,0
f94,1
f95,0
f96,1
f97,0
f98,1
f99,1
f100,1
f101,0
f102,1
f103,1
f104,1
f105,1
f106,1
f107,1
f108,1
f109,0
f110,1
f111,0
f112,1
f113,1
f114,0
f115,1
f116,1
f117,1
f118,0
f119,1
f120,1
f121,1
f122,1
f123,1
f124,0
f125,0
f126,1
f127,0
f128,1
f129,1
f130,1
f131,1
f132,0
f133,1
f134,0
f135,1
f136,1
f137,1
f138,1
f139,1
f140,1
f141,1
f142,1
f143,0
f144,0
f145,0
f146,1
f147,1
f148,1
f149,1
f150,1
f151,1
f152,0
f153,1
f154,1
f155,1
f156,0
f157,1
f158,0
f159,1
f160,1
f161,1
f162,1
f163,1
f164,0
f165,1
f166,1
f167,1
f168,1
f169,0
f170,1
f171,1
f172,1
f173,1
f174,1
f175,1
f176,0
f177,1
f178,0
f179,1
f180,1
f181,1
f182,1
f183,1
f184,1
f185,0
f186,1
f187,1
f188,1
f189,1
f190,0
f191,1
f192,0
f193,1
f194,1
f195,0
f196,1
f197,1
f198,0
f199,1
f200,1
f201,1
f202,1
f203,0
f204,1
f205,1
f206,1
f207,1
f208,1
f209,0
f210,0
f211,1
f212,1
f213,1
f214,1
f215,1
f216,1
f217,0
f218,1
f219,0
f220,1
f221,0
f222,1
f223,0
f224,1
f225,1
f226,0
f227,1
f228,1
f229,1
f230,0
f231,0
f232,0
f233,0
f234,1
f235,1
f236,1
f237,1
f238,1
f239,1
f240,0
f241,1
f242,1
f243,1
f244,1
f245,1
f246,1
f247,1
f248,1
f249,1
f250,1
f251,1
f252,1
f253,1
f254,1
f255,1
f256,1
f257,1
f258,1
f259,0
f260,1
f261,0
f262,0
f263,1
f264,1
f265,1
f266,1
f267,1
f268,1
f269,1
f270,1
f271,1
f272,0
f273,0
f274,0
f275,1
f276,1
f277,1
f278,0
f279,1
f280,1
f281,0
f282,1
f283,0
f284,0
f285,1
f286,1
f287,0
f288,1
f289,1
f290,1
f291,0
f292,1
f293,0
f294,0
f295,1
f296,1
f297,1
f298,0
f299,0
f300,1
f301,1
f302,1
f303,1
f304,0
f305,1
f306,0
f307,1
f308,1
f309,1
f310,1
f311,0
f312,1
f313,1
f314,1
f315,1
f316,1
f317,0
f318,1
f319,0
f320,0
f321,1
f322,1
f323,1
f324,1
f325,0
f326,1
f327,1
f328,1
f329,0
f330,1
f331,1
f332,1
f333,1
f334,0
f335,0
f336,1
f337,1
f338,0
f339,1
f340,0
f341,1
f342,1
f343,1
f344,1
f345,1
f346,1
f347,1
f348,1
f349,1
f350,1
f351,1
f352,1
f353,0
f354,1
f355,1
f356,1
f357,1
f358,0
f359,1
f360,1
f361,1
f362,0
f363,1
f364,0
f365,1
f366,1
f367,0
f368,0
f369,1
f370,1
f371,1
f372,0
f373,1
f374,0
f375,1
f376,1
f377,1
f378,0
f379,1
f380,1
f381,1
f382,0
f383,1
f384,0
f385,1
f386,0
f387,1
f388,0
f389,1
f390,1
f391,1
f392,1
f393,1
f394,1
f395,1
f396,0
f397,1
f398,1
f399,0
f400,1
f401,1
f402,1
f403,0
f404,0
f405,1
f406,0
f407,1
f408,1
f409,1
f410,1
f411,1
f412,1
f413,1
f414,1
f415,1
f416,1
f417,1
f418,1
f419,0
f420,1
f421,1
f422,1
f423,1
f424,0
f425,1
f426,1
f427,1
f428,1
f429,1
f430,1
f431,1
f432,1
f433,0
f434,1
f435,1
f436,1
f437,1
f438,1
f439,1
f440,1
f441,1
f442,1
f443,1
f444,1
f445,1
f446,1
f447,1
f448,1
f449,1
f450,1
f451,0
f452,1
f453,0
f454,1
f455,1
f456,1
f457,1
f458,1
f459,1
f460,1
f461,1
f462,1
f463,1
f464,0
f465,1
f466,1
f467,0
f468,1
f469,1
f470,0
f471,1
f472,1
f473,0
f474,1
f475,0
f476,1
f477,1
f478,1
f479,0
f480,1
f481,0
f482,1
f483,0
f484,1
f485,1
f486,1
f487,1
f488,0
f489,0
f490,1
f491,0
f492,0
f493,1
f494,1
f495,0
f496,0
f497,1
f498,0
f499,1
