,area
c0,1
c1,2
c2,1
c3,0
c4,1
c5,1
c6,2
c7,2
c8,0
c9,0
c10,2
c11,0
c12,1
c13,0
c14,1
c15,0
c16,2
c17,0
c18,2
c19,0
c20,0
c21,0
c22,1
c23,0
c24,1
c25,1
c26,2
c27,0
c28,2
c29,1
c30,0
c31,1
c32,0
c33,1
c34,1
c35,2
c36,1
c37,0
c38,2
c39,0
c40,0
c41,2
c42,1
c43,0
c44,1
c45,2
c46,1
c47,1
c48,2
c49,2
c50,0
c51,2
c52,0
c53,0
c54,1
c55,1
c56,1
c57,1
c58,1
c59,2
c60,1
c61,2
c62,2
c63,0
c64,1
c65,2
c66,0
c67,0
c68,0
c69,2
c70,0
c71,2
c72,2
c73,2
c74,1
c75,2
c76,1
c77,0
c78,2
c79,0
c80,1
c81,2
c82,0
c83,2
c84,0
c85,1
c86,1
c87,1
c88,1
c89,2
c90,1
c91,2
c92,0
c93,0
c94,1
c95,2
c96,0
c97,0
c98,1
c99,1
c100,2
c101,1
c102,0
c103,1
c104,0
c105,1
c106,0
c107,0
c108,1
c109,0
c110,1
c111,1
c112,2
c113,1
c114,2
c115,2
c116,1
c117,0
c118,1
c119,1
c120,1
c121,1
c122,1
c123,1
c124,0
c125,2
c126,2
c127,0
c128,0
c129,0
c130,1
c131,1
c132,1
c133,2
c134,2
c135,0
c136,1
c137,0
c138,1
c139,2
c140,2
c141,2
c142,1
c143,1
c144,1
c145,1
c146,1
c147,1
c148,1
c149,0
c150,1
c151,2
c152,2
c153,0
c154,2
c155,0
c156,1
c157,0
c158,2
c159,2
c160,0
c161,1
c162,1
c163,1
c164,1
c165,0
c166,0
c167,2
c168,1
c169,1
c170,2
c171,0
c172,0
c173,1
c174,0
c175,1
c176,0
c177,1
c178,1
c179,1
c180,2
c181,1
c182,2
c183,2
c184,1
c185,2
c186,0
c187,2
c188,2
c189,0
c190,0
c191,1
c192,0
c193,0
c194,1
c195,1
c196,1
c197,0
c198,2
c199,1
c200,1
c201,0
c202,1
c203,0
c204,0
c205,0
c206,1
c207,2
c208,1
c209,1
c210,2
c211,2
c212,1
c213,1
c214,0
c215,1
c216,0
c217,1
c218,1
c219,1
c220,0
c221,0
c222,1
c223,1
c224,2
c225,0
c226,2
c227,1
c228,2
c229,1
c230,0
c231,1
c232,2
c233,2
c234,0
c235,0
c236,2
c237,2
c238,0
c239,2
c240,0
c241,2
c242,1
c243,0
c244,1
c245,1
c246,1
c247,1
c248,1
c249,2
c250,2
c251,1
c252,2
c253,2
c254,2
c255,0
c256,1
c257,1
c258,0
c259,1
c260,0
c261,0
c262,2
c263,1
c264,2
c265,0
c266,0
c267,1
c268,0
c269,2
c270,0
c271,0
c272,0
c273,0
c274,0
c275,0
c276,0
c277,0
c278,1
c279,1
c280,0
c281,2
c282,1
c283,0
c284,0
c285,1
c286,0
c287,1
c288,0
c289,1
c290,2
c291,0
c292,0
c293,2
c294,1
c295,0
c296,1
c297,1
c298,1
c299,2
c300,2
c301,0
c302,0
c303,1
c304,1
c305,0
c306,2
c307,1
c308,0
c309,2
c310,1
c311,1
c312,0
c313,2
c314,0
c315,1
c316,1
c317,1
c318,2
c319,1
c320,2
c321,0
c322,1
c323,2
c324,0
c325,2
c326,0
c327,0
c328,1
c329,2
c330,2
c331,2
c332,0
c333,0
c334,1
c335,2
c336,1
c337,2
c338,1
c339,0
c340,1
c341,2
c342,1
c343,2
c344,0
c345,2
c346,2
c347,1
c348,1
c349,0
c350,0
c351,0
c352,1
c353,1
c354,1
c355,0
c356,1
c357,1
c358,1
c359,1
c360,2
c361,1
c362,1
c363,1
c364,0
c365,0
c366,2
c367,2
c368,1
c369,2
c370,2
c371,0
c372,1
c373,2
c374,1
c375,2
c376,0
c377,2
c378,0
c379,0
c380,0
c381,0
c382,1
c383,0
c384,2
c385,0
c386,1
c387,0
c388,2
c389,0
c390,2
c391,1
c392,1
c393,0
c394,0
c395,2
c396,1
c397,0
c398,0
c399,0
c400,0
c401,0
c402,2
c403,0
c404,2
c405,1
c406,0
c407,1
c408,2
c409,1
c410,0
c411,0
c412,1
c413,2
c414,1
c415,0
c416,2
c417,0
c418,1
c419,0
c420,0
c421,0
c422,1
c423,0
c424,0
c425,2
c426,0
c427,2
c428,0
c429,2
c430,2
c431,1
c432,1
c433,0
c434,2
c435,1
c436,0
c437,2
c438,0
c439,1
c440,2
c441,0
c442,1
c443,0
c444,1
c445,1
c446,0
c447,0
c448,1
c449,0
c450,1
c451,0
c452,1
c453,1
c454,0
c455,1
c456,1
c457,2
c458,2
c459,2
c460,2
c461,2
c462,0
c463,2
c464,2
c465,1
c466,1
c467,0
c468,1
c469,1
c470,2
c471,1
c472,0
c473,1
c474,1
c475,2
c476,2
c477,1
c478,0
c479,1
c480,2
c481,0
c482,1
c483,2
c484,2
c485,1
c486,2
c487,0
c488,0
c489,2
c490,2
c491,0
c492,1
c493,0
c494,1
c495,2
c496,0
c497,0
c498,1
c499,1
c500,0
c501,0
c502,1
c503,1
c504,1
c505,2
c506,0
c507,2
c508,1
c509,0
c510,2
c511,0
c512,1
c513,0
c514,2
c515,2
c516,1
c517,1
c518,1
c519,0
c520,1
c521,2
c522,1
c523,2
c524,2
c525,1
c526,2
c527,1
c528,2
c529,2
c530,0
c531,0
c532,1
c533,0
c534,0
c535,0
c536,1
c537,1
c538,0
c539,0
c540,1
c541,0
c542,1
c543,0
c544,0
c545,2
c546,2
c547,1
c548,1
c549,2
c550,1
c551,1
c552,0
c553,0
c554,1
c555,2
c556,0
c557,0
c558,0
c559,0
c560,1
c561,1
c562,1
c563,1
c564,0
c565,0
c566,2
c567,1
c568,0
c569,0
c570,0
c571,1
c572,0
c573,1
c574,1
c575,0
c576,2
c577,0
c578,1
c579,1
c580,2
c581,1
c582,2
c583,1
c584,0
c585,2
c586,1
c587,0
c588,1
c589,0
c590,2
c591,0
c592,0
c593,0
c594,0
c595,0
c596,2
c597,1
c598,0
c599,1
c600,2
c601,2
c602,0
c603,2
c604,1
c605,2
c606,1
c607,2
c608,0
c609,2
c610,0
c611,1
c612,2
c613,2
c614,1
c615,1
c616,0
c617,1
c618,1
c619,1
c620,1
c621,1
c622,1
c623,0
c624,1
c625,0
c626,0
c627,0
c628,1
c629,2
c630,2
c631,2
c632,1
c633,0
c634,1
c635,2
c636,2
c637,0
c638,0
c639,0
c640,1
c641,1
c642,0
c643,0
c644,2
c645,1
c646,1
c647,0
c648,1
c649,1
c650,0
c651,1
c652,2
c653,2
c654,1
c655,0
c656,0
c657,1
c658,0
c659,2
c660,1
c661,0
c662,1
c663,2
c664,2
c665,2
c666,2
c667,1
c668,2
c669,2
c670,0
c671,0
c672,1
c673,1
c674,0
c675,2
c676,2
c677,2
c678,2
c679,2
c680,1
c681,1
c682,0
c683,1
c684,1
c685,1
c686,0
c687,2
c688,2
